Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes
Army,Revolving and Management Funds,1993,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1993,Current,-256e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1994,Constant,52122e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1994,Constant,35587e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1994,Constant,10693e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1994,Constant,8627e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1994,Constant,2051e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1994,Constant,1976e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1994,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1994,Constant,-343e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1994,Current,26957e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1994,Current,20977e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1994,Current,7137e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1994,Current,5402e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1994,Current,1302e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1994,Current,1298e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1994,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1994,Current,-23e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1995,Constant,50228e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1995,Constant,37863e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1995,Constant,10558e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1995,Constant,8443e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1995,Constant,1253e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1995,Constant,178e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1995,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1995,Constant,-475e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1995,Current,26646e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1995,Current,22976e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1995,Current,7165e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1995,Current,5407e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1995,Current,789e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1995,Current,1183e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1995,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1995,Current,-324e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1996,Constant,4761e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1996,Constant,38248e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1996,Constant,11991e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1996,Constant,7239e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1996,Constant,2311e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1996,Constant,2099e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1996,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1996,Constant,-598e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1996,Current,25817e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1996,Current,23858e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1996,Current,8246e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1996,Current,4699e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1996,Current,1527e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1996,Current,143e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1996,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1996,Current,-416e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1997,Constant,46974e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1997,Constant,3611e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1997,Constant,12608e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1997,Constant,7418e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1997,Constant,1766e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1997,Constant,198e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1997,Constant,206e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1997,Constant,-675e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1997,Current,2629e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1997,Current,22951e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1997,Current,8761e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1997,Current,4898e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1997,Current,1182e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1997,Current,1371e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1997,Current,146e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1997,Current,-478e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1998,Constant,44828e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1998,Constant,35252e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1998,Constant,10475e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1998,Constant,74e8,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1998,Constant,1987e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1998,Constant,186e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1998,Constant,1e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1998,Constant,-175e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1998,Current,26149e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1998,Current,22998e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1998,Current,7362e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1998,Current,5008e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1998,Current,1352e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1998,Current,1301e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1998,Current,1e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1998,Current,-125e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1999,Constant,44306e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1999,Constant,36753e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1999,Constant,13369e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1999,Constant,7337e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1999,Constant,1794e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1999,Constant,1766e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1999,Constant,13e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1999,Constant,-271e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1999,Current,2663e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1999,Current,2484e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1999,Current,9531e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1999,Current,5054e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1999,Current,1245e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1999,Current,1252e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1999,Current,9e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1999,Current,-195e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2000,Constant,44223e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2000,Constant,38459e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2000,Constant,1453e7,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2000,Constant,7534e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2000,Constant,2068e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2000,Constant,1612e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2000,Constant,513e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2000,Constant,-157e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2000,Current,27871e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2000,Current,26567e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2000,Current,10508e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2000,Current,533e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2000,Current,1468e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2000,Current,116e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2000,Current,374e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2000,Current,-114e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2001,Constant,44656e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2001,Constant,37172e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2001,Constant,1618e7,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2001,Constant,8614e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2001,Constant,2257e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2001,Constant,1647e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2001,Constant,1108e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2001,Constant,-194e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2001,Current,29059e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2001,Current,26376e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2001,Current,11856e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2001,Current,6221e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2001,Current,1632e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2001,Current,1205e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2001,Current,822e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2001,Current,-144e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2002,Constant,46856e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2002,Constant,42791e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2002,Constant,15607e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2002,Constant,9521e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2002,Constant,3381e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2002,Constant,1851e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2002,Constant,313e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2002,Constant,-239e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2002,Current,32242e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2002,Current,31076e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2002,Current,11624e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2002,Current,703e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2002,Current,2514e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2002,Current,1378e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2002,Current,234e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2002,Current,-179e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2003,Constant,62296e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2003,Constant,67492e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2003,Constant,20128e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2003,Constant,10022e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2003,Constant,2801e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2003,Constant,1794e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2003,Constant,335e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2003,Constant,-101e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2003,Current,44144e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2003,Current,50414e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2003,Current,15328e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2003,Current,7571e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2003,Current,2136e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2003,Current,1362e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2003,Current,254e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2003,Current,-76e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2004,Constant,67808e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2004,Constant,92678e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2004,Constant,20374e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2004,Constant,13132e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2004,Constant,2414e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2004,Constant,1723e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2004,Constant,3428e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2004,Constant,-59e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2004,Current,49589e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2004,Current,71533e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2004,Current,1593e7,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2004,Current,10217e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2004,Current,1893e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2004,Current,1341e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2004,Current,2648e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2004,Current,-46e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2005,Constant,67281e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2005,Constant,73645e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2005,Constant,31668e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2005,Constant,13034e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2005,Constant,4421e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2005,Constant,1906e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2005,Constant,271e7,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2005,Constant,72e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2005,Current,50748e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2005,Current,58992e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2005,Current,25438e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2005,Current,10456e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2005,Current,3554e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2005,Current,1529e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2005,Current,2153e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2005,Current,57e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2006,Constant,70069e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2006,Constant,91537e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2006,Constant,34207e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2006,Constant,1419e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2006,Constant,5079e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2006,Constant,151e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2006,Constant,561e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2006,Constant,-95e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2006,Current,54553e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2006,Current,75463e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2006,Current,28135e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2006,Current,11693e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2006,Current,4175e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2006,Current,124e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2006,Current,46e7,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2006,Current,-777e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2007,Constant,70814e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2007,Constant,110767e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2007,Constant,5798e7,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2007,Constant,13421e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2007,Constant,9231e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2007,Constant,1494e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2007,Constant,-228e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2007,Constant,-117e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2007,Current,56679e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2007,Current,93393e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2007,Current,48623e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2007,Current,11303e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2007,Current,7721e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2007,Current,125e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2007,Current,-192e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2007,Current,-98e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2008,Constant,74329e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2008,Constant,11194e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2008,Constant,78982e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2008,Constant,14479e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2008,Constant,12017e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2008,Constant,1239e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2008,Constant,4142e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2008,Constant,-752e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2008,Current,61413e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2008,Current,96419e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2008,Current,67212e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2008,Current,12447e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2008,Current,10212e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2008,Current,1058e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2008,Current,356e7,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2008,Current,-647e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2009,Constant,78735e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2009,Constant,114695e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2009,Constant,50166e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2009,Constant,13833e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2009,Constant,13686e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2009,Constant,1542e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2009,Constant,-1084e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2009,Constant,-467e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2009,Current,67214e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2009,Current,100286e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2009,Current,43284e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2009,Current,12103e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2009,Current,1182e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2009,Current,1335e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2009,Current,-944e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2009,Current,-408e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2010,Constant,8042e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2010,Constant,125391e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2010,Constant,45668e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2010,Constant,13089e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2010,Constant,10891e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2010,Constant,775e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2010,Constant,-476e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2010,Constant,-145e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2010,Current,70462e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2010,Current,11158e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2010,Current,40067e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2010,Current,11563e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2010,Current,9527e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2010,Current,684e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2010,Current,-418e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2010,Current,-127e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2011,Constant,78616e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2011,Constant,126161e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2011,Constant,40806e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2011,Constant,1101e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2011,Constant,7527e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2011,Constant,68e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2011,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2011,Constant,-958e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2011,Current,70038e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2011,Current,114207e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2011,Current,36398e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2011,Current,9954e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2011,Current,672e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2011,Current,609e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2011,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2011,Current,-859e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2012,Constant,75681e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2012,Constant,104872e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2012,Constant,27475e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2012,Constant,9119e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2012,Constant,4357e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2012,Constant,739e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2012,Constant,-418e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2012,Constant,913e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2012,Current,68638e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,2012,Current,96608e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,2012,Current,24875e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,2012,Current,8348e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,2012,Current,3952e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,2012,Current,67e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,2012,Current,-38e7,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",2012,Current,834e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,2013,Constant,70304e6,tbl.6-19,All enacted war and supplemental funding is included
