Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes
Navy,Procurement,1986,Current,3368e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1986,Current,9572e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1986,Current,1662e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1986,Current,633e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1986,Current,2698e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1986,Current,-175e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1987,Constant,60079e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1987,Constant,57731e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1987,Constant,55948e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1987,Constant,17246e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1987,Constant,2579e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1987,Constant,1294e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1987,Constant,1115e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1987,Constant,-293e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1987,Current,24705e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1987,Current,2611e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1987,Current,30839e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1987,Current,9305e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1987,Current,1401e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1987,Current,7e8,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1987,Current,595e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1987,Current,-156e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1988,Constant,59824e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1988,Constant,57628e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1988,Constant,62538e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1988,Constant,1683e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1988,Constant,2597e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1988,Constant,1357e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1988,Constant,599e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1988,Constant,-158e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1988,Current,25603e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1988,Current,26936e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1988,Current,35853e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1988,Current,9426e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1988,Current,1461e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1988,Current,76e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1988,Current,329e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1988,Current,-87e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1989,Constant,60304e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1989,Constant,57395e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1989,Constant,52264e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1989,Constant,15984e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1989,Constant,2808e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1989,Constant,1374e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1989,Constant,322e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1989,Constant,37e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1989,Current,2667e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1989,Current,2806e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1989,Current,30991e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1989,Current,9311e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1989,Current,1637e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1989,Current,799e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1989,Current,185e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1989,Current,21e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1990,Constant,59997e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1990,Constant,55237e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1990,Constant,56202e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1990,Constant,15668e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1990,Constant,1987e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1990,Constant,132e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1990,Constant,-864e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1990,Constant,-269e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1990,Current,26984e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1990,Current,27802e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1990,Current,34408e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1990,Current,9487e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1990,Current,118e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1990,Current,792e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1990,Current,-516e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1990,Current,-161e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1991,Constant,6011e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1991,Constant,59019e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1991,Constant,50086e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1991,Constant,14426e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1991,Constant,198e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1991,Constant,1371e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1991,Constant,384e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1991,Constant,-299e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1991,Current,28361e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1991,Current,32497e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1991,Current,31483e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1991,Current,9014e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1991,Current,1207e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1991,Current,855e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1991,Current,239e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1991,Current,-186e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1992,Constant,58124e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1992,Constant,48223e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1992,Constant,41399e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1992,Constant,11844e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1992,Constant,1538e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1992,Constant,1551e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1992,Constant,0,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1992,Constant,-329e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1992,Current,28155e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1992,Current,26258e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1992,Current,26587e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1992,Current,7579e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1992,Current,953e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1992,Current,989e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1992,Current,0,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1992,Current,-211e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1993,Constant,53993e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1993,Constant,42721e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1993,Constant,3009e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1993,Constant,14084e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1993,Constant,65e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1993,Constant,1604e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1993,Constant,3761e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1993,Constant,-311e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1993,Current,27294e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1993,Current,23596e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1993,Current,19699e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1993,Current,8914e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1993,Current,392e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1993,Current,1044e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1993,Current,2464e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1993,Current,-204e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1994,Constant,50597e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1994,Constant,40261e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1994,Constant,24214e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1994,Constant,12518e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1994,Constant,2073e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1994,Constant,166e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1994,Constant,231e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1994,Constant,-233e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1994,Current,26241e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1994,Current,23642e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1994,Current,16126e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1994,Current,8206e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1994,Current,1354e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1994,Current,1102e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1994,Current,1541e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1994,Current,-156e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1995,Constant,47621e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1995,Constant,42081e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1995,Constant,25587e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1995,Constant,12816e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1995,Constant,639e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1995,Constant,1787e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1995,Constant,-738e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1995,Constant,-953e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1995,Current,25308e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1995,Current,25306e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1995,Current,17303e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1995,Current,8574e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1995,Current,401e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1995,Current,1207e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1995,Current,-501e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1995,Current,-65e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1996,Constant,45411e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1996,Constant,40964e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1996,Constant,23131e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1996,Constant,12392e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1996,Constant,4489e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1996,Constant,2292e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1996,Constant,1486e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1996,Constant,524e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1996,Current,24649e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1996,Current,25151e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1996,Current,1585e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1996,Current,8443e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1996,Current,3061e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1996,Current,1573e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1996,Current,1024e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1996,Current,365e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1997,Constant,44395e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1997,Constant,39125e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1997,Constant,24721e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1997,Constant,11476e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1997,Constant,2816e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1997,Constant,2188e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1997,Constant,2619e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1997,Constant,-164e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1997,Current,24862e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1997,Current,24475e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1997,Current,17143e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1997,Current,7917e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1997,Current,1926e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1997,Current,1521e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1997,Current,1834e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1997,Current,-116e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1998,Constant,4198e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1998,Constant,40222e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1998,Constant,27811e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1998,Constant,11246e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1998,Constant,2465e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1998,Constant,196e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1998,Constant,1526e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1998,Constant,-1915e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1998,Current,2456e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1998,Current,26e9,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1998,Current,19499e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1998,Current,7846e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1998,Current,1705e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1998,Current,1375e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1998,Current,1076e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1998,Current,-1366e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1999,Constant,4091e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1999,Constant,41778e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1999,Constant,29121e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1999,Constant,12775e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1999,Constant,934e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1999,Constant,171e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1999,Constant,854e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1999,Constant,74e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,1999,Current,24663e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,1999,Current,27138e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,1999,Current,20731e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,1999,Current,8977e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,1999,Current,64e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,1999,Current,1215e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,1999,Current,61e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",1999,Current,53e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2000,Constant,40769e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2000,Constant,41781e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2000,Constant,32014e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2000,Constant,126e8,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2000,Constant,1383e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2000,Constant,1635e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2000,Constant,1757e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2000,Constant,-454e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2000,Current,25749e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2000,Current,27759e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2000,Current,23141e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2000,Current,9044e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2000,Current,979e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2000,Current,1177e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2000,Current,1277e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2000,Current,-331e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2001,Constant,41195e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2001,Constant,41731e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2001,Constant,35852e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2001,Constant,13126e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2001,Constant,1948e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2001,Constant,179e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2001,Constant,1565e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2001,Constant,-217e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2001,Current,26874e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2001,Current,29022e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2001,Current,263e8,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2001,Current,9579e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2001,Current,1418e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2001,Current,1312e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2001,Current,1158e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2001,Current,-161e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2002,Constant,43489e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2002,Constant,4594e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2002,Constant,32639e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2002,Constant,15355e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2002,Constant,1849e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2002,Constant,1655e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2002,Constant,2151e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2002,Constant,-236e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2002,Current,29964e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2002,Current,32621e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2002,Current,24369e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2002,Current,11387e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2002,Current,1376e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2002,Current,1228e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2002,Current,1608e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2002,Current,-176e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2003,Constant,51128e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2003,Constant,58895e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2003,Constant,35625e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2003,Constant,18049e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2003,Constant,2214e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2003,Constant,1587e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2003,Constant,223e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2003,Constant,-276e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2003,Current,36186e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2003,Current,42643e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2003,Current,27191e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2003,Current,13667e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2003,Current,1692e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2003,Current,1194e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2003,Current,1693e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2003,Current,-209e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2004,Constant,50459e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2004,Constant,5163e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2004,Constant,38298e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2004,Constant,19193e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2004,Constant,1771e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2004,Constant,128e7,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2004,Constant,1631e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2004,Constant,422e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2004,Current,36842e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2004,Current,38563e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2004,Current,29988e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2004,Current,14922e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2004,Current,1391e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2004,Current,985e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Revolving and Management Funds,2004,Current,1269e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,"Trust, Receipts, and Other",2004,Current,325e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Personnel,2005,Constant,51287e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Operation and Maintenance,2005,Constant,49467e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Procurement,2005,Constant,40098e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,RDT&E,2005,Constant,21117e6,tbl.6-20,All enacted war and supplemental funding is included
Navy,Military Construction,2005,Constant,17e8,tbl.6-20,All enacted war and supplemental funding is included
Navy,Family Housing,2005,Constant,891e6,tbl.6-20,All enacted war and supplemental funding is included
