Military.Department,FY,Account,Public.Law.Title,Amount,spending.type,Source_Data
Army,2013,Hurricane Sandy,Procurement,1e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,Procurement,15134e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Procurement,3027e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,Procurement,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,Procurement,14331e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Procurement,1579e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Procurement,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,Procurement,16938e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Procurement,252e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,Procurement,16508e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Procurement,5248e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,Procurement,16271e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Procurement,4994e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Procurement,884e6,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,Procurement,22856e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Procurement,4964e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,RDT.E,7879e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,RDT.E,29e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,RDT.E,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,RDT.E,7052e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,RDT.E,31e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,RDT.E,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,RDT.E,6703e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,RDT.E,36e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,RDT.E,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,RDT.E,7653e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,RDT.E,2e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,RDT.E,8359e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,RDT.E,358e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,RDT.E,8273e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,RDT.E,342e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,RDT.E,21e6,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,RDT.E,10159e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,RDT.E,325e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,Military.Construction,2757e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Military.Construction,-121e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Military.Construction,24e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,Military.Construction,1679e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,Military.Construction,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,Military.Construction,971e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Military.Construction,37e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Military.Construction,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,Military.Construction,1105e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,Military.Construction,953e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Military.Construction,8e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,Military.Construction,949e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Military.Construction,8e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Military.Construction,0,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,Military.Construction,132e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Military.Construction,261e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,Family..Housing,495e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Family..Housing,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,Family..Housing,54e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,Family..Housing,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,Family..Housing,43e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Family..Housing,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,Family..Housing,443e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,Family..Housing,483e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,Family..Housing,48e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Family..Housing,0,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,Family..Housing,707e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,Revolving.Funds...Other,103e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,Revolving.Funds...Other,22e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,Revolving.Funds...Other,239e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,Revolving.Funds...Other,195e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,Revolving.Funds...Other,245e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,Revolving.Funds...Other,195e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Revolving.Funds...Other,49e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Revolving.Funds...Other,0,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,Revolving.Funds...Other,159e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Revolving.Funds...Other,7e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,Military.Personnel,26721e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Military.Personnel,153e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,Military.Personnel,29956e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,Military.Personnel,33083e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Military.Personnel,3082e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,Military.Personnel,35003e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Military.Personnel,1839e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,Military.Personnel,36741e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Military.Personnel,1907e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Military.Personnel,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,Military.Personnel,37158e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Military.Personnel,2893e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Military.Personnel,138e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Military.Personnel,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,O.M,27702e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,O.M,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,O.M,132e7,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,O.M,32584e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,O.M,37e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,O.M,35228e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,O.M,7415e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,O.M,33366e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,O.M,5103e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,O.M,94e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,O.M,34784e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,O.M,4113e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,O.M,58e7,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,O.M,35043e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,O.M,8081e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,O.M,1006e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,O.M,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,Procurement,26285e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Procurement,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Procurement,15e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,Procurement,24127e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Procurement,242e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,Procurement,27191e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Procurement,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,Procurement,29371e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Procurement,617e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Procurement,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,Procurement,2843e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Procurement,3759e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Procurement,7e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,Procurement,28635e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Procurement,5581e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Procurement,2621e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Procurement,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,RDT.E,9451e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,RDT.E,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,RDT.E,128e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,RDT.E,11402e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,RDT.E,-15e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,RDT.E,13668e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,RDT.E,-1e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,RDT.E,14888e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,RDT.E,34e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,RDT.E,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,RDT.E,16696e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,RDT.E,204e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,RDT.E,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,RDT.E,18834e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,RDT.E,125e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,RDT.E,14e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,RDT.E,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,Military.Construction,1415e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Military.Construction,3e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,Military.Construction,1374e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Military.Construction,2e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,Military.Construction,1644e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Military.Construction,48e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,Military.Construction,1345e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Military.Construction,46e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Military.Construction,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,Military.Construction,109e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Military.Construction,14e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Military.Construction,139e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,Military.Construction,1389e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Military.Construction,419e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Military.Construction,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,Family..Housing,1292e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Family..Housing,2e7,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,Family..Housing,1228e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,Family..Housing,1194e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,Family..Housing,979e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Family..Housing,6e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Family..Housing,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,Family..Housing,703e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Family..Housing,9e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,Family..Housing,688e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Family..Housing,135e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Family..Housing,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2001,Base,Revolving.Funds...Other,485e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2002,Base,Revolving.Funds...Other,722e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2003,Base,Revolving.Funds...Other,893e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Base,Revolving.Funds...Other,1067e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Revolving.Funds...Other,24e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2005,Base,Revolving.Funds...Other,1498e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Revolving.Funds...Other,32e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Base,Revolving.Funds...Other,1198e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Revolving.Funds...Other,1e7,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2007,Base,Military.Personnel,37844e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Military.Personnel,2992e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2008,Base,Military.Personnel,39702e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Military.Personnel,2962e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Base,Military.Personnel,41498e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Military.Personnel,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Military.Personnel,13e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Military.Personnel,3221e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Base,Military.Personnel,44183e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Military.Personnel,2532e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Military.Personnel,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2011,Base,Military.Personnel,45198e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Military.Personnel,2162e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2012,Base,Military.Personnel,4574e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Military.Personnel,1974e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Base,O.M,36334e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,O.M,1031e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,O.M,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2008,Base,O.M,39907e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,O.M,10813e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Base,O.M,42529e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2009,Recovery Act,O.M,866e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,O.M,6323e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,O.M,242e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Base,O.M,41674e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,O.M,13265e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,O.M,218e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2011,Base,O.M,45165e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,O.M,13377e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2012,Base,O.M,47064e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,O.M,11167e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Base,Procurement,29677e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Procurement,10358e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Procurement,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2008,Base,Procurement,39033e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Procurement,832e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Base,Procurement,38719e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Procurement,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Procurement,529e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Procurement,2728e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Base,Procurement,43197e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Procurement,4733e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Procurement,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Navy,2011,Base,Procurement,42155e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Procurement,463e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2012,Base,Procurement,43728e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Procurement,2309e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Base,RDT.E,19034e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,RDT.E,53e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,RDT.E,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2008,Base,RDT.E,18101e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,RDT.E,337e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Base,RDT.E,19707e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2009,Recovery Act,RDT.E,75e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,RDT.E,102e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,RDT.E,-8e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Base,RDT.E,19745e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,RDT.E,193e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,RDT.E,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
