Military.Department,FY,Account,Public.Law.Title,Amount,spending.type,Source_Data
Army,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2001,Other Supplemental,Military.Construction,41e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2002,Base,Military.Construction,2458e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2002,Global War on Terror,Military.Construction,56e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2003,Base,Military.Construction,2136e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2003,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2004,Base,Military.Construction,1731e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Military.Construction,162e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Military.Construction,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2005,Base,Military.Construction,2698e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Military.Construction,847e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Military.Construction,9e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2006,Base,Military.Construction,3404e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Military.Construction,187e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Military.Construction,584e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Military.Construction,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2001,Base,Family..Housing,1179e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2001,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2001,Other Supplemental,Family..Housing,26e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2002,Base,Family..Housing,1378e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2002,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2003,Base,Family..Housing,1362e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2003,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2004,Base,Family..Housing,133e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Family..Housing,11e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Family..Housing,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2005,Base,Family..Housing,1528e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Family..Housing,1e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2006,Base,Family..Housing,124e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Family..Housing,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Family..Housing,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2001,Base,Revolving.Funds...Other,12e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2001,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2002,Base,Revolving.Funds...Other,167e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2003,Base,Revolving.Funds...Other,249e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2004,Base,Revolving.Funds...Other,219e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2005,Base,Revolving.Funds...Other,0,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2006,Base,Revolving.Funds...Other,46e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2007,Base,Military.Personnel,42403e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Military.Personnel,14276e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,Military.Personnel,4674e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Military.Personnel,14673e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,Military.Personnel,5228e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,Military.Personnel,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Military.Personnel,989e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Military.Personnel,13945e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,Military.Personnel,57917e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Military.Personnel,12546e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Military.Personnel,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,Military.Personnel,58366e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Military.Personnel,11672e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,Military.Personnel,60811e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Military.Personnel,7827e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Base,O.M,28985e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,O.M,644e8,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,O.M,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,O.M,37028e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,O.M,59381e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,O.M,40092e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,O.M,1839e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,O.M,39689e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,O.M,18655e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,O.M,40562e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,O.M,70799e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,O.M,218e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,O.M,42121e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,O.M,72085e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,O.M,42171e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,O.M,54436e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Base,Procurement,20185e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Procurement,28422e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Procurement,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,Procurement,36557e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Procurement,30628e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,Procurement,27385e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,Procurement,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Procurement,3933e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Procurement,11967e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,Procurement,19818e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Procurement,20245e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Procurement,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,Procurement,19638e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Procurement,1676e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,Procurement,19609e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Procurement,5265e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Base,RDT.E,11203e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,RDT.E,1e8,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,RDT.E,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,RDT.E,12297e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,RDT.E,15e7,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,RDT.E,12162e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,RDT.E,75e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,RDT.E,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,RDT.E,-135e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,RDT.E,11424e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,RDT.E,139e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,RDT.E,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,RDT.E,9653e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,RDT.E,3e8,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,RDT.E,8329e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,RDT.E,19e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Base,Military.Construction,6465e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Military.Construction,1256e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Military.Construction,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,Military.Construction,8344e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Military.Construction,1868e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,Military.Construction,10407e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,Military.Construction,23e7,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Military.Construction,-143e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Military.Construction,1326e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,Military.Construction,836e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Military.Construction,1167e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Military.Construction,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,Military.Construction,5738e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Military.Construction,981e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,Military.Construction,4107e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Military.Construction,-155e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Base,Family..Housing,125e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Family..Housing,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,Family..Housing,1058e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,Family..Housing,1296e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,Family..Housing,38e6,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,Family..Housing,684e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Family..Housing,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,Family..Housing,609e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,Family..Housing,67e7,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Base,Revolving.Funds...Other,628e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2008,Base,Revolving.Funds...Other,5e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Revolving.Funds...Other,1319e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Base,Revolving.Funds...Other,102e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2009,Recovery Act,Revolving.Funds...Other,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Revolving.Funds...Other,443e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Base,Revolving.Funds...Other,38e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Revolving.Funds...Other,12e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Revolving.Funds...Other,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2011,Base,Revolving.Funds...Other,0,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2012,Base,Revolving.Funds...Other,101e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Revolving.Funds...Other,54e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,Military.Personnel,56029e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Military.Personnel,8925e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Military.Personnel,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,Military.Personnel,56336e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Military.Personnel,5632e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,Military.Personnel,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,Military.Personnel,56169e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Military.Personnel,3302e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Military.Personnel,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,Military.Personnel,55971e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Military.Personnel,1964e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,Military.Personnel,55311e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Military.Personnel,2349e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,Military.Personnel,55582e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Military.Personnel,2385e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Military.Personnel,0,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,Military.Personnel,60585e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Military.Personnel,3161e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,O.M,447e8,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,O.M,34464e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,O.M,9e6,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2014,Base,O.M,41012e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,O.M,35895e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2014,Iron Dome,O.M,0,Other Discretionary,"FY19 Green Book, tbl 2.1"
Army,2015,Base,O.M,41198e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,O.M,23328e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2015,Ebola Relief,O.M,0,Emergency Relief,"FY19 Green Book, tbl 2.1"
Army,2016,Base,O.M,41789e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,O.M,19454e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2017,Base,O.M,42163e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,O.M,26171e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Base,O.M,41584e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,O.M,26266e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2018,Missile Defeat,O.M,0,uncategorized,"FY19 Green Book, tbl 2.1"
Army,2019,Base,O.M,52529e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,O.M,24963e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
Army,2013,Base,Procurement,15692e6,"Base, Discretionary","FY19 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Procurement,3154e6,OCO.GWOT,"FY19 Green Book, tbl 2.1"
