Public Law Title,FY,Amount,Deflator.Type,Source
Military Construction,1959,10287e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1959,384e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1959,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1959,1556e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1960,162099e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1960,6875e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1960,105532e6,Constant,Table 6.8 DOD BA By Title
Procurement,1960,94563e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1960,41384e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1960,9991e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1960,205e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1960,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1960,187e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1961,161547e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1961,7615e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1961,104195e6,Constant,Table 6.8 DOD BA By Title
Procurement,1961,98767e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1961,43093e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1961,7766e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1961,201e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1961,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1961,427e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1962,174962e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1962,8864e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1962,110229e6,Constant,Table 6.8 DOD BA By Title
Procurement,1962,130387e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1962,45562e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1962,5731e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1962,321e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1962,2158e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1962,671e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1963,171507e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1963,9965e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1963,107983e6,Constant,Table 6.8 DOD BA By Title
Procurement,1963,134359e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1963,49266e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1963,8376e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1963,4196e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1963,6e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1963,-722e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1964,172142e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1964,11465e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1964,107284e6,Constant,Table 6.8 DOD BA By Title
Procurement,1964,119598e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1964,48733e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1964,6488e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1964,4517e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1964,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1964,-1208e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1965,173126e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1965,12844e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1965,10984e7,Constant,Table 6.8 DOD BA By Title
Procurement,1965,103148e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1965,44312e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1965,6883e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1965,4371e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1965,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1965,-1306e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1966,182668e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1966,14053e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1966,126186e6,Constant,Table 6.8 DOD BA By Title
Procurement,1966,138007e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1966,44639e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1966,15726e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1966,4468e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1966,8739e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1966,-146e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1967,204836e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1967,15581e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1967,150873e6,Constant,Table 6.8 DOD BA By Title
Procurement,1967,151335e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1967,45878e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1967,6652e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1967,3343e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1967,6184e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1967,-87e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1968,212513e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1968,17173e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1968,158148e6,Constant,Table 6.8 DOD BA By Title
Procurement,1968,148143e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1968,45161e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1968,8849e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1968,3874e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1968,3046e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1968,-926e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1969,213867e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1969,19062e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1969,160843e6,Constant,Table 6.8 DOD BA By Title
Procurement,1969,124411e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1969,45563e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1969,6442e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1969,3194e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1969,5496e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1969,-763e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1970,205425e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1970,20685e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1970,14632e7,Constant,Table 6.8 DOD BA By Title
Procurement,1970,105111e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1970,42066e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1970,5088e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1970,3546e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1970,25e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1970,-772e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1971,18906e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1971,22187e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1971,130927e6,Constant,Table 6.8 DOD BA By Title
Procurement,1971,87018e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1971,38133e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1971,6341e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1971,394e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1971,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1971,-628e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1972,169058e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1972,23933e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1972,12659e7,Constant,Table 6.8 DOD BA By Title
Procurement,1972,91442e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1972,38475e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1972,5721e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1972,4507e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1972,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1972,-538e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1973,156746e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1973,25684e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1973,123172e6,Constant,Table 6.8 DOD BA By Title
Procurement,1973,82564e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1973,38135e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1973,5418e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1973,4862e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1973,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1973,-511e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1974,14973e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1974,27161e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1974,121968e6,Constant,Table 6.8 DOD BA By Title
Procurement,1974,73094e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1974,35579e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1974,558e7,Constant,Table 6.8 DOD BA By Title
Family Housing,1974,5177e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1974,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1974,-699e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1975,144081e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1975,28889e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1975,122885e6,Constant,Table 6.8 DOD BA By Title
Procurement,1975,64203e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1975,33899e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1975,6269e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1975,4815e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1975,632e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1975,-696e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1976,138819e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1976,3049e7,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1976,122872e6,Constant,Table 6.8 DOD BA By Title
Procurement,1976,72894e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1976,33792e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1976,7146e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1976,4761e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1976,502e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1976,-545e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1977,135137e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1977,32371e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1977,127286e6,Constant,Table 6.8 DOD BA By Title
Procurement,1977,93689e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1977,35444e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1977,6566e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1977,4491e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1977,755e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1977,-591e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1978,132199e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1978,33551e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1978,126825e6,Constant,Table 6.8 DOD BA By Title
Procurement,1978,90377e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1978,35535e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1978,4583e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1978,4488e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1978,1358e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1978,-474e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1979,131209e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1979,34715e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1979,130686e6,Constant,Table 6.8 DOD BA By Title
Procurement,1979,86775e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1979,349e8,Constant,Table 6.8 DOD BA By Title
Military Construction,1979,5943e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1979,4617e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1979,2134e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1979,-1445e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1980,131532e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1980,36038e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1980,136173e6,Constant,Table 6.8 DOD BA By Title
Procurement,1980,88592e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1980,34824e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1980,5559e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1980,3902e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1980,3549e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1980,-1933e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1981,136317e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1981,37485e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1981,14669e7,Constant,Table 6.8 DOD BA By Title
Procurement,1981,111359e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1981,39351e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1981,7778e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1981,4695e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1981,6433e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1981,-156e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1982,138432e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1982,38087e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1982,156716e6,Constant,Table 6.8 DOD BA By Title
Procurement,1982,140829e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1982,45108e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1982,10798e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1982,4807e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1982,5569e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1982,-1595e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1983,140896e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1983,3881e7,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1983,162437e6,Constant,Table 6.8 DOD BA By Title
Procurement,1983,167769e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1983,49355e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1983,9666e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1983,5754e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1983,2308e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1983,-784e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1984,142401e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1984,38343e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1984,169957e6,Constant,Table 6.8 DOD BA By Title
Procurement,1984,174049e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1984,56079e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1984,9358e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1984,5524e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1984,5738e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1984,-1345e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1985,180985e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1985,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1985,181304e6,Constant,Table 6.8 DOD BA By Title
Procurement,1985,189817e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1985,6338e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1985,1103e7,Constant,Table 6.8 DOD BA By Title
Family Housing,1985,5801e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1985,10179e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1985,-894e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1986,176704e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1986,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1986,173794e6,Constant,Table 6.8 DOD BA By Title
Procurement,1986,175728e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1986,66265e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1986,10254e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1986,5482e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1986,10188e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1986,-1418e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1987,185574e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1987,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1987,177889e6,Constant,Table 6.8 DOD BA By Title
Procurement,1987,147439e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1987,68091e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1987,9555e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1987,582e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1987,4948e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1987,-1533e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1988,184401e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1988,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1988,176393e6,Constant,Table 6.8 DOD BA By Title
Procurement,1988,141597e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1988,6707e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1988,9626e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1988,5842e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1988,2292e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1988,-1522e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1989,182974e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1989,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1989,177882e6,Constant,Table 6.8 DOD BA By Title
Procurement,1989,135527e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1989,66181e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1989,9962e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1989,5766e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1989,1584e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1989,-1224e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1990,180969e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1990,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1990,17635e7,Constant,Table 6.8 DOD BA By Title
Procurement,1990,134492e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1990,61924e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1990,8664e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1990,5345e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1990,79e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1990,-1457e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1991,183029e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1991,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1991,2116e8,Constant,Table 6.8 DOD BA By Title
Procurement,1991,115434e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1991,59432e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1991,8529e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1991,5389e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1991,4393e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1991,-72128e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1992,1725e8,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1992,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1992,170308e6,Constant,Table 6.8 DOD BA By Title
Procurement,1992,99098e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1992,5861e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1992,8427e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1992,5975e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1992,7431e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1992,-9919e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1993,154511e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1993,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1993,170258e6,Constant,Table 6.8 DOD BA By Title
Procurement,1993,81498e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1993,59855e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1993,7168e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1993,6169e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1993,7147e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1993,-2319e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1994,141622e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1994,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1994,164428e6,Constant,Table 6.8 DOD BA By Title
Procurement,1994,6695e7,Constant,Table 6.8 DOD BA By Title
RDT&E,1994,53424e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1994,9259e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1994,5369e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1994,6397e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1994,-1381e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1995,138541e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1995,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1995,16929e7,Constant,Table 6.8 DOD BA By Title
Procurement,1995,65157e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1995,52278e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1995,8228e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1995,5134e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1995,8043e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1995,-2711e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1996,132195e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1996,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1996,164941e6,Constant,Table 6.8 DOD BA By Title
Procurement,1996,62693e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1996,51966e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1996,10271e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1996,6315e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1996,4701e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1996,-905e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1997,129258e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1997,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1997,159075e6,Constant,Table 6.8 DOD BA By Title
Procurement,1997,62537e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1997,5332e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1997,8437e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1997,6042e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1997,11018e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1997,-2051e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1998,122772e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1998,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1998,161645e6,Constant,Table 6.8 DOD BA By Title
Procurement,1998,64514e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1998,53667e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1998,7969e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1998,5541e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1998,3877e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1998,-3185e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1999,120533e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1999,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1999,169994e6,Constant,Table 6.8 DOD BA By Title
Procurement,1999,72552e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1999,54732e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1999,7749e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1999,5128e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1999,7584e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1999,-1164e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2000,120046e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2000,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2000,173696e6,Constant,Table 6.8 DOD BA By Title
Procurement,2000,76884e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2000,54299e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2000,7207e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2000,4991e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2000,10158e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2000,-2389e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2001,12099e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2001,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2001,190479e6,Constant,Table 6.8 DOD BA By Title
Procurement,2001,86274e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2001,57403e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2001,7517e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2001,5094e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2001,728e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2001,-1822e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2002,129291e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2002,NA,Constant,Table 6.8 DOD BA By Title
