source.table,fy,current.constant,usa.or.foreign,direct.indirect.hire,pay.type,amount
tbl_6-14,2015,current,us,direct.hire,wage.board,8941629000
tbl_6-14,2015,current,foreign,direct.hire,foreign.nationals.direct.hire,781568000
tbl_6-14,2015,current,foreign,indirect.hire,foreign.national.indirect.hire,867577000
tbl_6-14,2016,current,us,direct.hire,general.schedule,67862621000
tbl_6-14,2016,current,us,direct.hire,wage.board,10425278000
tbl_6-14,2016,current,foreign,direct.hire,foreign.nationals.direct.hire,577337000
tbl_6-14,2016,current,foreign,indirect.hire,foreign.national.indirect.hire,774286000
tbl_6-14,2017,current,us,direct.hire,general.schedule,68777651000
tbl_6-14,2017,current,us,direct.hire,wage.board,10773953000
tbl_6-14,2017,current,foreign,direct.hire,foreign.nationals.direct.hire,580010000
tbl_6-14,2017,current,foreign,indirect.hire,foreign.national.indirect.hire,708200000
tbl_6-14,2018,current,us,direct.hire,general.schedule,71047871000
tbl_6-14,2018,current,us,direct.hire,wage.board,11036899000
tbl_6-14,2018,current,foreign,direct.hire,foreign.nationals.direct.hire,601519000
tbl_6-14,2018,current,foreign,indirect.hire,foreign.national.indirect.hire,897096000
tbl_6-14,2019,current,us,direct.hire,general.schedule,75877403000
tbl_6-14,2019,current,us,direct.hire,wage.board,10999515000
tbl_6-14,2019,current,foreign,direct.hire,foreign.nationals.direct.hire,643164000
tbl_6-14,2019,current,foreign,indirect.hire,foreign.national.indirect.hire,1152485000
tbl_6-14,2020,current,us,direct.hire,general.schedule,79274322000
tbl_6-14,2020,current,us,direct.hire,wage.board,11029219000
tbl_6-14,2020,current,foreign,direct.hire,foreign.nationals.direct.hire,452659000
tbl_6-14,2020,current,foreign,indirect.hire,foreign.national.indirect.hire,698806000
tbl_6-14,2021,current,us,direct.hire,general.schedule,80781750000
tbl_6-14,2021,current,us,direct.hire,wage.board,10601165000
tbl_6-14,2021,current,foreign,direct.hire,foreign.nationals.direct.hire,622303000
tbl_6-14,2021,current,foreign,indirect.hire,foreign.national.indirect.hire,707424000
tbl_6-14,2022,current,us,direct.hire,general.schedule,84851868000
tbl_6-14,2022,current,us,direct.hire,wage.board,10880441000
tbl_6-14,2022,current,foreign,direct.hire,foreign.nationals.direct.hire,649233000
tbl_6-14,2022,current,foreign,indirect.hire,foreign.national.indirect.hire,731182000
tbl_6-14,2023,current,us,direct.hire,general.schedule,NA
tbl_6-14,2023,current,us,direct.hire,wage.board,NA
tbl_6-14,2023,current,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-14,2023,current,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-14,2024,current,us,direct.hire,general.schedule,NA
tbl_6-14,2024,current,us,direct.hire,wage.board,NA
tbl_6-14,2024,current,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-14,2024,current,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-14,2025,current,us,direct.hire,general.schedule,NA
tbl_6-14,2025,current,us,direct.hire,wage.board,NA
tbl_6-14,2025,current,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-14,2025,current,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-14,2026,current,us,direct.hire,general.schedule,NA
tbl_6-14,2026,current,us,direct.hire,wage.board,NA
tbl_6-14,2026,current,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-14,2026,current,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-14,2027,current,us,direct.hire,general.schedule,NA
tbl_6-14,2027,current,us,direct.hire,wage.board,NA
tbl_6-14,2027,current,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-14,2027,current,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-15,1970,constant,us,direct.hire,general.schedule,47260804000
tbl_6-15,1970,constant,us,direct.hire,wage.board,39139916000
tbl_6-15,1970,constant,foreign,direct.hire,foreign.nationals.direct.hire,4401893000
tbl_6-15,1970,constant,foreign,indirect.hire,foreign.national.indirect.hire,4724394000
tbl_6-15,1971,constant,us,direct.hire,general.schedule,46327964000
tbl_6-15,1971,constant,us,direct.hire,wage.board,35749466000
tbl_6-15,1971,constant,foreign,direct.hire,foreign.nationals.direct.hire,3627234000
tbl_6-15,1971,constant,foreign,indirect.hire,foreign.national.indirect.hire,4370324000
tbl_6-15,1972,constant,us,direct.hire,general.schedule,47433101000
tbl_6-15,1972,constant,us,direct.hire,wage.board,33236140000
tbl_6-15,1972,constant,foreign,direct.hire,foreign.nationals.direct.hire,3076768000
tbl_6-15,1972,constant,foreign,indirect.hire,foreign.national.indirect.hire,4230933000
tbl_6-15,1973,constant,us,direct.hire,general.schedule,46007615000
tbl_6-15,1973,constant,us,direct.hire,wage.board,32292456000
tbl_6-15,1973,constant,foreign,direct.hire,foreign.nationals.direct.hire,2212846000
tbl_6-15,1973,constant,foreign,indirect.hire,foreign.national.indirect.hire,4636676000
tbl_6-15,1974,constant,us,direct.hire,general.schedule,45558692000
tbl_6-15,1974,constant,us,direct.hire,wage.board,30001068000
tbl_6-15,1974,constant,foreign,direct.hire,foreign.nationals.direct.hire,1615643000
tbl_6-15,1974,constant,foreign,indirect.hire,foreign.national.indirect.hire,4268089000
tbl_6-15,1975,constant,us,direct.hire,general.schedule,46375098000
tbl_6-15,1975,constant,us,direct.hire,wage.board,29888985000
tbl_6-15,1975,constant,foreign,direct.hire,foreign.nationals.direct.hire,1568449000
tbl_6-15,1975,constant,foreign,indirect.hire,foreign.national.indirect.hire,3889204000
tbl_6-15,1976,constant,us,direct.hire,general.schedule,46845086000
tbl_6-15,1976,constant,us,direct.hire,wage.board,28746377000
tbl_6-15,1976,constant,foreign,direct.hire,foreign.nationals.direct.hire,1524178000
tbl_6-15,1976,constant,foreign,indirect.hire,foreign.national.indirect.hire,3788088000
tbl_6-15,1977,constant,us,direct.hire,general.schedule,47257773000
tbl_6-15,1977,constant,us,direct.hire,wage.board,27300334000
tbl_6-15,1977,constant,foreign,direct.hire,foreign.nationals.direct.hire,1357086000
tbl_6-15,1977,constant,foreign,indirect.hire,foreign.national.indirect.hire,3596012000
tbl_6-15,1978,constant,us,direct.hire,general.schedule,47114344000
tbl_6-15,1978,constant,us,direct.hire,wage.board,26287435000
tbl_6-15,1978,constant,foreign,direct.hire,foreign.nationals.direct.hire,1292786000
tbl_6-15,1978,constant,foreign,indirect.hire,foreign.national.indirect.hire,4390259000
tbl_6-15,1979,constant,us,direct.hire,general.schedule,49523531000
tbl_6-15,1979,constant,us,direct.hire,wage.board,26053489000
tbl_6-15,1979,constant,foreign,direct.hire,foreign.nationals.direct.hire,1243276000
tbl_6-15,1979,constant,foreign,indirect.hire,foreign.national.indirect.hire,4354695000
tbl_6-15,1980,constant,us,direct.hire,general.schedule,50221811000
tbl_6-15,1980,constant,us,direct.hire,wage.board,26638376000
tbl_6-15,1980,constant,foreign,direct.hire,foreign.nationals.direct.hire,1209021000
tbl_6-15,1980,constant,foreign,indirect.hire,foreign.national.indirect.hire,4468065000
tbl_6-15,1981,constant,us,direct.hire,general.schedule,48968464000
tbl_6-15,1981,constant,us,direct.hire,wage.board,26393869000
tbl_6-15,1981,constant,foreign,direct.hire,foreign.nationals.direct.hire,1178329000
tbl_6-15,1981,constant,foreign,indirect.hire,foreign.national.indirect.hire,4514496000
tbl_6-15,1982,constant,us,direct.hire,general.schedule,52729853000
tbl_6-15,1982,constant,us,direct.hire,wage.board,27811642000
tbl_6-15,1982,constant,foreign,direct.hire,foreign.nationals.direct.hire,1176781000
tbl_6-15,1982,constant,foreign,indirect.hire,foreign.national.indirect.hire,4877337000
tbl_6-15,1983,constant,us,direct.hire,general.schedule,53190898000
tbl_6-15,1983,constant,us,direct.hire,wage.board,28187274000
tbl_6-15,1983,constant,foreign,direct.hire,foreign.nationals.direct.hire,1182827000
tbl_6-15,1983,constant,foreign,indirect.hire,foreign.national.indirect.hire,4917551000
tbl_6-15,1984,constant,us,direct.hire,general.schedule,54269593000
tbl_6-15,1984,constant,us,direct.hire,wage.board,28670307000
tbl_6-15,1984,constant,foreign,direct.hire,foreign.nationals.direct.hire,1222551000
tbl_6-15,1984,constant,foreign,indirect.hire,foreign.national.indirect.hire,5014545000
tbl_6-15,1985,constant,us,direct.hire,general.schedule,56521345000
tbl_6-15,1985,constant,us,direct.hire,wage.board,29076460000
tbl_6-15,1985,constant,foreign,direct.hire,foreign.nationals.direct.hire,1249274000
tbl_6-15,1985,constant,foreign,indirect.hire,foreign.national.indirect.hire,5111064000
tbl_6-15,1986,constant,us,direct.hire,general.schedule,57580608000
tbl_6-15,1986,constant,us,direct.hire,wage.board,28383660000
tbl_6-15,1986,constant,foreign,direct.hire,foreign.nationals.direct.hire,1259594000
tbl_6-15,1986,constant,foreign,indirect.hire,foreign.national.indirect.hire,4950090000
tbl_6-15,1987,constant,us,direct.hire,general.schedule,58732778000
tbl_6-15,1987,constant,us,direct.hire,wage.board,27022759000
tbl_6-15,1987,constant,foreign,direct.hire,foreign.nationals.direct.hire,1295917000
tbl_6-15,1987,constant,foreign,indirect.hire,foreign.national.indirect.hire,4943855000
tbl_6-15,1988,constant,us,direct.hire,general.schedule,59663475000
tbl_6-15,1988,constant,us,direct.hire,wage.board,25190365000
tbl_6-15,1988,constant,foreign,direct.hire,foreign.nationals.direct.hire,1268365000
tbl_6-15,1988,constant,foreign,indirect.hire,foreign.national.indirect.hire,4838994000
tbl_6-15,1989,constant,us,direct.hire,general.schedule,59572399000
tbl_6-15,1989,constant,us,direct.hire,wage.board,24191315000
tbl_6-15,1989,constant,foreign,direct.hire,foreign.nationals.direct.hire,1247314000
tbl_6-15,1989,constant,foreign,indirect.hire,foreign.national.indirect.hire,4786721000
tbl_6-15,1990,constant,us,direct.hire,general.schedule,61150580000
tbl_6-15,1990,constant,us,direct.hire,wage.board,23598212000
tbl_6-15,1990,constant,foreign,direct.hire,foreign.nationals.direct.hire,1421399000
tbl_6-15,1990,constant,foreign,indirect.hire,foreign.national.indirect.hire,4417072000
tbl_6-15,1991,constant,us,direct.hire,general.schedule,61707894000
tbl_6-15,1991,constant,us,direct.hire,wage.board,22905142000
tbl_6-15,1991,constant,foreign,direct.hire,foreign.nationals.direct.hire,1335415000
tbl_6-15,1991,constant,foreign,indirect.hire,foreign.national.indirect.hire,4095720000
tbl_6-15,1992,constant,us,direct.hire,general.schedule,61293741000
tbl_6-15,1992,constant,us,direct.hire,wage.board,21177976000
tbl_6-15,1992,constant,foreign,direct.hire,foreign.nationals.direct.hire,1307844000
tbl_6-15,1992,constant,foreign,indirect.hire,foreign.national.indirect.hire,4003003000
tbl_6-15,1993,constant,us,direct.hire,general.schedule,62345948000
tbl_6-15,1993,constant,us,direct.hire,wage.board,21960830000
tbl_6-15,1993,constant,foreign,direct.hire,foreign.nationals.direct.hire,1283876000
tbl_6-15,1993,constant,foreign,indirect.hire,foreign.national.indirect.hire,3792596000
tbl_6-15,1994,constant,us,direct.hire,general.schedule,62286817000
tbl_6-15,1994,constant,us,direct.hire,wage.board,19730112000
tbl_6-15,1994,constant,foreign,direct.hire,foreign.nationals.direct.hire,1015949000
tbl_6-15,1994,constant,foreign,indirect.hire,foreign.national.indirect.hire,2980319000
tbl_6-15,1995,constant,us,direct.hire,general.schedule,60861709000
tbl_6-15,1995,constant,us,direct.hire,wage.board,19142100000
tbl_6-15,1995,constant,foreign,direct.hire,foreign.nationals.direct.hire,953894000
tbl_6-15,1995,constant,foreign,indirect.hire,foreign.national.indirect.hire,2942220000
tbl_6-15,1996,constant,us,direct.hire,general.schedule,59954525000
tbl_6-15,1996,constant,us,direct.hire,wage.board,17332077000
tbl_6-15,1996,constant,foreign,direct.hire,foreign.nationals.direct.hire,1166272000
tbl_6-15,1996,constant,foreign,indirect.hire,foreign.national.indirect.hire,2488551000
tbl_6-15,1997,constant,us,direct.hire,general.schedule,58494295000
tbl_6-15,1997,constant,us,direct.hire,wage.board,16040305000
tbl_6-15,1997,constant,foreign,direct.hire,foreign.nationals.direct.hire,967478000
tbl_6-15,1997,constant,foreign,indirect.hire,foreign.national.indirect.hire,2550350000
tbl_6-15,1998,constant,us,direct.hire,general.schedule,54864613000
tbl_6-15,1998,constant,us,direct.hire,wage.board,15355621000
tbl_6-15,1998,constant,foreign,direct.hire,foreign.nationals.direct.hire,864612000
tbl_6-15,1998,constant,foreign,indirect.hire,foreign.national.indirect.hire,2203029000
tbl_6-15,1999,constant,us,direct.hire,general.schedule,53717217000
tbl_6-15,1999,constant,us,direct.hire,wage.board,14648617000
tbl_6-15,1999,constant,foreign,direct.hire,foreign.nationals.direct.hire,753316000
tbl_6-15,1999,constant,foreign,indirect.hire,foreign.national.indirect.hire,1572890000
tbl_6-15,2000,constant,us,direct.hire,general.schedule,53319795000
tbl_6-15,2000,constant,us,direct.hire,wage.board,12845328000
tbl_6-15,2000,constant,foreign,direct.hire,foreign.nationals.direct.hire,719995000
tbl_6-15,2000,constant,foreign,indirect.hire,foreign.national.indirect.hire,1723824000
tbl_6-15,2001,constant,us,direct.hire,general.schedule,53588476000
tbl_6-15,2001,constant,us,direct.hire,wage.board,12377014000
tbl_6-15,2001,constant,foreign,direct.hire,foreign.nationals.direct.hire,702810000
tbl_6-15,2001,constant,foreign,indirect.hire,foreign.national.indirect.hire,1558263000
tbl_6-15,2002,constant,us,direct.hire,general.schedule,55073611000
tbl_6-15,2002,constant,us,direct.hire,wage.board,12160975000
tbl_6-15,2002,constant,foreign,direct.hire,foreign.nationals.direct.hire,704431000
tbl_6-15,2002,constant,foreign,indirect.hire,foreign.national.indirect.hire,1242981000
tbl_6-15,2003,constant,us,direct.hire,general.schedule,55211811000
tbl_6-15,2003,constant,us,direct.hire,wage.board,11674467000
tbl_6-15,2003,constant,foreign,direct.hire,foreign.nationals.direct.hire,499551000
tbl_6-15,2003,constant,foreign,indirect.hire,foreign.national.indirect.hire,1219617000
tbl_6-15,2004,constant,us,direct.hire,general.schedule,56044848000
tbl_6-15,2004,constant,us,direct.hire,wage.board,12102873000
tbl_6-15,2004,constant,foreign,direct.hire,foreign.nationals.direct.hire,527485000
tbl_6-15,2004,constant,foreign,indirect.hire,foreign.national.indirect.hire,1347026000
tbl_6-15,2005,constant,us,direct.hire,general.schedule,57922599000
tbl_6-15,2005,constant,us,direct.hire,wage.board,12108302000
tbl_6-15,2005,constant,foreign,direct.hire,foreign.nationals.direct.hire,495839000
tbl_6-15,2005,constant,foreign,indirect.hire,foreign.national.indirect.hire,1471633000
tbl_6-15,2006,constant,us,direct.hire,general.schedule,61002008000
tbl_6-15,2006,constant,us,direct.hire,wage.board,11519559000
