source.table,budget.type,deflator.type,public.law.title,FY,amount
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1977,465766000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1977,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1978,27246000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1978,9180000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1978,34734000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1978,29529000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1978,11371000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1978,1641000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1978,1346000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1978,423000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1978,-148000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1978,115322000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1978,35464000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1978,135547000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1978,95547000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1978,37611000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1978,4835000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1978,4770000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1978,1435000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1978,-501000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1978,458562000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1978,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1979,28703000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1979,10283000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1979,38038000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1979,31428000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1979,12437000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1979,2319000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1979,1563000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1979,726000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1979,-492000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1979,125004000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1979,36695000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1979,139794000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1979,91709000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1979,36826000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1979,6271000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1979,4883000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1979,2255000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1979,-1528000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1979,459695000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1979,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1980,31014000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1980,11965000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1980,46372000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1980,35283000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1980,13561000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1980,2293000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1980,1526000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1980,1336000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1980,-727000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1980,142621000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1980,38093000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1980,145622000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1980,93642000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1980,36767000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1980,5880000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1980,4121000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1980,3752000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1980,-2043000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1980,468954000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1980,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1981,36909000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1981,13840000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1981,55551000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1981,48025000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1981,16609000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1981,3398000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1981,2004000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1981,2677000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1981,-649000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1981,178365000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1981,39623000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1981,156714000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1981,117729000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1981,41599000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1981,8225000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1981,4960000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1981,6800000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1981,-1649000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1981,522224000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1981,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1982,42875000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1982,14986000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1982,62469000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1982,64462000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1982,20060000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1982,4916000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1982,2203000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1982,2494000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1982,-714000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1982,213751000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1982,40259000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1982,167457000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1982,148927000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1982,47732000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1982,11420000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1982,5078000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1982,5887000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1982,-1686000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1982,575617000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1982,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1983,45688000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1983,16155000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1983,66544000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1983,80355000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1983,22798000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1983,4512000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1983,2712000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1983,1075000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1983,-365000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1983,239474000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1983,41024000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1983,173514000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1983,177381000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1983,52233000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1983,10234000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1983,6082000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1983,2440000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1983,-828000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1983,615277000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1983,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1984,48363000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1984,16503000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1984,70953000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1984,86161000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1984,26867000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1984,4510000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1984,2669000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1984,2774000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1984,-650000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1984,258150000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1984,40530000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1984,181500000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1984,183998000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1984,59343000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1984,9909000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1984,5840000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1984,6065000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1984,-1422000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1984,640592000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1984,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1985,67773000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1985,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1985,77812000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1985,96842000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1985,31327000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1985,5517000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1985,2890000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1985,5088000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1985,-447000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1985,286802000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1985,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1985,193555000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1985,200646000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1985,67076000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1985,11669000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1985,6132000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1985,10760000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1985,-945000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1985,685828000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1985,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1986,67794000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1986,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1986,74890000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1986,92506000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1986,33609000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1986,5281000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1986,2803000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1986,5235000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1986,-729000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1986,281390000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1986,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1986,185614000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1986,185729000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1986,70130000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1986,10849000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1986,5796000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1986,10769000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1986,-1499000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1986,659834000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1986,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1987,74010000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1987,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1987,79610000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1987,80234000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1987,35644000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1987,5093000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1987,3075000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1987,2612000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1987,-809000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1987,279469000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1987,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1987,189946000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1987,155832000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1987,72024000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1987,10110000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1987,6153000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1987,5231000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1987,-1621000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1987,639565000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1987,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1988,76584000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1988,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1988,81629000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1988,80053000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1988,36521000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1988,5349000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1988,3199000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1988,1246000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1988,-827000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1988,283755000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1988,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1988,188341000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1988,149661000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1988,70880000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1988,10182000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1988,6176000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1988,2423000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1988,-1608000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1988,626638000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1988,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1989,78477000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1989,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1989,86221000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1989,79390000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1989,37530000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1989,5738000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1989,3276000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1989,897000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1989,-693000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1989,290837000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1989,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1989,189881000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1989,143264000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1989,69940000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1989,10542000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1989,6095000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1989,1674000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1989,-1293000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1989,619136000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1989,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1990,78876000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1990,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1990,88409000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1990,81376000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1990,36459000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1990,5130000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1990,3143000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1990,466000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1990,-859000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1990,292999000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1990,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1990,188274000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1990,142184000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1990,65477000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1990,9177000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1990,5651000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1990,835000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1990,-1540000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1990,606881000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1990,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1991,84213000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1991,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1991,117234000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1991,71740000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1991,36193000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1991,5188000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1991,3296000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1991,2701000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1991,-44358000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1991,276208000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1991,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1991,225533000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1991,122022000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1991,62894000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1991,9036000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1991,5699000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1991,4643000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1991,-76242000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1991,552469000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1991,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1992,81221000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1992,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1992,93791000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1992,62952000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1992,36623000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1992,5254000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1992,3738000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1992,4587000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1992,-6283000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1992,281883000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1992,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1992,181852000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1992,104753000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1992,62042000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1992,8928000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1992,6319000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1992,7884000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1992,-10485000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1992,548829000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1992,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1993,75974000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1993,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1993,89172000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1993,52789000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1993,37974000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1993,4554000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1993,3941000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1993,4503000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1993,-1504000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1993,267402000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1993,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1993,182274000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1993,86146000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1993,63431000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1993,7597000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1993,6525000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1993,7583000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1993,-2451000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1993,519068000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1993,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1994,71365000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1994,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1994,88640000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1994,44141000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1994,34567000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1994,6009000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1994,3501000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1994,4054000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1994,-914000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1994,251364000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1994,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1994,176046000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1994,70770000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1994,56615000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1994,9810000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1994,5677000000
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1994,6801000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1994,-1460000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1994,478213000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1994,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1995,71557000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1995,0
tbl.6.08.BA.by.Public.Law,BA,current,OM,1995,93751000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1995,43647000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1995,34522000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1995,5426000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1995,3393000000
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1995,5260000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1995,-1828000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1995,255727000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1995,0
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1995,181128000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1995,68882000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1995,55399000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1995,8718000000
