source.table,budget.type,deflator.type,public.law.title,FY,amount
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2012,2017000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2012,3482000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2012,51000000
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2012,652288000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2012,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2012,338610000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2012,141589000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2012,85643000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2012,15069000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2012,2363000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2012,4089000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2012,59000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2012,773372000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2012,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2013,146239000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2013,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2013,256499000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2013,103584000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2013,64328000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2013,10345000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2013,1933000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2013,2465000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2013,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2013,585393000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2013,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2013,296021000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2013,120689000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2013,74586000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2013,12100000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2013,2226000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2013,2852000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2013,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2013,683498000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2013,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2014,143606000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2014,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2014,259563000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2014,100753000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2014,63458000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2014,9706000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2014,1513000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2014,2590000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2014,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2014,581188000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2014,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2014,296532000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2014,115754000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2014,72683000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2014,11196000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2014,1719000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2014,2954000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2014,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2014,670357000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2014,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2015,139028000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2015,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2015,248241000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2015,104028000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2015,64088000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2015,6441000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2015,1282000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2015,2267000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2015,29000000
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2015,565403000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2015,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2015,281073000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2015,117766000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2015,72518000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2015,7316000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2015,1437000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2015,2553000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2015,32000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2015,644998000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2015,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2016,138304000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2016,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2016,247832000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2016,119888000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2016,70633000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2016,7551000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2016,1514000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2016,2257000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2016,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2016,587978000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2016,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2016,279876000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2016,133459000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2016,78719000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2016,8426000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2016,1688000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2016,2508000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2016,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2016,663966000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2016,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2017,139028000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2017,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2017,258156000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2017,125983000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2017,74817000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2017,7593000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2017,1362000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2017,2348000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2017,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2017,609287000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2017,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2017,285522000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2017,137710000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2017,81809000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2017,8317000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2017,1490000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2017,2564000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2017,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2017,674519000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2017,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2018,144151000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2018,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2018,274353000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2018,148223000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2018,92159000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2018,10669000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2018,1488000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2018,1917000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2018,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2018,672960000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2018,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2018,296547000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2018,159164000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2018,98843000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2018,11489000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2018,1598000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2018,2049000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2018,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2018,728994000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2018,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2019,148962000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2019,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2019,283078000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2019,148554000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2019,96206000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2019,11592000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2019,1633000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2019,2937000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2019,39000000
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2019,693001000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2019,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2019,299179000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2019,156879000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2019,101501000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2019,12270000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2019,1724000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2019,3084000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2019,41000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2019,735520000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2019,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2020,154150000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2020,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2020,299389000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2020,144149000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2020,106138000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2020,16868000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2020,1461000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2020,3555000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2020,47000000
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2020,725757000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2020,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2020,310547000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2020,149657000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2020,110079000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2020,17532000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2020,1516000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2020,3682000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2020,49000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2020,755312000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2020,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2021,162270000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2021,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2021,285133000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2021,144078000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2021,107455000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2021,7413000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2021,1472000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2021,1494000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2021,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2021,709314000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2021,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2021,292084000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2021,146859000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2021,109523000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2021,7559000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2021,1502000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2021,1523000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2021,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2021,725486000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2021,0
tbl.6.01.TOA.by.Public.Law,TOA,current,military.personnel,2022,167285000000
tbl.6.01.TOA.by.Public.Law,TOA,current,retired.pay.Defense,2022,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OM,2022,290477000000
tbl.6.01.TOA.by.Public.Law,TOA,current,procurement,2022,133640000000
tbl.6.01.TOA.by.Public.Law,TOA,current,RDTE,2022,111964000000
tbl.6.01.TOA.by.Public.Law,TOA,current,MILCON,2022,8423000000
tbl.6.01.TOA.by.Public.Law,TOA,current,family.housing,2022,1424000000
tbl.6.01.TOA.by.Public.Law,TOA,current,revolving.and.management.funds,2022,1902000000
tbl.6.01.TOA.by.Public.Law,TOA,current,trust.receipts.and.other,2022,0
tbl.6.01.TOA.by.Public.Law,TOA,current,OCO.placeholder,2022,715115000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,military.personnel,2022,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,retired.pay.Defense,2022,290477000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OM,2022,133640000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,procurement,2022,111964000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,RDTE,2022,8423000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,MILCON,2022,1424000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,family.housing,2022,1902000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,revolving.and.management.funds,2022,0
tbl.6.01.TOA.by.Public.Law,TOA,constant,trust.receipts.and.other,2022,715115000000
tbl.6.01.TOA.by.Public.Law,TOA,constant,OCO.placeholder,2022,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1948,4301000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1948,175000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1948,3858000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1948,3695000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1948,461000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1948,253000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1948,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1948,0
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1948,-943000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1948,11800000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1948,3238000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1948,70789000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1948,41342000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1948,5481000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1948,2397000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1948,0
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1948,0
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1948,-8889000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1948,213889000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1948,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1949,4507000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1949,193000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1949,4191000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1949,1745000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1949,242000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1949,127000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1949,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1949,0
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1949,-572000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1949,10433000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1949,3552000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1949,72163000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1949,18768000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1949,2800000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1949,1200000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1949,0
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1949,0
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1949,-5082000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1949,200350000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1949,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1950,4891000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1950,180000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1950,4332000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1950,3728000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1950,610000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1950,388000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1950,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1950,168000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1950,-212000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1950,14086000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1950,3456000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1950,69379000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1950,38453000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1950,6551000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1950,3482000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1950,0
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1950,1538000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1950,-1936000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1950,226307000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1950,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1951,8709000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1951,342000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1951,12116000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1951,22257000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1951,1254000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1951,2471000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1951,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1951,574000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1951,-189000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1951,47534000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1951,4071000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1951,149957000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1951,208790000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1951,13271000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1951,21919000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1951,0
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1951,4782000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1951,-1578000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1951,570400000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1951,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1952,11152000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1952,345000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1952,12948000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1952,29367000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1952,1755000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1952,4037000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1952,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1952,775000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1952,-183000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1952,60196000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1952,4193000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1952,167600000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1952,290951000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1952,18051000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1952,35491000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1952,0
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1952,6692000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1952,-1581000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1952,747552000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1952,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1953,12130000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1953,357000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1953,10628000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1953,20766000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1953,2233000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1953,2336000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1953,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1953,360000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1953,-206000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1953,48603000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1953,4271000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1953,144806000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1953,201809000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1953,22501000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1953,20419000000
tbl.6.08.BA.by.Public.Law,BA,constant,MILCON,1953,0
tbl.6.08.BA.by.Public.Law,BA,constant,family.housing,1953,3067000000
tbl.6.08.BA.by.Public.Law,BA,constant,revolving.and.management.funds,1953,-1755000000
tbl.6.08.BA.by.Public.Law,BA,constant,trust.receipts.and.other,1953,625243000000
tbl.6.08.BA.by.Public.Law,BA,constant,OCO.placeholder,1953,0
tbl.6.08.BA.by.Public.Law,BA,current,military.personnel,1954,11559000000
tbl.6.08.BA.by.Public.Law,BA,current,retired.pay.Defense,1954,387000000
tbl.6.08.BA.by.Public.Law,BA,current,OM,1954,10295000000
tbl.6.08.BA.by.Public.Law,BA,current,procurement,1954,9648000000
tbl.6.08.BA.by.Public.Law,BA,current,RDTE,1954,2290000000
tbl.6.08.BA.by.Public.Law,BA,current,MILCON,1954,313000000
tbl.6.08.BA.by.Public.Law,BA,current,family.housing,1954,0
tbl.6.08.BA.by.Public.Law,BA,current,revolving.and.management.funds,1954,100000000
tbl.6.08.BA.by.Public.Law,BA,current,trust.receipts.and.other,1954,-273000000
tbl.6.08.BA.by.Public.Law,BA,current,OCO.placeholder,1954,34319000000
tbl.6.08.BA.by.Public.Law,BA,constant,military.personnel,1954,4960000000
tbl.6.08.BA.by.Public.Law,BA,constant,retired.pay.Defense,1954,136337000000
tbl.6.08.BA.by.Public.Law,BA,constant,OM,1954,94569000000
tbl.6.08.BA.by.Public.Law,BA,constant,procurement,1954,22404000000
tbl.6.08.BA.by.Public.Law,BA,constant,RDTE,1954,3117000000
