Military.Department,FY,Account,Public.Law.Title,Amount,account.categories,Source_Data
Army,2010,Haiti Earthquake,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2011,Base,RDT.E,9653000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,RDT.E,300000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2012,Base,RDT.E,8329000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,RDT.E,19000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Base,RDT.E,7879000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,RDT.E,29000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2014,Base,RDT.E,7052000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,RDT.E,31000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2014,Iron Dome,RDT.E,0,other,"FY22 Green Book, tbl 2.1"
Army,2009,Base,Military.Construction,10407000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2009,Recovery Act,Military.Construction,230000000,other,"FY22 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Military.Construction,-143000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Military.Construction,1326000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2010,Base,Military.Construction,8360000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Military.Construction,1167000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2011,Base,Military.Construction,5738000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Military.Construction,981000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2012,Base,Military.Construction,4107000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Military.Construction,-155000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Base,Military.Construction,2757000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Military.Construction,-121000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Military.Construction,24000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2014,Base,Military.Construction,1679000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2014,Iron Dome,Military.Construction,0,other,"FY22 Green Book, tbl 2.1"
Army,2009,Base,Family..Housing,1296000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2009,Recovery Act,Family..Housing,38000000,other,"FY22 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2010,Base,Family..Housing,684000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2011,Base,Family..Housing,609000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2012,Base,Family..Housing,670000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Base,Family..Housing,495000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2014,Base,Family..Housing,540000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2014,Iron Dome,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Army,2009,Base,Revolving.Funds...Other,102000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2009,Recovery Act,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Revolving.Funds...Other,443000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2010,Base,Revolving.Funds...Other,38000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Revolving.Funds...Other,12000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2011,Base,Revolving.Funds...Other,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2012,Base,Revolving.Funds...Other,101000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Revolving.Funds...Other,54000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Base,Revolving.Funds...Other,103000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2014,Base,Revolving.Funds...Other,220000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2014,Iron Dome,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Army,2015,Base,Military.Personnel,56169000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Military.Personnel,3302000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,Military.Personnel,55971000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Military.Personnel,1964000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,Military.Personnel,55311000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Military.Personnel,2349000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,Military.Personnel,56951000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Military.Personnel,2874000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,Military.Personnel,58165000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Military.Personnel,3161000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,Military.Personnel,59628000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Military.Personnel,3088000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,Military.Personnel,159000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2015,Base,O.M,41198000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,O.M,23328000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,O.M,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,O.M,41789000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,O.M,19454000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,O.M,42163000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,O.M,26171000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,O.M,50249000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,O.M,23884000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,O.M,88000000,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,O.M,53558000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,O.M,24158000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,O.M,114000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,O.M,54721000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,O.M,24773000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,O.M,1035000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2015,Base,Procurement,14331000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Procurement,1579000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,Procurement,16938000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Procurement,2520000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,Procurement,16508000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Procurement,5248000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,Procurement,25205000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Procurement,2942000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Procurement,884000000,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,Procurement,22424000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Procurement,4867000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,Procurement,21636000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Procurement,3393000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,Procurement,76000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2015,Base,RDT.E,6703000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,RDT.E,36000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,RDT.E,7653000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,RDT.E,2000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,RDT.E,8359000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,RDT.E,358000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,RDT.E,11299000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,RDT.E,235000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,RDT.E,21000000,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,RDT.E,10860000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,RDT.E,301000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,RDT.E,12467000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,RDT.E,150000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,RDT.E,65000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2015,Base,Military.Construction,971000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Military.Construction,37000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,Military.Construction,1105000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,Military.Construction,953000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Military.Construction,80000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,Military.Construction,1590000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Military.Construction,146000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Military.Construction,519000000,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,Military.Construction,1499000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Military.Construction,192000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Military.Construction,42000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,Military.Construction,1783000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Military.Construction,112000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,Military.Construction,69000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2015,Base,Family..Housing,430000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,Family..Housing,443000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,Family..Housing,483000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,Family..Housing,514000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,Family..Housing,707000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,Family..Housing,549000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2015,Base,Revolving.Funds...Other,239000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2016,Base,Revolving.Funds...Other,195000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2017,Base,Revolving.Funds...Other,245000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Base,Revolving.Funds...Other,233000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Army,2019,Base,Revolving.Funds...Other,264000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2020,Base,Revolving.Funds...Other,380000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Revolving.Funds...Other,109000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2020,Coronavirus and Hurricane Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Army,2021,Base,Military.Personnel,62044000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Military.Personnel,2977000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,Military.Personnel,64023000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,Military.Personnel,343000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,Military.Personnel,1792000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,Military.Personnel,26721000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Military.Personnel,153000000,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,Military.Personnel,29956000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,Military.Personnel,33083000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Military.Personnel,3082000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,Military.Personnel,35003000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Military.Personnel,1839000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Army,2021,Base,O.M,48657000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,O.M,19796000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,O.M,54913000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,O.M,8984000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,O.M,5418000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,O.M,27702000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,O.M,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,O.M,1320000000,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,O.M,32584000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,O.M,37000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,O.M,35228000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,O.M,7415000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,O.M,33366000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,O.M,5103000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,O.M,94000000,other,"FY22 Green Book, tbl 2.1"
Army,2021,Base,Procurement,22511000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Procurement,2246000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,Procurement,20726000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,Procurement,985000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,Procurement,654000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,Procurement,26285000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Procurement,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Procurement,15000000,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,Procurement,24127000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Procurement,242000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,Procurement,27191000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Procurement,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,Procurement,29371000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Procurement,617000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Procurement,0,other,"FY22 Green Book, tbl 2.1"
Army,2021,Base,RDT.E,13685000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,RDT.E,173000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,RDT.E,12690000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,RDT.E,68000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,RDT.E,42000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,RDT.E,9451000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,RDT.E,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,RDT.E,128000000,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,RDT.E,11402000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,RDT.E,-15000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,RDT.E,13668000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,RDT.E,-1000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,RDT.E,14888000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,RDT.E,34000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,RDT.E,0,other,"FY22 Green Book, tbl 2.1"
Army,2021,Base,Military.Construction,1464000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Military.Construction,16000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,Military.Construction,1101000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,Military.Construction,121000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,Military.Construction,1415000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Military.Construction,3000000,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,Military.Construction,1374000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Military.Construction,2000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,Military.Construction,1644000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Military.Construction,48000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,Military.Construction,1345000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Military.Construction,46000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Military.Construction,0,other,"FY22 Green Book, tbl 2.1"
Army,2021,Base,Family..Housing,496000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,Family..Housing,491000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,Family..Housing,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,Family..Housing,1292000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Family..Housing,20000000,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,Family..Housing,1228000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,Family..Housing,1194000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,Family..Housing,979000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Family..Housing,6000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Army,2021,Base,Revolving.Funds...Other,182000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Revolving.Funds...Other,20000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Base,Revolving.Funds...Other,378000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Army,2022,Direct War,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Army,2022,Enduring Cost,Revolving.Funds...Other,7000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Base,Revolving.Funds...Other,485000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
