Military.Department,FY,Account,Public.Law.Title,Amount,account.categories,Source_Data
Navy,2001,Other Supplemental,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Navy,2002,Base,Revolving.Funds...Other,722000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2003,Base,Revolving.Funds...Other,893000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Base,Revolving.Funds...Other,1067000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Revolving.Funds...Other,24000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,Military.Personnel,36741000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Military.Personnel,1907000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,Military.Personnel,37158000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Military.Personnel,2893000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Military.Personnel,138000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,Military.Personnel,37844000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Military.Personnel,2992000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,Military.Personnel,39702000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Military.Personnel,2962000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,Military.Personnel,41498000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Military.Personnel,130000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Military.Personnel,3221000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,Military.Personnel,44183000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Military.Personnel,2532000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,O.M,34784000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,O.M,4113000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,O.M,580000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,O.M,35043000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,O.M,8081000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,O.M,1006000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,O.M,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,O.M,36334000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,O.M,10310000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,O.M,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,O.M,39907000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,O.M,10813000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,O.M,42529000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,O.M,866000000,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,O.M,6323000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,O.M,2420000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,O.M,41674000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,O.M,13265000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,O.M,218000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,Procurement,28430000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Procurement,3759000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Procurement,7000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,Procurement,28635000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Procurement,5581000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Procurement,2621000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,Procurement,29677000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Procurement,10358000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Procurement,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,Procurement,39033000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Procurement,8320000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,Procurement,38719000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Procurement,0,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Procurement,529000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Procurement,2728000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,Procurement,43197000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Procurement,4733000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,RDT.E,16696000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,RDT.E,204000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,RDT.E,18834000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,RDT.E,125000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,RDT.E,14000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,RDT.E,19034000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,RDT.E,530000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,RDT.E,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,RDT.E,18101000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,RDT.E,337000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,RDT.E,19707000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,RDT.E,75000000,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,RDT.E,102000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,RDT.E,-80000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,RDT.E,19745000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,RDT.E,193000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,Military.Construction,1090000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Military.Construction,140000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Military.Construction,139000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,Military.Construction,1389000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Military.Construction,419000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,Military.Construction,1894000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Military.Construction,371000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Military.Construction,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,Military.Construction,2900000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Military.Construction,476000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,Military.Construction,4367000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Military.Construction,280000000,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Military.Construction,236000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,Military.Construction,4324000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,Family..Housing,703000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Family..Housing,9000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,Family..Housing,688000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Family..Housing,135000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,Family..Housing,637000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,Family..Housing,665000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Family..Housing,12000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,Family..Housing,756000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,Family..Housing,515000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2005,Base,Revolving.Funds...Other,1498000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Revolving.Funds...Other,32000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Base,Revolving.Funds...Other,1198000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Revolving.Funds...Other,10000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2007,Base,Revolving.Funds...Other,1151000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Revolving.Funds...Other,5000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Navy,2008,Base,Revolving.Funds...Other,1386000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2008,Global War on Terror,Revolving.Funds...Other,256000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Base,Revolving.Funds...Other,1668000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2009,Recovery Act,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Navy,2009,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2009,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Base,Revolving.Funds...Other,1668000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2010,Overseas Contingency Ops,Revolving.Funds...Other,204000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2010,Haiti Earthquake,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,Military.Personnel,45198000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Military.Personnel,2162000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,Military.Personnel,45740000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Military.Personnel,1974000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,Military.Personnel,43885000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,Military.Personnel,2298000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,Military.Personnel,44600000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,Military.Personnel,1393000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,Military.Personnel,45101000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,Military.Personnel,717000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,Military.Personnel,45399000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,Military.Personnel,438000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,Military.Personnel,45744000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,Military.Personnel,488000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,O.M,45165000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,O.M,13377000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,O.M,47064000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,O.M,11167000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,O.M,49152000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,O.M,8472000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,O.M,40000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,O.M,43613000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,O.M,12262000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,O.M,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,O.M,45248000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,O.M,8991000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,O.M,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,O.M,46315000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,O.M,8638000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,O.M,43520000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,O.M,11868000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,Procurement,42155000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Procurement,4630000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,Procurement,43728000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Procurement,2309000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,Procurement,39036000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,Procurement,1097000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,Procurement,41490000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,Procurement,732000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,Procurement,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,Procurement,41152000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,Procurement,654000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,Procurement,47230000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,Procurement,405000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,Procurement,48293000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,Procurement,1632000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,RDT.E,17643000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,RDT.E,289000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,RDT.E,17604000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,RDT.E,54000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,RDT.E,15126000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,RDT.E,48000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,RDT.E,14994000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,RDT.E,34000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,RDT.E,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,RDT.E,15827000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,RDT.E,37000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,RDT.E,17898000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,RDT.E,36000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,RDT.E,17175000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,RDT.E,327000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,Military.Construction,3791000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,Military.Construction,2243000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Military.Construction,190000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,Military.Construction,1572000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,Military.Construction,143000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,Military.Construction,1791000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,Military.Construction,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,Military.Construction,1249000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,Military.Construction,1924000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,Military.Construction,1531000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,Military.Construction,131000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,Family..Housing,552000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,Family..Housing,469000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,Family..Housing,424000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,Family..Housing,453000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,Family..Housing,370000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,Family..Housing,362000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,Family..Housing,395000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2011,Base,Revolving.Funds...Other,1475000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2011,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2012,Base,Revolving.Funds...Other,1070000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2012,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Base,Revolving.Funds...Other,697000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2013,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2013,Hurricane Sandy,Revolving.Funds...Other,24000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2014,Base,Revolving.Funds...Other,573000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2014,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2014,Iron Dome,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Navy,2015,Base,Revolving.Funds...Other,485000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2015,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2015,Ebola Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2016,Base,Revolving.Funds...Other,474000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2016,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2017,Base,Revolving.Funds...Other,511000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2017,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,Military.Personnel,47204000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,Military.Personnel,493000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,Military.Personnel,49145000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,Military.Personnel,508000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
