source.table,budget.type,deflator.type,FY,major.force.program,amount
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,guard.and.reserve.forces,35657000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,guard.and.reserve.forces,38862000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,guard.and.reserve.forces,40952000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,guard.and.reserve.forces,40125000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,guard.and.reserve.forces,34746000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,guard.and.reserve.forces,43491000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,guard.and.reserve.forces,44179000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,guard.and.reserve.forces,42155000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,guard.and.reserve.forces,43268000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,guard.and.reserve.forces,40931000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,guard.and.reserve.forces,40601000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,guard.and.reserve.forces,42340000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,guard.and.reserve.forces,44709000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,guard.and.reserve.forces,43423000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,guard.and.reserve.forces,46692000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,guard.and.reserve.forces,47459000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,guard.and.reserve.forces,48898000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,guard.and.reserve.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,guard.and.reserve.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,guard.and.reserve.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,guard.and.reserve.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,guard.and.reserve.forces,21888000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,guard.and.reserve.forces,21306000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,guard.and.reserve.forces,22501000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,guard.and.reserve.forces,22253000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,guard.and.reserve.forces,23775000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,guard.and.reserve.forces,25340000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,guard.and.reserve.forces,22759000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,guard.and.reserve.forces,21521000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,guard.and.reserve.forces,23502000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,guard.and.reserve.forces,23240000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,guard.and.reserve.forces,24700000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,guard.and.reserve.forces,26167000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,guard.and.reserve.forces,26383000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,guard.and.reserve.forces,27144000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,guard.and.reserve.forces,27243000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1977,guard.and.reserve.forces,28064000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1978,guard.and.reserve.forces,30206000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1979,guard.and.reserve.forces,28641000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1980,guard.and.reserve.forces,28619000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1981,guard.and.reserve.forces,31255000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1982,guard.and.reserve.forces,30078000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1983,guard.and.reserve.forces,31555000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1984,guard.and.reserve.forces,30936000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1985,guard.and.reserve.forces,36696000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1986,guard.and.reserve.forces,38434000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1987,guard.and.reserve.forces,38202000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1988,guard.and.reserve.forces,39016000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1989,guard.and.reserve.forces,38259000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1990,guard.and.reserve.forces,38459000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1991,guard.and.reserve.forces,37939000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1992,guard.and.reserve.forces,41496000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1993,guard.and.reserve.forces,40581000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1994,guard.and.reserve.forces,39550000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1995,guard.and.reserve.forces,39083000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1996,guard.and.reserve.forces,39535000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1997,guard.and.reserve.forces,38302000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1998,guard.and.reserve.forces,37788000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1999,guard.and.reserve.forces,39327000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2000,guard.and.reserve.forces,39175000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2001,guard.and.reserve.forces,41122000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2002,guard.and.reserve.forces,41143000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2003,guard.and.reserve.forces,45157000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2004,guard.and.reserve.forces,43753000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2005,guard.and.reserve.forces,42734000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2006,guard.and.reserve.forces,47984000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2007,guard.and.reserve.forces,51549000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2008,guard.and.reserve.forces,52251000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2009,guard.and.reserve.forces,51008000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2010,guard.and.reserve.forces,42748000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2011,guard.and.reserve.forces,52507000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2012,guard.and.reserve.forces,52332000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2013,guard.and.reserve.forces,49024000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2014,guard.and.reserve.forces,49660000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2015,guard.and.reserve.forces,46348000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2016,guard.and.reserve.forces,45823000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2017,guard.and.reserve.forces,46202000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2018,guard.and.reserve.forces,48713000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2019,guard.and.reserve.forces,46149000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2020,guard.and.reserve.forces,48703000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2021,guard.and.reserve.forces,48655000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2022,guard.and.reserve.forces,48898000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2023,guard.and.reserve.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2024,guard.and.reserve.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2025,guard.and.reserve.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2026,guard.and.reserve.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1962,research.and.development,4066000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1963,research.and.development,4798000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1964,research.and.development,4834000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1965,research.and.development,4647000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1966,research.and.development,4734000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1967,research.and.development,4627000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1968,research.and.development,4269000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1969,research.and.development,4526000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1970,research.and.development,4711000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1971,research.and.development,4861000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1972,research.and.development,5756000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1973,research.and.development,6459000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1974,research.and.development,6861000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1975,research.and.development,7698000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1976,research.and.development,8655000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1977,research.and.development,9858000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1978,research.and.development,10137000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1979,research.and.development,10862000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1980,research.and.development,11794000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1981,research.and.development,14169000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1982,research.and.development,16897000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1983,research.and.development,18718000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1984,research.and.development,21424000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,research.and.development,23858000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,research.and.development,25737000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,research.and.development,27228000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,research.and.development,28772000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,research.and.development,28979000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,research.and.development,27582000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,research.and.development,27103000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,research.and.development,28264000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,research.and.development,27911000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,research.and.development,24198000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,research.and.development,25655000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,research.and.development,25779000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,research.and.development,26071000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,research.and.development,26639000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,research.and.development,27101000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,research.and.development,27819000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,research.and.development,30988000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,research.and.development,35772000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,research.and.development,40236000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,research.and.development,45595000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,research.and.development,50017000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,research.and.development,52580000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,research.and.development,55033000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,research.and.development,54091000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,research.and.development,54916000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,research.and.development,53088000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,research.and.development,49232000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,research.and.development,48569000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,research.and.development,43841000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,research.and.development,44560000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,research.and.development,44708000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,research.and.development,50016000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,research.and.development,52736000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,research.and.development,61299000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,research.and.development,63051000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,research.and.development,70832000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,research.and.development,69038000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,research.and.development,70737000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,research.and.development,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,research.and.development,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,research.and.development,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,research.and.development,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,research.and.development,34633000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,research.and.development,39963000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,research.and.development,39625000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,research.and.development,37384000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,research.and.development,36101000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,research.and.development,34330000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,research.and.development,30767000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,research.and.development,31491000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,research.and.development,31173000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,research.and.development,30345000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,research.and.development,33711000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,research.and.development,35220000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,research.and.development,34092000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,research.and.development,34923000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,research.and.development,34765000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1977,research.and.development,37680000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1978,research.and.development,35785000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1979,research.and.development,34399000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1980,research.and.development,33992000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1981,research.and.development,37340000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1982,research.and.development,41959000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1983,research.and.development,44767000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1984,research.and.development,49265000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1985,research.and.development,53351000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1986,research.and.development,56072000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1987,research.and.development,57474000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1988,research.and.development,58259000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1989,research.and.development,56406000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1990,research.and.development,51865000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1991,research.and.development,49148000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1992,research.and.development,49989000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1993,research.and.development,49464000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1994,research.and.development,42162000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1995,research.and.development,43702000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1996,research.and.development,42986000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1997,research.and.development,42757000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1998,research.and.development,42945000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1999,research.and.development,43100000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2000,research.and.development,42338000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2001,research.and.development,46222000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2002,research.and.development,52613000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2003,research.and.development,58145000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2004,research.and.development,64727000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2005,research.and.development,69095000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2006,research.and.development,70524000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2007,research.and.development,71533000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2008,research.and.development,68872000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2009,research.and.development,68280000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2010,research.and.development,64952000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2011,research.and.development,59196000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2012,research.and.development,57513000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2013,research.and.development,51261000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2014,research.and.development,51506000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2015,research.and.development,51139000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2016,research.and.development,56426000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2017,research.and.development,58202000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2018,research.and.development,66000000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2019,research.and.development,66769000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2020,research.and.development,73580000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2021,research.and.development,70423000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2022,research.and.development,70737000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2023,research.and.development,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2024,research.and.development,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2025,research.and.development,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2026,research.and.development,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1962,central.supply.and.maintenance,4448000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1963,central.supply.and.maintenance,4531000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1964,central.supply.and.maintenance,4638000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1965,central.supply.and.maintenance,4909000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1966,central.supply.and.maintenance,6515000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1967,central.supply.and.maintenance,7880000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1968,central.supply.and.maintenance,8378000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1969,central.supply.and.maintenance,9288000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1970,central.supply.and.maintenance,9027000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1971,central.supply.and.maintenance,8402000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1972,central.supply.and.maintenance,8658000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1973,central.supply.and.maintenance,8647000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1974,central.supply.and.maintenance,8582000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1975,central.supply.and.maintenance,9074000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1976,central.supply.and.maintenance,9699000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1977,central.supply.and.maintenance,11071000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1978,central.supply.and.maintenance,11962000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1979,central.supply.and.maintenance,12808000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1980,central.supply.and.maintenance,15305000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1981,central.supply.and.maintenance,17584000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1982,central.supply.and.maintenance,18797000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1983,central.supply.and.maintenance,20767000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1984,central.supply.and.maintenance,22952000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,central.supply.and.maintenance,24096000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,central.supply.and.maintenance,22903000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,central.supply.and.maintenance,22767000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,central.supply.and.maintenance,24899000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,central.supply.and.maintenance,26389000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,central.supply.and.maintenance,28140000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,central.supply.and.maintenance,31746000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,central.supply.and.maintenance,24317000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,central.supply.and.maintenance,20479000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,central.supply.and.maintenance,17864000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,central.supply.and.maintenance,17293000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,central.supply.and.maintenance,16736000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,central.supply.and.maintenance,16387000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,central.supply.and.maintenance,16211000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,central.supply.and.maintenance,17114000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,central.supply.and.maintenance,20030000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,central.supply.and.maintenance,19332000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,central.supply.and.maintenance,20827000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,central.supply.and.maintenance,26273000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,central.supply.and.maintenance,26931000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,central.supply.and.maintenance,26133000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,central.supply.and.maintenance,28692000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,central.supply.and.maintenance,25717000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,central.supply.and.maintenance,30347000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,central.supply.and.maintenance,27780000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,central.supply.and.maintenance,31158000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,central.supply.and.maintenance,30832000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,central.supply.and.maintenance,32181000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,central.supply.and.maintenance,28487000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,central.supply.and.maintenance,27728000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,central.supply.and.maintenance,24960000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,central.supply.and.maintenance,24881000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,central.supply.and.maintenance,24901000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,central.supply.and.maintenance,24294000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,central.supply.and.maintenance,26762000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,central.supply.and.maintenance,27676000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,central.supply.and.maintenance,25560000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,central.supply.and.maintenance,25851000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,central.supply.and.maintenance,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,central.supply.and.maintenance,0
