source.table,budget.type,deflator.type,FY,major.force.program,amount
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,C3.intel.and.space,24808000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,C3.intel.and.space,26211000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,C3.intel.and.space,28129000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,C3.intel.and.space,28520000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,C3.intel.and.space,29590000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,C3.intel.and.space,30254000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,C3.intel.and.space,30320000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,C3.intel.and.space,32724000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,C3.intel.and.space,31726000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,C3.intel.and.space,30984000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,C3.intel.and.space,29098000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,C3.intel.and.space,30017000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,C3.intel.and.space,29894000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,C3.intel.and.space,30511000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,C3.intel.and.space,32364000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,C3.intel.and.space,33637000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,C3.intel.and.space,37957000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,C3.intel.and.space,40021000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,C3.intel.and.space,56173000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,C3.intel.and.space,58160000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,C3.intel.and.space,63602000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,C3.intel.and.space,69648000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,C3.intel.and.space,74873000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,C3.intel.and.space,84115000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,C3.intel.and.space,88232000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,C3.intel.and.space,90370000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,C3.intel.and.space,95125000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,C3.intel.and.space,93565000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,C3.intel.and.space,81969000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,C3.intel.and.space,82179000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,C3.intel.and.space,82803000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,C3.intel.and.space,88340000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,C3.intel.and.space,89734000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,C3.intel.and.space,90883000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,C3.intel.and.space,93904000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,C3.intel.and.space,97955000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,C3.intel.and.space,93530000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,C3.intel.and.space,95423000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,C3.intel.and.space,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,C3.intel.and.space,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,C3.intel.and.space,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,C3.intel.and.space,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,C3.intel.and.space,30839000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,C3.intel.and.space,36316000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,C3.intel.and.space,40216000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,C3.intel.and.space,38725000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,C3.intel.and.space,40632000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,C3.intel.and.space,42509000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,C3.intel.and.space,43895000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,C3.intel.and.space,44779000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,C3.intel.and.space,40955000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,C3.intel.and.space,37853000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,C3.intel.and.space,35211000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,C3.intel.and.space,33846000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,C3.intel.and.space,32133000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,C3.intel.and.space,30672000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,C3.intel.and.space,29090000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1977,C3.intel.and.space,30094000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1978,C3.intel.and.space,29617000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1979,C3.intel.and.space,28222000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1980,C3.intel.and.space,28658000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1981,C3.intel.and.space,31777000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1982,C3.intel.and.space,36206000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1983,C3.intel.and.space,43707000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1984,C3.intel.and.space,48412000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1985,C3.intel.and.space,57649000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1986,C3.intel.and.space,59505000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1987,C3.intel.and.space,61737000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1988,C3.intel.and.space,60281000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1989,C3.intel.and.space,60084000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1990,C3.intel.and.space,59443000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1991,C3.intel.and.space,57150000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1992,C3.intel.and.space,60443000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1993,C3.intel.and.space,58228000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1994,C3.intel.and.space,55843000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1995,C3.intel.and.space,51573000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1996,C3.intel.and.space,52039000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1997,C3.intel.and.space,50798000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1998,C3.intel.and.space,50548000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1999,C3.intel.and.space,52486000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2000,C3.intel.and.space,53034000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2001,C3.intel.and.space,58116000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2002,C3.intel.and.space,60206000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2003,C3.intel.and.space,82396000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2004,C3.intel.and.space,83333000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2005,C3.intel.and.space,87965000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2006,C3.intel.and.space,93374000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2007,C3.intel.and.space,97515000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2008,C3.intel.and.space,106692000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2009,C3.intel.and.space,109966000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2010,C3.intel.and.space,110539000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2011,C3.intel.and.space,114477000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2012,C3.intel.and.space,110797000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2013,C3.intel.and.space,95666000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2014,C3.intel.and.space,94756000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2015,C3.intel.and.space,94407000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2016,C3.intel.and.space,99531000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2017,C3.intel.and.space,99054000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2018,C3.intel.and.space,98010000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2019,C3.intel.and.space,99336000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2020,C3.intel.and.space,101597000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2021,C3.intel.and.space,95448000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2022,C3.intel.and.space,95423000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2023,C3.intel.and.space,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2024,C3.intel.and.space,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2025,C3.intel.and.space,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2026,C3.intel.and.space,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1962,mobility.forces,1005000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1963,mobility.forces,1034000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1964,mobility.forces,1177000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1965,mobility.forces,1605000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1966,mobility.forces,2365000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1967,mobility.forces,2654000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1968,mobility.forces,2967000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1969,mobility.forces,2661000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1970,mobility.forces,2443000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1971,mobility.forces,1733000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1972,mobility.forces,1540000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1973,mobility.forces,1036000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1974,mobility.forces,882000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1975,mobility.forces,992000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1976,mobility.forces,1344000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1977,mobility.forces,1615000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1978,mobility.forces,1720000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1979,mobility.forces,1835000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1980,mobility.forces,2267000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1981,mobility.forces,3092000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1982,mobility.forces,4135000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1983,mobility.forces,4438000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1984,mobility.forces,5673000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,mobility.forces,6789000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,mobility.forces,7612000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,mobility.forces,6711000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,mobility.forces,4570000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,mobility.forces,5424000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,mobility.forces,6083000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,mobility.forces,5625000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,mobility.forces,6932000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,mobility.forces,7951000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,mobility.forces,8434000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,mobility.forces,10338000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,mobility.forces,10347000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,mobility.forces,10556000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,mobility.forces,10526000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,mobility.forces,11811000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,mobility.forces,11797000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,mobility.forces,11255000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,mobility.forces,14100000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,mobility.forces,16401000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,mobility.forces,14693000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,mobility.forces,16680000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,mobility.forces,18270000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,mobility.forces,19637000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,mobility.forces,22883000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,mobility.forces,19470000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,mobility.forces,19569000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,mobility.forces,18482000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,mobility.forces,18466000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,mobility.forces,15922000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,mobility.forces,16604000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,mobility.forces,16396000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,mobility.forces,16883000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,mobility.forces,17771000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,mobility.forces,18169000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,mobility.forces,17300000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,mobility.forces,16877000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,mobility.forces,18279000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,mobility.forces,16973000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,mobility.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,mobility.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,mobility.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,mobility.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,mobility.forces,11128000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,mobility.forces,11139000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,mobility.forces,12002000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,mobility.forces,15138000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,mobility.forces,19759000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,mobility.forces,21644000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,mobility.forces,23219000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,mobility.forces,20246000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,mobility.forces,17933000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,mobility.forces,12409000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,mobility.forces,10207000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,mobility.forces,6557000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,mobility.forces,5175000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,mobility.forces,5293000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,mobility.forces,6516000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1977,mobility.forces,7470000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1978,mobility.forces,7338000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1979,mobility.forces,7197000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1980,mobility.forces,7660000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1981,mobility.forces,9144000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1982,mobility.forces,10983000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1983,mobility.forces,11367000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1984,mobility.forces,13922000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1985,mobility.forces,16025000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1986,mobility.forces,17456000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1987,mobility.forces,15066000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1988,mobility.forces,10269000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1989,mobility.forces,11534000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1990,mobility.forces,12499000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1991,mobility.forces,11102000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1992,mobility.forces,13162000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1993,mobility.forces,14867000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1994,mobility.forces,15516000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1995,mobility.forces,18864000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1996,mobility.forces,18267000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1997,mobility.forces,18266000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1998,mobility.forces,17738000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1999,mobility.forces,19382000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2000,mobility.forces,18972000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2001,mobility.forces,17501000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2002,mobility.forces,21450000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2003,mobility.forces,24309000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2004,mobility.forces,21213000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2005,mobility.forces,23113000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2006,mobility.forces,24484000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2007,mobility.forces,25724000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2008,mobility.forces,28873000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2009,mobility.forces,24498000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2010,mobility.forces,24058000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2011,mobility.forces,22276000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2012,mobility.forces,21849000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2013,mobility.forces,18503000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2014,mobility.forces,19054000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2015,mobility.forces,18611000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2016,mobility.forces,19032000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2017,mobility.forces,19691000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2018,mobility.forces,19705000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2019,mobility.forces,18317000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2020,mobility.forces,17522000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2021,mobility.forces,18710000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2022,mobility.forces,16973000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2023,mobility.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2024,mobility.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2025,mobility.forces,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2026,mobility.forces,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1962,guard.and.reserve.forces,1615000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1963,guard.and.reserve.forces,1551000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1964,guard.and.reserve.forces,1768000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1965,guard.and.reserve.forces,1779000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1966,guard.and.reserve.forces,2114000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1967,guard.and.reserve.forces,2452000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1968,guard.and.reserve.forces,2177000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1969,guard.and.reserve.forces,2134000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1970,guard.and.reserve.forces,2546000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1971,guard.and.reserve.forces,2678000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1972,guard.and.reserve.forces,3255000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1973,guard.and.reserve.forces,3877000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1974,guard.and.reserve.forces,4317000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1975,guard.and.reserve.forces,4790000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1976,guard.and.reserve.forces,5374000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1977,guard.and.reserve.forces,5890000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1978,guard.and.reserve.forces,6972000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1979,guard.and.reserve.forces,7035000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1980,guard.and.reserve.forces,7874000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1981,guard.and.reserve.forces,9865000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1982,guard.and.reserve.forces,10330000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1983,guard.and.reserve.forces,11709000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1984,guard.and.reserve.forces,11656000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,guard.and.reserve.forces,15423000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,guard.and.reserve.forces,16397000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,guard.and.reserve.forces,15945000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,guard.and.reserve.forces,16858000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,guard.and.reserve.forces,17128000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,guard.and.reserve.forces,17245000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,guard.and.reserve.forces,18013000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,guard.and.reserve.forces,20544000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,guard.and.reserve.forces,20064000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,guard.and.reserve.forces,20128000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,guard.and.reserve.forces,20255000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,guard.and.reserve.forces,21079000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,guard.and.reserve.forces,20932000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,guard.and.reserve.forces,21432000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,guard.and.reserve.forces,22888000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,guard.and.reserve.forces,23275000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,guard.and.reserve.forces,25568000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,guard.and.reserve.forces,26483000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,guard.and.reserve.forces,29898000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,guard.and.reserve.forces,30013000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,guard.and.reserve.forces,30671000000
