Military.Department,FY,Account,Public.Law.Title,Amount,spending.type,Source_Data
Air Force,2013,Hurricane Sandy,Military.Personnel,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,Military.Personnel,3.5103e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,Military.Personnel,7.84e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,Military.Personnel,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,Military.Personnel,3.3617e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,Military.Personnel,7.56e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,Military.Personnel,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,Military.Personnel,3.3892e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,Military.Personnel,7.48e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,Military.Personnel,3.4488e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,Military.Personnel,7.46e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,O.M,4.582e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,O.M,1.3538e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,O.M,4.7007e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,O.M,1.0595e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,O.M,4.255e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,O.M,9.508e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,O.M,1.4e+07,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,O.M,4.3196e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,O.M,1.2795e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,O.M,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,O.M,4.4596e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,O.M,1.0531e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,O.M,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,O.M,4.4111e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,O.M,1.1207e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,O.M,4.7661e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,O.M,9.576e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,Procurement,3.6277e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,Procurement,5.512e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,Procurement,3.602e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,Procurement,4.472e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,Procurement,3.0341e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,Procurement,2.611e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,Procurement,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,Procurement,3.1259e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,Procurement,3.131e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,Procurement,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,Procurement,3.3914e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,Procurement,4.484e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,Procurement,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,Procurement,4.1003e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,Procurement,4.124e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,Procurement,3.8521e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,Procurement,5.383e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,RDT.E,2.6982e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,RDT.E,4.99e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,RDT.E,2.6113e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,RDT.E,2.6e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,RDT.E,2.2766e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,RDT.E,3e+06,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,RDT.E,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,RDT.E,2.3655e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,RDT.E,1.67e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,RDT.E,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,RDT.E,2.3568e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,RDT.E,1.5e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,RDT.E,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,RDT.E,2.4476e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,RDT.E,1.7e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,RDT.E,2.8112e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,RDT.E,3.3e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,Military.Construction,1.416e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,Military.Construction,1.95e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,Military.Construction,1.468e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,Military.Construction,-3.5e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,Military.Construction,4.82e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,Military.Construction,-3e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,Military.Construction,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,Military.Construction,1.291e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,Military.Construction,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,Military.Construction,1.045e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,Military.Construction,1.33e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,Military.Construction,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,Military.Construction,1.649e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,Military.Construction,1.87e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,Military.Construction,8.9e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,Family....Housing,5.91e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,Family....Housing,4.9e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,Family....Housing,5.2e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,Family....Housing,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,Family....Housing,4.65e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,Family....Housing,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,Family....Housing,3.28e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,Family....Housing,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,Family....Housing,4.92e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,Family....Housing,3.36e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,Revolving.Funds...Other,6.7e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,Revolving.Funds...Other,1.7e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,Revolving.Funds...Other,6.5e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,Revolving.Funds...Other,1.2e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,Revolving.Funds...Other,4.5e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,Revolving.Funds...Other,1e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,Revolving.Funds...Other,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2014,Base,Revolving.Funds...Other,1.5e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2014,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2014,Iron Dome,Revolving.Funds...Other,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2015,Base,Revolving.Funds...Other,6.7e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2015,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2015,Ebola Relief,Revolving.Funds...Other,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2016,Base,Revolving.Funds...Other,6.3e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2016,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2017,Base,Revolving.Funds...Other,6.4e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2017,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,Military.Personnel,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,Military.Personnel,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,Military.Personnel,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,O.M,1.6685e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,O.M,2.1769e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,O.M,1.568e+09,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,O.M,2.0089e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,O.M,1.5194e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,O.M,2.2348e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,O.M,1.9065e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,O.M,2.7788e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,O.M,1.1998e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,O.M,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,O.M,3.483e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,O.M,3.449e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,O.M,2.077e+09,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,O.M,3.3444e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,O.M,1.1634e+10,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,O.M,9.74e+08,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,O.M,1.3e+08,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,Procurement,2.475e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,Procurement,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,Procurement,-7.9e+07,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,Procurement,3.456e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,Procurement,6.3e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,Procurement,4.107e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,Procurement,4.84e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,Procurement,4.176e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,Procurement,5.19e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,Procurement,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,Procurement,3.076e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,Procurement,6.46e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,Procurement,1.4e+08,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,Procurement,2.868e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,Procurement,1.513e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,Procurement,2.9e+07,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,Procurement,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,RDT.E,1.1421e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,RDT.E,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,RDT.E,7.7e+07,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,RDT.E,1.5748e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,RDT.E,3.4e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,RDT.E,1.7554e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,RDT.E,4.86e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,RDT.E,1.8951e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,RDT.E,2.61e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,RDT.E,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,RDT.E,2.0658e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,RDT.E,2.54e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,RDT.E,6e+06,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,RDT.E,1.9765e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,RDT.E,1.74e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,RDT.E,2.9e+07,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,RDT.E,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,Military.Construction,9.68e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,Military.Construction,-5e+06,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,Military.Construction,9.35e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,Military.Construction,1.207e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,Military.Construction,1.023e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,Military.Construction,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,Military.Construction,8.38e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,Military.Construction,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,Military.Construction,1.298e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,Military.Construction,2.1e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,Military.Construction,4.5e+07,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,Military.Construction,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,Family....Housing,8.1e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,Family....Housing,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,Family....Housing,6.9e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,Family....Housing,9.1e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,Family....Housing,5.8e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,Family....Housing,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,Family....Housing,1.75e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,Family....Housing,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,Family....Housing,2.76e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,Family....Housing,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,Family....Housing,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,Family....Housing,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Base,Revolving.Funds...Other,5.66e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2001,Other Supplemental,Revolving.Funds...Other,1.78e+08,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Base,Revolving.Funds...Other,1.721e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Base,Revolving.Funds...Other,2.176e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Base,Revolving.Funds...Other,1.3e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Global War on Terror,Revolving.Funds...Other,2.078e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2004,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Base,Revolving.Funds...Other,7.62e+08,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Global War on Terror,Revolving.Funds...Other,1.511e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,4e+06,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Base,Revolving.Funds...Other,-1.281e+09,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Global War on Terror,Revolving.Funds...Other,3.033e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Hurricane Relief,Revolving.Funds...Other,5.6e+07,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2006,Avian Flu Relief,Revolving.Funds...Other,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2007,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2007,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2007,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2008,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2008,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2009,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2009,Recovery Act,Military.Personnel,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Defense-Wide,2009,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2009,Overseas Contingency Ops,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2010,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Defense-Wide,2010,Overseas Contingency Ops,Military.Personnel,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Defense-Wide,2010,Haiti Earthquake,Military.Personnel,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Defense-Wide,2011,Base,Military.Personnel,0,"Base, Discretionary","FY17 Green Book, tbl 2.1"
