Military.Department,FY,Account,Public.Law.Title,Amount,spending.type,Source_Data
Air Force,2009,Base,Revolving.Funds...Other,6.1e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2009,Recovery Act,Revolving.Funds...Other,0,Other Discretionary,"FY17 Green Book, tbl 2.1"
Air Force,2009,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2009,Overseas Contingency Ops,Revolving.Funds...Other,1.5e+07,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2010,Base,Revolving.Funds...Other,6.4e+07,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2010,Overseas Contingency Ops,Revolving.Funds...Other,8.63e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2010,Haiti Earthquake,Revolving.Funds...Other,0,Emergency Relief,"FY17 Green Book, tbl 2.1"
Air Force,2011,Base,Military.Personnel,3.4235e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,Military.Personnel,1.805e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2012,Base,Military.Personnel,3.5131e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,Military.Personnel,1.493e+09,OCO.GWOT,"FY17 Green Book, tbl 2.1"
Air Force,2013,Base,Military.Personnel,3.4704e+10,"Base, Discretionary","FY17 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,Military.Personnel,9e+08,OCO.GWOT,"FY17 Green Book, tbl 2.1"
