Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes,source.file
Army,RDT&E,2014,Constant,7404e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2014,Constant,1757e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2014,Constant,565e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2014,Constant,183e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2014,Constant,-494e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2014,Current,61968e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2014,Current,7691e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2014,Current,18161e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2014,Current,7083e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2014,Current,1679e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2014,Current,54e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2014,Current,175e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2014,Current,-474e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2015,Constant,61183e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2015,Constant,66299e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2015,Constant,165e8,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2015,Constant,6954e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2015,Constant,1037e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2015,Constant,444e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2015,Constant,915e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2015,Constant,-983e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2015,Current,59471e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2015,Current,64526e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2015,Current,1591e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2015,Current,6739e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2015,Current,1008e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2015,Current,43e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2015,Current,888e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2015,Current,-955e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2016,Constant,59109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2016,Constant,60973e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2016,Constant,19803e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2016,Constant,7756e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2016,Constant,1125e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2016,Constant,454e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2016,Constant,199e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2016,Constant,-107e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2016,Current,58193e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2016,Current,60038e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2016,Current,19434e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2016,Current,7627e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2016,Current,1108e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2016,Current,446e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2016,Current,195e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2016,Current,-105e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2017,Constant,55225e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2017,Constant,43524e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2017,Constant,15469e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2017,Constant,756e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2017,Constant,819e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2017,Constant,527e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2017,Constant,56e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2017,Constant,-109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2017,Current,55225e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2017,Current,43524e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2017,Current,15469e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2017,Current,756e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2017,Current,819e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2017,Current,527e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2017,Current,56e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2017,Current,-109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2018,Constant,54876e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2018,Constant,4735e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2018,Constant,18329e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2018,Constant,774e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2018,Constant,992e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2018,Constant,43e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2018,Constant,28e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2018,Constant,-107e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2018,Current,55816e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2018,Current,48213e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2018,Current,18692e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2018,Current,788e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2018,Current,1008e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2018,Current,438e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2018,Current,29e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2018,Current,-109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2019,Constant,54364e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2019,Constant,469e8,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2019,Constant,18186e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2019,Constant,7154e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2019,Constant,913e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2019,Constant,581e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2019,Constant,27e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2019,Constant,-105e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2019,Current,56272e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2019,Current,48652e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2019,Current,18916e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2019,Current,7418e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2019,Current,943e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2019,Current,604e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2019,Current,28e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2019,Current,-109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2020,Constant,54637e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2020,Constant,46261e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2020,Constant,18203e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2020,Constant,6815e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2020,Constant,909e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2020,Constant,387e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2020,Constant,26e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2020,Constant,-103e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2020,Current,57636e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2020,Current,48909e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2020,Current,19313e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2020,Current,72e8,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2020,Current,956e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2020,Current,41e7,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2020,Current,27e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2020,Current,-109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2021,Constant,54562e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2021,Constant,45907e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2021,Constant,18266e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2021,Constant,6753e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2021,Constant,873e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2021,Constant,401e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2021,Constant,36e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2021,Constant,-101e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Personnel,2021,Current,58847e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Operation and Maintenance,2021,Current,49472e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Procurement,2021,Current,19768e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,RDT&E,2021,Current,7272e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Military Construction,2021,Current,936e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Family Housing,2021,Current,433e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,Revolving and Management Funds,2021,Current,39e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Army,"Trust, Receipts, and Other",2021,Current,-109e6,6-19,All enacted war and supplemental funding is included,FY17 6-19_Army BA by Title.xlsx
Navy,Military Personnel,1948,Constant,30395e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1948,Constant,23119e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1948,Constant,14865e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1948,Constant,1953e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1948,Constant,871e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1948,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1948,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1948,Constant,-3145e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1948,Current,1509e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1948,Current,1414e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1948,Current,1385e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1948,Current,168e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1948,Current,1e8,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1948,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1948,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1948,Current,-364e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1949,Constant,2983e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1949,Constant,24117e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1949,Constant,8611e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1949,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1949,Constant,501e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1949,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1949,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1949,Constant,-1669e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1949,Current,1478e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1949,Current,1585e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1949,Current,803e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1949,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1949,Current,58e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1949,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1949,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1949,Current,-205e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1950,Constant,29761e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1950,Constant,21157e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1950,Constant,943e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1950,Constant,2397e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1950,Constant,523e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1950,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1950,Constant,547e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1950,Constant,-628e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1950,Current,1578e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1950,Current,141e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1950,Current,979e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1950,Current,234e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1950,Current,62e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1950,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1950,Current,65e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1950,Current,-75e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1951,Constant,40828e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1951,Constant,38104e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1951,Constant,52929e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1951,Constant,4274e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1951,Constant,3884e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1951,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1951,Constant,1958e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1951,Constant,-413e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1951,Current,2395e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1951,Current,3034e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1951,Current,5899e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1951,Current,432e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1951,Current,47e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1951,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1951,Current,256e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1951,Current,-54e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1952,Constant,55683e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1952,Constant,4124e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1952,Constant,78373e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1952,Constant,4982e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1952,Constant,6624e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1952,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1952,Constant,4068e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1952,Constant,-385e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1952,Current,3169e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1952,Current,3343e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1952,Current,7864e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1952,Current,507e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1952,Current,82e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1952,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1952,Current,514e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1952,Current,-49e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1953,Constant,56741e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1953,Constant,38909e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1953,Constant,49026e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1953,Constant,4943e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1953,Constant,3294e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1953,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1953,Constant,1093e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1953,Constant,-437e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1953,Current,3453e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1953,Current,2911e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1953,Current,5328e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1953,Current,498e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1953,Current,41e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1953,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1953,Current,14e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1953,Current,-56e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
