Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes,source.file
Navy,Military Personnel,1987,Constant,58585e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1987,Constant,57581e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1987,Constant,54788e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1987,Constant,16888e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1987,Constant,2543e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1987,Constant,127e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1987,Constant,1093e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1987,Constant,-287e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1987,Current,24705e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1987,Current,2611e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1987,Current,30839e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1987,Current,9305e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1987,Current,1401e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1987,Current,7e8,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1987,Current,595e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1987,Current,-156e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1988,Constant,58337e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1988,Constant,57433e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1988,Constant,61258e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1988,Constant,1649e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1988,Constant,2556e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1988,Constant,1333e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1988,Constant,587e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1988,Constant,-155e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1988,Current,25603e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1988,Current,26936e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1988,Current,35853e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1988,Current,9426e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1988,Current,1461e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1988,Current,76e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1988,Current,329e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1988,Current,-87e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1989,Constant,58806e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1989,Constant,57245e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1989,Constant,51179e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1989,Constant,15661e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1989,Constant,2757e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1989,Constant,1349e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1989,Constant,316e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1989,Constant,36e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1989,Current,2667e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1989,Current,2806e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1989,Current,30991e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1989,Current,9311e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1989,Current,1637e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1989,Current,799e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1989,Current,185e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1989,Current,21e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1990,Constant,58507e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1990,Constant,55089e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1990,Constant,55026e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1990,Constant,15349e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1990,Constant,1946e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1990,Constant,1296e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1990,Constant,-847e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1990,Constant,-264e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1990,Current,26984e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1990,Current,27802e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1990,Current,34408e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1990,Current,9487e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1990,Current,118e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1990,Current,792e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1990,Current,-516e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1990,Current,-161e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1991,Constant,58623e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1991,Constant,58778e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1991,Constant,49028e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1991,Constant,14128e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1991,Constant,1937e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1991,Constant,1346e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1991,Constant,376e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1991,Constant,-293e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1991,Current,28361e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1991,Current,32497e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1991,Current,31483e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1991,Current,9014e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1991,Current,1207e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1991,Current,855e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1991,Current,239e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1991,Current,-186e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1992,Constant,56683e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1992,Constant,4816e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1992,Constant,40521e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1992,Constant,116e8,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1992,Constant,1503e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1992,Constant,1523e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1992,Constant,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1992,Constant,-322e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1992,Current,28155e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1992,Current,26258e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1992,Current,26587e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1992,Current,7579e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1992,Current,953e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1992,Current,989e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1992,Current,0.0,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1992,Current,-211e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1993,Constant,52655e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1993,Constant,42639e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1993,Constant,29451e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1993,Constant,13783e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1993,Constant,634e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1993,Constant,1575e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1993,Constant,3682e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1993,Constant,-305e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1993,Current,27294e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1993,Current,23596e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1993,Current,19699e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1993,Current,8914e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1993,Current,392e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1993,Current,1044e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1993,Current,2464e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1993,Current,-204e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1994,Constant,49344e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1994,Constant,40185e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1994,Constant,23697e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1994,Constant,12257e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1994,Constant,2028e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1994,Constant,1629e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1994,Constant,2262e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1994,Constant,-228e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1994,Current,26241e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1994,Current,23642e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1994,Current,16126e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1994,Current,8206e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1994,Current,1354e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1994,Current,1102e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1994,Current,1541e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1994,Current,-156e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1995,Constant,46442e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1995,Constant,41933e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1995,Constant,25038e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1995,Constant,12545e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1995,Constant,623e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1995,Constant,1754e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1995,Constant,-723e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1995,Constant,-934e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1995,Current,25308e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1995,Current,25306e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1995,Current,17303e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1995,Current,8574e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1995,Current,401e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1995,Current,1207e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1995,Current,-501e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1995,Current,-65e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1996,Constant,44285e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1996,Constant,40826e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1996,Constant,22631e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1996,Constant,12127e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1996,Constant,439e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1996,Constant,2247e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1996,Constant,1455e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1996,Constant,514e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1996,Current,24649e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1996,Current,25151e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1996,Current,1585e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1996,Current,8443e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1996,Current,3061e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1996,Current,1573e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1996,Current,1024e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1996,Current,365e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1997,Constant,43298e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1997,Constant,38895e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1997,Constant,24189e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1997,Constant,1123e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1997,Constant,2753e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1997,Constant,2146e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1997,Constant,2565e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1997,Constant,-161e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1997,Current,24862e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1997,Current,24475e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1997,Current,17143e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1997,Current,7917e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1997,Current,1926e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1997,Current,1521e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1997,Current,1834e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1997,Current,-116e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1998,Constant,40959e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1998,Constant,39963e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1998,Constant,27212e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1998,Constant,11007e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1998,Constant,2409e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1998,Constant,1924e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1998,Constant,1494e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1998,Constant,-1878e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1998,Current,2456e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1998,Current,26e9,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1998,Current,19499e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1998,Current,7846e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1998,Current,1705e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1998,Current,1375e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1998,Current,1076e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1998,Current,-1366e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1999,Constant,39916e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1999,Constant,41486e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1999,Constant,28497e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1999,Constant,12497e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1999,Constant,911e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1999,Constant,1678e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1999,Constant,836e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1999,Constant,73e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,1999,Current,24663e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,1999,Current,27138e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,1999,Current,20731e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,1999,Current,8977e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,1999,Current,64e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,1999,Current,1215e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,1999,Current,61e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",1999,Current,53e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Personnel,2000,Constant,39785e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Operation and Maintenance,2000,Constant,41469e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Procurement,2000,Constant,31327e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,RDT&E,2000,Constant,12322e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Military Construction,2000,Constant,135e7,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Family Housing,2000,Constant,1605e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,Revolving and Management Funds,2000,Constant,1721e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
Navy,"Trust, Receipts, and Other",2000,Constant,-445e6,6-20,All enacted war and supplemental funding is included,FY17 6-20_Navy BA by Title.xlsx
