source.table,budget.type,deflator.type,military.dept,FY,amount
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1955,10813000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1955,9993000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1955,12469000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1955,514000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1955,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1955,149103000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1955,135729000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1955,155585000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1955,5902000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1955,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1956,9901000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1956,10615000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1956,16997000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1956,553000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1956,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1956,131206000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1956,137800000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1956,191716000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1956,6039000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1956,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1957,9919000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1957,10805000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1957,18449000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1957,551000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1957,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1957,129581000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1957,138187000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1957,200479000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1957,5898000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1957,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1958,9757000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1958,11550000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1958,19158000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1958,659000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1958,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1958,123125000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1958,141112000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1958,202782000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1958,6788000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1958,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1959,9555000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1959,12148000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1959,19599000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1959,892000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1959,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1959,116673000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1959,142223000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1959,200606000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1959,8247000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1959,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1960,9867000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1960,11727000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1960,17662000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1960,1001000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1960,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1960,116754000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1960,134317000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1960,182916000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1960,9251000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1960,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1961,10528000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1961,12820000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1961,20098000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1961,1197000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1961,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1961,119554000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1961,143516000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1961,199808000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1961,10909000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1961,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1962,12467000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1962,14592000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1962,19730000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1962,1646000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1962,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1962,137932000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1962,158459000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1962,198344000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1962,14683000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1962,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1963,11826000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1963,14657000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1963,20427000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1963,2510000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1963,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1963,130329000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1963,155836000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1963,200879000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1963,21919000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1963,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1964,12275000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1964,14450000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1964,19958000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1964,2864000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1964,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1964,129657000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1964,148537000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1964,192517000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1964,24572000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1964,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1965,12219000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1965,14856000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1965,19428000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1965,3057000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1965,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1965,125882000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1965,147186000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1965,183818000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1965,26028000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1965,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1966,18510000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1966,19185000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1966,23309000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1966,3527000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1966,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1966,165639000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1966,172067000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1966,204050000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1966,29218000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1966,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1967,22369000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1967,21190000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1967,24270000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1967,3760000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1967,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1967,193116000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1967,183526000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1967,207017000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1967,30719000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1967,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1968,24962000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1968,20781000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1968,24974000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1968,4247000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1968,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1968,207322000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1968,174095000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1968,206132000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1968,33486000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1968,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1969,25769000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1969,21552000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1969,25857000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1969,4574000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1969,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1969,205946000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1969,172390000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1969,203817000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1969,34735000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1969,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1970,23963000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1970,22462000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1970,23875000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1970,5212000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1970,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1970,181899000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1970,167260000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1970,179973000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1970,36883000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1970,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1971,22280000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1971,21691000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1971,23016000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1971,5859000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1971,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1971,161060000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1971,150758000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1971,163602000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1971,38201000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1971,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1972,22094000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1972,24041000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1972,23799000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1972,6533000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1972,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1972,145222000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1972,152724000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1972,155324000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1972,40067000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1972,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1973,21480000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1973,25324000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1973,24696000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1973,7425000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1973,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1973,129726000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1973,147598000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1973,147277000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1973,42980000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1973,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1974,21548000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1974,26934000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1974,24772000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1974,8439000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1974,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1974,120551000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1974,143061000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1974,135738000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1974,44874000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1974,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1975,21644000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1975,27962000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1975,26024000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1975,10501000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1975,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1975,113142000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1975,137245000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1975,131171000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1975,48983000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1975,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1976,23759000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1976,31360000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1976,28395000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1976,12144000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1976,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1976,114305000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1976,139401000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1976,129984000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1976,51358000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1976,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1977,26703000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1977,36353000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1977,31145000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1977,13367000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1977,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1977,119625000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1977,150926000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1977,133626000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1977,53075000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1977,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1978,28950000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1978,39504000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1978,32877000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1978,14797000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1978,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1978,119499000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1978,150844000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1978,130093000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1978,54800000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1978,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1979,31497000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1979,41694000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1979,34873000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1979,16657000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1979,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1979,120759000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1979,147787000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1979,127732000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1979,56980000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1979,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1980,34572000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1980,46984000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1980,41556000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1980,18871000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1980,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1980,121400000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1980,149250000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1980,132807000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1980,58075000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1980,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1981,43177000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1981,57050000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1981,52370000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1981,22952000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1981,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1981,133904000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1981,162873000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1981,148994000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1981,63461000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1981,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1982,52099000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1982,68034000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1982,65017000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1982,25518000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1982,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1982,146923000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1982,179415000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1982,169098000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1982,66570000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1982,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1983,57359000000
