budget.type,service,source.table,deflator.type,public.law.title,FY,amount
outlays,army,6.16,constant,family.housing,1986,2758000000
outlays,army,6.16,constant,revolving.and.management,1986,763000000
outlays,army,6.16,current,MILPERS,1987,28501000000
outlays,army,6.16,current,O.M.,1987,23551000000
outlays,army,6.16,current,Procurement,1987,15420000000
outlays,army,6.16,current,RDT.E,1987,4693000000
outlays,army,6.16,current,MILCON,1987,1505000000
outlays,army,6.16,current,family.housing,1987,1580000000
outlays,army,6.16,current,revolving.and.management,1987,110000000
outlays,army,6.16,constant,MILPERS,1987,75469000000
outlays,army,6.16,constant,O.M.,1987,53990000000
outlays,army,6.16,constant,Procurement,1987,29769000000
outlays,army,6.16,constant,RDT.E,1987,9958000000
outlays,army,6.16,constant,MILCON,1987,3109000000
outlays,army,6.16,constant,family.housing,1987,3156000000
outlays,army,6.16,constant,revolving.and.management,1987,219000000
outlays,army,6.16,current,MILPERS,1988,29348000000
outlays,army,6.16,current,O.M.,1988,24205000000
outlays,army,6.16,current,Procurement,1988,15049000000
outlays,army,6.16,current,RDT.E,1988,4670000000
outlays,army,6.16,current,MILCON,1988,1514000000
outlays,army,6.16,current,family.housing,1988,1565000000
outlays,army,6.16,current,revolving.and.management,1988,193000000
outlays,army,6.16,constant,MILPERS,1988,74776000000
outlays,army,6.16,constant,O.M.,1988,53170000000
outlays,army,6.16,constant,Procurement,1988,27967000000
outlays,army,6.16,constant,RDT.E,1988,9513000000
outlays,army,6.16,constant,MILCON,1988,2957000000
outlays,army,6.16,constant,family.housing,1988,3028000000
outlays,army,6.16,constant,revolving.and.management,1988,373000000
outlays,army,6.16,current,MILPERS,1989,29957000000
outlays,army,6.16,current,O.M.,1989,25677000000
outlays,army,6.16,current,Procurement,1989,14661000000
outlays,army,6.16,current,RDT.E,1989,5129000000
outlays,army,6.16,current,MILCON,1989,1453000000
outlays,army,6.16,current,family.housing,1989,1571000000
outlays,army,6.16,current,revolving.and.management,1989,292000000
outlays,army,6.16,constant,MILPERS,1989,73948000000
outlays,army,6.16,constant,O.M.,1989,53517000000
outlays,army,6.16,constant,Procurement,1989,26250000000
outlays,army,6.16,constant,RDT.E,1989,9959000000
outlays,army,6.16,constant,MILCON,1989,2749000000
outlays,army,6.16,constant,family.housing,1989,2931000000
outlays,army,6.16,constant,revolving.and.management,1989,540000000
outlays,army,6.16,current,MILPERS,1990,30124000000
outlays,army,6.16,current,O.M.,1990,27306000000
outlays,army,6.16,current,Procurement,1990,14022000000
outlays,army,6.16,current,RDT.E,1990,5307000000
outlays,army,6.16,current,MILCON,1990,1127000000
outlays,army,6.16,current,family.housing,1990,1499000000
outlays,army,6.16,current,revolving.and.management,1990,0
outlays,army,6.16,constant,MILPERS,1990,73311000000
outlays,army,6.16,constant,O.M.,1990,54389000000
outlays,army,6.16,constant,Procurement,1990,24290000000
outlays,army,6.16,constant,RDT.E,1990,9916000000
outlays,army,6.16,constant,MILCON,1990,2081000000
outlays,army,6.16,constant,family.housing,1990,2702000000
outlays,army,6.16,constant,revolving.and.management,1990,0
outlays,army,6.16,current,MILPERS,1991,32980000000
outlays,army,6.16,current,O.M.,1991,39482000000
outlays,army,6.16,current,Procurement,1991,11313000000
outlays,army,6.16,current,RDT.E,1991,5551000000
outlays,army,6.16,current,MILCON,1991,1266000000
outlays,army,6.16,current,family.housing,1991,1531000000
outlays,army,6.16,current,revolving.and.management,1991,668000000
outlays,army,6.16,constant,MILPERS,1991,75568000000
outlays,army,6.16,constant,O.M.,1991,72759000000
outlays,army,6.16,constant,Procurement,1991,19084000000
outlays,army,6.16,constant,RDT.E,1991,10036000000
outlays,army,6.16,constant,MILCON,1991,2254000000
outlays,army,6.16,constant,family.housing,1991,2648000000
outlays,army,6.16,constant,revolving.and.management,1991,1138000000
outlays,army,6.16,current,MILPERS,1992,31629000000
outlays,army,6.16,current,O.M.,1992,25263000000
outlays,army,6.16,current,Procurement,1992,8990000000
outlays,army,6.16,current,RDT.E,1992,6407000000
outlays,army,6.16,current,MILCON,1992,1236000000
outlays,army,6.16,current,family.housing,1992,1559000000
outlays,army,6.16,current,revolving.and.management,1992,0
outlays,army,6.16,constant,MILPERS,1992,71200000000
outlays,army,6.16,constant,O.M.,1992,47805000000
outlays,army,6.16,constant,Procurement,1992,14841000000
outlays,army,6.16,constant,RDT.E,1992,11172000000
outlays,army,6.16,constant,MILCON,1992,2149000000
outlays,army,6.16,constant,family.housing,1992,2634000000
outlays,army,6.16,constant,revolving.and.management,1992,0
outlays,army,6.16,current,MILPERS,1993,28532000000
outlays,army,6.16,current,O.M.,1993,22582000000
outlays,army,6.16,current,Procurement,1993,7872000000
outlays,army,6.16,current,RDT.E,1993,6051000000
outlays,army,6.16,current,MILCON,1993,690000000
outlays,army,6.16,current,family.housing,1993,1522000000
outlays,army,6.16,current,revolving.and.management,1993,0
outlays,army,6.16,constant,MILPERS,1993,61510000000
outlays,army,6.16,constant,O.M.,1993,41498000000
outlays,army,6.16,constant,Procurement,1993,12747000000
outlays,army,6.16,constant,RDT.E,1993,10322000000
outlays,army,6.16,constant,MILCON,1993,1212000000
outlays,army,6.16,constant,family.housing,1993,2521000000
outlays,army,6.16,constant,revolving.and.management,1993,0
outlays,army,6.16,current,MILPERS,1994,26945000000
outlays,army,6.16,current,O.M.,1994,21246000000
outlays,army,6.16,current,Procurement,1994,7267000000
outlays,army,6.16,current,RDT.E,1994,5377000000
outlays,army,6.16,current,MILCON,1994,1323000000
outlays,army,6.16,current,family.housing,1994,1302000000
outlays,army,6.16,current,revolving.and.management,1994,0
outlays,army,6.16,constant,MILPERS,1994,56717000000
outlays,army,6.16,constant,O.M.,1994,38440000000
outlays,army,6.16,constant,Procurement,1994,11556000000
outlays,army,6.16,constant,RDT.E,1994,9140000000
outlays,army,6.16,constant,MILCON,1994,2214000000
outlays,army,6.16,constant,family.housing,1994,2108000000
outlays,army,6.16,constant,revolving.and.management,1994,0
outlays,army,6.16,current,MILPERS,1995,26627000000
outlays,army,6.16,current,O.M.,1995,23212000000
outlays,army,6.16,current,Procurement,1995,7259000000
outlays,army,6.16,current,RDT.E,1995,5403000000
outlays,army,6.16,current,MILCON,1995,797000000
outlays,army,6.16,current,family.housing,1995,1230000000
outlays,army,6.16,current,revolving.and.management,1995,0
outlays,army,6.16,constant,MILPERS,1995,54637000000
outlays,army,6.16,constant,O.M.,1995,40818000000
outlays,army,6.16,constant,Procurement,1995,11356000000
outlays,army,6.16,constant,RDT.E,1995,8980000000
outlays,army,6.16,constant,MILCON,1995,1344000000
outlays,army,6.16,constant,family.housing,1995,1969000000
outlays,army,6.16,constant,revolving.and.management,1995,0
outlays,army,6.16,current,MILPERS,1996,25811000000
outlays,army,6.16,current,O.M.,1996,23807000000
outlays,army,6.16,current,Procurement,1996,8242000000
outlays,army,6.16,current,RDT.E,1996,4757000000
outlays,army,6.16,current,MILCON,1996,2044000000
outlays,army,6.16,current,family.housing,1996,1458000000
outlays,army,6.16,current,revolving.and.management,1996,0
outlays,army,6.16,constant,MILPERS,1996,51813000000
outlays,army,6.16,constant,O.M.,1996,40773000000
outlays,army,6.16,constant,Procurement,1996,12722000000
outlays,army,6.16,constant,RDT.E,1996,7792000000
outlays,army,6.16,constant,MILCON,1996,3252000000
outlays,army,6.16,constant,family.housing,1996,2275000000
outlays,army,6.16,constant,revolving.and.management,1996,0
outlays,army,6.16,current,MILPERS,1997,26196000000
outlays,army,6.16,current,O.M.,1997,22964000000
outlays,army,6.16,current,Procurement,1997,8788000000
outlays,army,6.16,current,RDT.E,1997,4916000000
outlays,army,6.16,current,MILCON,1997,1185000000
outlays,army,6.16,current,family.housing,1997,1330000000
outlays,army,6.16,current,revolving.and.management,1997,0
outlays,army,6.16,constant,MILPERS,1997,50968000000
outlays,army,6.16,constant,O.M.,1997,38577000000
outlays,army,6.16,constant,Procurement,1997,13424000000
outlays,army,6.16,constant,RDT.E,1997,7919000000
outlays,army,6.16,constant,MILCON,1997,1881000000
outlays,army,6.16,constant,family.housing,1997,2040000000
outlays,army,6.16,constant,revolving.and.management,1997,0
outlays,army,6.16,current,MILPERS,1998,26093000000
outlays,army,6.16,current,O.M.,1998,22923000000
outlays,army,6.16,current,Procurement,1998,7342000000
outlays,army,6.16,current,RDT.E,1998,5023000000
outlays,army,6.16,current,MILCON,1998,1335000000
outlays,army,6.16,current,family.housing,1998,1285000000
outlays,army,6.16,current,revolving.and.management,1998,0
outlays,army,6.16,constant,MILPERS,1998,48606000000
outlays,army,6.16,constant,O.M.,1998,37489000000
outlays,army,6.16,constant,Procurement,1998,11086000000
outlays,army,6.16,constant,RDT.E,1998,7894000000
outlays,army,6.16,constant,MILCON,1998,2085000000
outlays,army,6.16,constant,family.housing,1998,1949000000
outlays,army,6.16,constant,revolving.and.management,1998,0
outlays,army,6.16,current,MILPERS,1999,26653000000
outlays,army,6.16,current,O.M.,1999,25216000000
outlays,army,6.16,current,Procurement,1999,9507000000
outlays,army,6.16,current,RDT.E,1999,5031000000
outlays,army,6.16,current,MILCON,1999,1691000000
outlays,army,6.16,current,family.housing,1999,1232000000
outlays,army,6.16,current,revolving.and.management,1999,0
outlays,army,6.16,constant,MILPERS,1999,48155000000
outlays,army,6.16,constant,O.M.,1999,39745000000
outlays,army,6.16,constant,Procurement,1999,14156000000
outlays,army,6.16,constant,RDT.E,1999,7769000000
outlays,army,6.16,constant,MILCON,1999,2569000000
outlays,army,6.16,constant,family.housing,1999,1846000000
outlays,army,6.16,constant,revolving.and.management,1999,0
outlays,army,6.16,current,MILPERS,2000,27729000000
outlays,army,6.16,current,O.M.,2000,26970000000
outlays,army,6.16,current,Procurement,2000,10479000000
outlays,army,6.16,current,RDT.E,2000,5314000000
outlays,army,6.16,current,MILCON,2000,1561000000
outlays,army,6.16,current,family.housing,2000,1150000000
outlays,army,6.16,current,revolving.and.management,2000,62000000
outlays,army,6.16,constant,MILPERS,2000,47778000000
outlays,army,6.16,constant,O.M.,2000,41645000000
outlays,army,6.16,constant,Procurement,2000,15379000000
outlays,army,6.16,constant,RDT.E,2000,7989000000
outlays,army,6.16,constant,MILCON,2000,2333000000
outlays,army,6.16,constant,family.housing,2000,1697000000
outlays,army,6.16,constant,revolving.and.management,2000,90000000
outlays,army,6.16,current,MILPERS,2001,29263000000
outlays,army,6.16,current,O.M.,2001,27781000000
outlays,army,6.16,current,Procurement,2001,11883000000
outlays,army,6.16,current,RDT.E,2001,6263000000
outlays,army,6.16,current,MILCON,2001,1637000000
outlays,army,6.16,current,family.housing,2001,1208000000
outlays,army,6.16,current,revolving.and.management,2001,12000000
outlays,army,6.16,constant,MILPERS,2001,48738000000
outlays,army,6.16,constant,O.M.,2001,41685000000
outlays,army,6.16,constant,Procurement,2001,17207000000
outlays,army,6.16,constant,RDT.E,2001,9220000000
outlays,army,6.16,constant,MILCON,2001,2404000000
outlays,army,6.16,constant,family.housing,2001,1753000000
outlays,army,6.16,constant,revolving.and.management,2001,17000000
outlays,army,6.16,current,MILPERS,2002,32365000000
outlays,army,6.16,current,O.M.,2002,31182000000
outlays,army,6.16,current,Procurement,2002,11597000000
outlays,army,6.16,current,RDT.E,2002,7018000000
outlays,army,6.16,current,MILCON,2002,2510000000
outlays,army,6.16,current,family.housing,2002,1259000000
outlays,army,6.16,current,revolving.and.management,2002,167000000
outlays,army,6.16,constant,MILPERS,2002,50962000000
outlays,army,6.16,constant,O.M.,2002,45875000000
outlays,army,6.16,constant,Procurement,2002,16519000000
outlays,army,6.16,constant,RDT.E,2002,10103000000
outlays,army,6.16,constant,MILCON,2002,3582000000
outlays,army,6.16,constant,family.housing,2002,1797000000
outlays,army,6.16,constant,revolving.and.management,2002,238000000
outlays,army,6.16,current,MILPERS,2003,44203000000
outlays,army,6.16,current,O.M.,2003,51000000000
outlays,army,6.16,current,Procurement,2003,15803000000
outlays,army,6.16,current,RDT.E,2003,7595000000
outlays,army,6.16,current,MILCON,2003,2057000000
outlays,army,6.16,current,family.housing,2003,1362000000
outlays,army,6.16,current,revolving.and.management,2003,249000000
outlays,army,6.16,constant,MILPERS,2003,67339000000
outlays,army,6.16,constant,O.M.,2003,72806000000
outlays,army,6.16,constant,Procurement,2003,22016000000
outlays,army,6.16,constant,RDT.E,2003,10687000000
outlays,army,6.16,constant,MILCON,2003,2863000000
outlays,army,6.16,constant,family.housing,2003,1908000000
outlays,army,6.16,constant,revolving.and.management,2003,349000000
outlays,army,6.16,current,MILPERS,2004,48970000000
outlays,army,6.16,current,O.M.,2004,62365000000
outlays,army,6.16,current,Procurement,2004,16194000000
outlays,army,6.16,current,RDT.E,2004,10202000000
outlays,army,6.16,current,MILCON,2004,2119000000
outlays,army,6.16,current,family.housing,2004,1480000000
outlays,army,6.16,current,revolving.and.management,2004,219000000
outlays,army,6.16,constant,MILPERS,2004,72528000000
outlays,army,6.16,constant,O.M.,2004,86152000000
outlays,army,6.16,constant,Procurement,2004,21977000000
outlays,army,6.16,constant,RDT.E,2004,13933000000
outlays,army,6.16,constant,MILCON,2004,2869000000
outlays,army,6.16,constant,family.housing,2004,2019000000
outlays,army,6.16,constant,revolving.and.management,2004,301000000
outlays,army,6.16,current,MILPERS,2005,51909000000
outlays,army,6.16,current,O.M.,2005,73702000000
outlays,army,6.16,current,Procurement,2005,26014000000
outlays,army,6.16,current,RDT.E,2005,10576000000
outlays,army,6.16,current,MILCON,2005,3564000000
outlays,army,6.16,current,family.housing,2005,1578000000
outlays,army,6.16,current,revolving.and.management,2005,0
outlays,army,6.16,constant,MILPERS,2005,74342000000
outlays,army,6.16,constant,O.M.,2005,97954000000
outlays,army,6.16,constant,Procurement,2005,34369000000
outlays,army,6.16,constant,RDT.E,2005,14002000000
outlays,army,6.16,constant,MILCON,2005,4707000000
outlays,army,6.16,constant,family.housing,2005,2089000000
outlays,army,6.16,constant,revolving.and.management,2005,0
outlays,army,6.16,current,MILPERS,2006,54950000000
outlays,army,6.16,current,O.M.,2006,75726000000
outlays,army,6.16,current,Procurement,2006,28195000000
outlays,army,6.16,current,RDT.E,2006,11683000000
outlays,army,6.16,current,MILCON,2006,4195000000
outlays,army,6.16,current,family.housing,2006,1245000000
outlays,army,6.16,current,revolving.and.management,2006,460000000
outlays,army,6.16,constant,MILPERS,2006,76275000000
outlays,army,6.16,constant,O.M.,2006,97628000000
outlays,army,6.16,constant,Procurement,2006,36385000000
outlays,army,6.16,constant,RDT.E,2006,15058000000
outlays,army,6.16,constant,MILCON,2006,5420000000
outlays,army,6.16,constant,family.housing,2006,1610000000
outlays,army,6.16,constant,revolving.and.management,2006,596000000
outlays,army,6.16,current,MILPERS,2007,57184000000
outlays,army,6.16,current,O.M.,2007,94202000000
outlays,army,6.16,current,Procurement,2007,48761000000
outlays,army,6.16,current,RDT.E,2007,11354000000
outlays,army,6.16,current,MILCON,2007,7820000000
outlays,army,6.16,current,family.housing,2007,1316000000
outlays,army,6.16,current,revolving.and.management,2007,628000000
outlays,army,6.16,constant,MILPERS,2007,77200000000
outlays,army,6.16,constant,O.M.,2007,118767000000
outlays,army,6.16,constant,Procurement,2007,61715000000
outlays,army,6.16,constant,RDT.E,2007,14321000000
outlays,army,6.16,constant,MILCON,2007,9929000000
outlays,army,6.16,constant,family.housing,2007,1670000000
outlays,army,6.16,constant,revolving.and.management,2007,793000000
outlays,army,6.16,current,MILPERS,2008,61851000000
outlays,army,6.16,current,O.M.,2008,98171000000
outlays,army,6.16,current,Procurement,2008,66976000000
outlays,army,6.16,current,RDT.E,2008,12554000000
outlays,army,6.16,current,MILCON,2008,10193000000
outlays,army,6.16,current,family.housing,2008,1150000000
outlays,army,6.16,current,revolving.and.management,2008,1324000000
outlays,army,6.16,constant,MILPERS,2008,80910000000
outlays,army,6.16,constant,O.M.,2008,121116000000
outlays,army,6.16,constant,Procurement,2008,83526000000
outlays,army,6.16,constant,RDT.E,2008,15511000000
outlays,army,6.16,constant,MILCON,2008,12742000000
outlays,army,6.16,constant,family.housing,2008,1429000000
outlays,army,6.16,constant,revolving.and.management,2008,1635000000
outlays,army,6.16,current,MILPERS,2009,66792000000
outlays,army,6.16,current,O.M.,2009,100951000000
outlays,army,6.16,current,Procurement,2009,43577000000
outlays,army,6.16,current,RDT.E,2009,12154000000
outlays,army,6.16,current,MILCON,2009,12026000000
outlays,army,6.16,current,family.housing,2009,1357000000
outlays,army,6.16,current,revolving.and.management,2009,545000000
outlays,army,6.16,constant,MILPERS,2009,84524000000
outlays,army,6.16,constant,O.M.,2009,122876000000
outlays,army,6.16,constant,Procurement,2009,53596000000
outlays,army,6.16,constant,RDT.E,2009,14751000000
outlays,army,6.16,constant,MILCON,2009,14791000000
outlays,army,6.16,constant,family.housing,2009,1662000000
outlays,army,6.16,constant,revolving.and.management,2009,664000000
outlays,army,6.16,current,MILPERS,2010,70612000000
outlays,army,6.16,current,O.M.,2010,110647000000
outlays,army,6.16,current,Procurement,2010,39780000000
outlays,army,6.16,current,RDT.E,2010,11711000000
outlays,army,6.16,current,MILCON,2010,9853000000
outlays,army,6.16,current,family.housing,2010,712000000
outlays,army,6.16,current,revolving.and.management,2010,50000000
outlays,army,6.16,constant,MILPERS,2010,87062000000
outlays,army,6.16,constant,O.M.,2010,132255000000
outlays,army,6.16,constant,Procurement,2010,48123000000
outlays,army,6.16,constant,RDT.E,2010,14072000000
outlays,army,6.16,constant,MILCON,2010,11963000000
outlays,army,6.16,constant,family.housing,2010,857000000
outlays,army,6.16,constant,revolving.and.management,2010,60000000
outlays,army,6.16,current,MILPERS,2011,70116000000
outlays,army,6.16,current,O.M.,2011,114927000000
outlays,army,6.16,current,Procurement,2011,36147000000
outlays,army,6.16,current,RDT.E,2011,9760000000
outlays,army,6.16,current,MILCON,2011,7254000000
outlays,army,6.16,current,family.housing,2011,627000000
outlays,army,6.16,current,revolving.and.management,2011,55000000
outlays,army,6.16,constant,MILPERS,2011,85058000000
outlays,army,6.16,constant,O.M.,2011,135041000000
outlays,army,6.16,constant,Procurement,2011,43013000000
outlays,army,6.16,constant,RDT.E,2011,11462000000
outlays,army,6.16,constant,MILCON,2011,8636000000
outlays,army,6.16,constant,family.housing,2011,742000000
outlays,army,6.16,constant,revolving.and.management,2011,65000000
outlays,army,6.16,current,MILPERS,2012,68512000000
outlays,army,6.16,current,O.M.,2012,98362000000
outlays,army,6.16,current,Procurement,2012,25591000000
outlays,army,6.16,current,RDT.E,2012,8705000000
outlays,army,6.16,current,MILCON,2012,4647000000
outlays,army,6.16,current,family.housing,2012,667000000
outlays,army,6.16,current,revolving.and.management,2012,155000000
outlays,army,6.16,constant,MILPERS,2012,81685000000
outlays,army,6.16,constant,O.M.,2012,113702000000
outlays,army,6.16,constant,Procurement,2012,30003000000
outlays,army,6.16,constant,RDT.E,2012,10103000000
outlays,army,6.16,constant,MILCON,2012,5448000000
outlays,army,6.16,constant,family.housing,2012,780000000
outlays,army,6.16,constant,revolving.and.management,2012,179000000
outlays,army,6.16,current,MILPERS,2013,64870000000
outlays,army,6.16,current,O.M.,2013,80143000000
outlays,army,6.16,current,Procurement,2013,19850000000
outlays,army,6.16,current,RDT.E,2013,8011000000
outlays,army,6.16,current,MILCON,2013,3067000000
outlays,army,6.16,current,family.housing,2013,491000000
outlays,army,6.16,current,revolving.and.management,2013,103000000
outlays,army,6.16,constant,MILPERS,2013,75978000000
outlays,army,6.16,constant,O.M.,2013,91427000000
outlays,army,6.16,constant,Procurement,2013,22957000000
outlays,army,6.16,constant,RDT.E,2013,9198000000
outlays,army,6.16,constant,MILCON,2013,3546000000
outlays,army,6.16,constant,family.housing,2013,565000000
outlays,army,6.16,constant,revolving.and.management,2013,118000000
outlays,army,6.16,current,MILPERS,2014,61970000000
outlays,army,6.16,current,O.M.,2014,72529000000
outlays,army,6.16,current,Procurement,2014,17643000000
outlays,army,6.16,current,RDT.E,2014,7124000000
outlays,army,6.16,current,MILCON,2014,2250000000
outlays,army,6.16,current,family.housing,2014,502000000
outlays,army,6.16,current,revolving.and.management,2014,229000000
outlays,army,6.16,constant,MILPERS,2014,71593000000
outlays,army,6.16,constant,O.M.,2014,81755000000
outlays,army,6.16,constant,Procurement,2014,20135000000
outlays,army,6.16,constant,RDT.E,2014,8087000000
outlays,army,6.16,constant,MILCON,2014,2561000000
outlays,army,6.16,constant,family.housing,2014,570000000
outlays,army,6.16,constant,revolving.and.management,2014,258000000
outlays,army,6.16,current,MILPERS,2015,59245000000
outlays,army,6.16,current,O.M.,2015,65937000000
outlays,army,6.16,current,Procurement,2015,16807000000
outlays,army,6.16,current,RDT.E,2015,6744000000
outlays,army,6.16,current,MILCON,2015,1486000000
outlays,army,6.16,current,family.housing,2015,417000000
outlays,army,6.16,current,revolving.and.management,2015,251000000
outlays,army,6.16,constant,MILPERS,2015,67691000000
outlays,army,6.16,constant,O.M.,2015,73525000000
outlays,army,6.16,constant,Procurement,2015,18893000000
outlays,army,6.16,constant,RDT.E,2015,7562000000
outlays,army,6.16,constant,MILCON,2015,1666000000
outlays,army,6.16,constant,family.housing,2015,467000000
outlays,army,6.16,constant,revolving.and.management,2015,281000000
outlays,army,6.16,current,MILPERS,2016,57856000000
outlays,army,6.16,current,O.M.,2016,63886000000
outlays,army,6.16,current,Procurement,2016,19606000000
outlays,army,6.16,current,RDT.E,2016,7862000000
outlays,army,6.16,current,MILCON,2016,1407000000
outlays,army,6.16,current,family.housing,2016,470000000
outlays,army,6.16,current,revolving.and.management,2016,209000000
outlays,army,6.16,constant,MILPERS,2016,65216000000
outlays,army,6.16,constant,O.M.,2016,70734000000
outlays,army,6.16,constant,Procurement,2016,21643000000
outlays,army,6.16,constant,RDT.E,2016,8684000000
outlays,army,6.16,constant,MILCON,2016,1554000000
outlays,army,6.16,constant,family.housing,2016,519000000
outlays,army,6.16,constant,revolving.and.management,2016,230000000
outlays,army,6.16,current,MILPERS,2017,57612000000
outlays,army,6.16,current,O.M.,2017,68716000000
outlays,army,6.16,current,Procurement,2017,21928000000
outlays,army,6.16,current,RDT.E,2017,8853000000
outlays,army,6.16,current,MILCON,2017,1168000000
outlays,army,6.16,current,family.housing,2017,480000000
outlays,army,6.16,current,revolving.and.management,2017,262000000
outlays,army,6.16,constant,MILPERS,2017,63723000000
outlays,army,6.16,constant,O.M.,2017,74578000000
outlays,army,6.16,constant,Procurement,2017,23730000000
outlays,army,6.16,constant,RDT.E,2017,9589000000
outlays,army,6.16,constant,MILCON,2017,1264000000
outlays,army,6.16,constant,family.housing,2017,519000000
outlays,army,6.16,constant,revolving.and.management,2017,284000000
outlays,army,6.16,current,MILPERS,2018,59852000000
outlays,army,6.16,current,O.M.,2018,74519000000
outlays,army,6.16,current,Procurement,2018,29137000000
outlays,army,6.16,current,RDT.E,2018,11633000000
outlays,army,6.16,current,MILCON,2018,2302000000
outlays,army,6.16,current,family.housing,2018,546000000
outlays,army,6.16,current,revolving.and.management,2018,270000000
outlays,army,6.16,constant,MILPERS,2018,64731000000
outlays,army,6.16,constant,O.M.,2018,79222000000
outlays,army,6.16,constant,Procurement,2018,30917000000
outlays,army,6.16,constant,RDT.E,2018,12351000000
outlays,army,6.16,constant,MILCON,2018,2443000000
outlays,army,6.16,constant,family.housing,2018,579000000
outlays,army,6.16,constant,revolving.and.management,2018,286000000
outlays,army,6.16,current,MILPERS,2019,61143000000
outlays,army,6.16,current,O.M.,2019,78062000000
outlays,army,6.16,current,Procurement,2019,27846000000
outlays,army,6.16,current,RDT.E,2019,11371000000
outlays,army,6.16,current,MILCON,2019,1791000000
outlays,army,6.16,current,family.housing,2019,705000000
outlays,army,6.16,current,revolving.and.management,2019,247000000
outlays,army,6.16,constant,MILPERS,2019,64570000000
outlays,army,6.16,constant,O.M.,2019,81202000000
outlays,army,6.16,constant,Procurement,2019,28971000000
outlays,army,6.16,constant,RDT.E,2019,11841000000
outlays,army,6.16,constant,MILCON,2019,1864000000
outlays,army,6.16,constant,family.housing,2019,734000000
outlays,army,6.16,constant,revolving.and.management,2019,257000000
outlays,army,6.16,current,MILPERS,2020,62638000000
outlays,army,6.16,current,O.M.,2020,75893000000
outlays,army,6.16,current,Procurement,2020,26107000000
outlays,army,6.16,current,RDT.E,2020,12691000000
outlays,army,6.16,current,MILCON,2020,1964000000
outlays,army,6.16,current,family.housing,2020,549000000
outlays,army,6.16,current,revolving.and.management,2020,248000000
outlays,army,6.16,constant,MILPERS,2020,64362000000
outlays,army,6.16,constant,O.M.,2020,77291000000
outlays,army,6.16,constant,Procurement,2020,26629000000
outlays,army,6.16,constant,RDT.E,2020,12932000000
outlays,army,6.16,constant,MILCON,2020,2003000000
outlays,army,6.16,constant,family.housing,2020,560000000
outlays,army,6.16,constant,revolving.and.management,2020,253000000
outlays,army,6.16,current,MILPERS,2021,65515000000
outlays,army,6.16,current,O.M.,2021,72987000000
outlays,army,6.16,current,Procurement,2021,24948000000
outlays,army,6.16,current,RDT.E,2021,12770000000
outlays,army,6.16,current,MILCON,2021,1142000000
outlays,army,6.16,current,family.housing,2021,487000000
outlays,army,6.16,current,revolving.and.management,2021,77000000
outlays,army,6.16,constant,MILPERS,2021,65515000000
outlays,army,6.16,constant,O.M.,2021,72987000000
outlays,army,6.16,constant,Procurement,2021,24948000000
outlays,army,6.16,constant,RDT.E,2021,12770000000
outlays,army,6.16,constant,MILCON,2021,1142000000
outlays,army,6.16,constant,family.housing,2021,487000000
outlays,army,6.16,constant,revolving.and.management,2021,77000000
outlays,army,6.16,current,MILPERS,2022,65817000000
outlays,army,6.16,current,O.M.,2022,60910000000
outlays,army,6.16,current,Procurement,2022,23811000000
outlays,army,6.16,current,RDT.E,2022,11548000000
outlays,army,6.16,current,MILCON,2022,1605000000
outlays,army,6.16,current,family.housing,2022,493000000
outlays,army,6.16,current,revolving.and.management,2022,62000000
outlays,army,6.16,constant,MILPERS,2022,64165000000
outlays,army,6.16,constant,O.M.,2022,59768000000
outlays,army,6.16,constant,Procurement,2022,23344000000
outlays,army,6.16,constant,RDT.E,2022,11327000000
outlays,army,6.16,constant,MILCON,2022,1574000000
outlays,army,6.16,constant,family.housing,2022,483000000
outlays,army,6.16,constant,revolving.and.management,2022,61000000
outlays,army,6.16,current,MILPERS,2023,67844000000
outlays,army,6.16,current,O.M.,2023,61962000000
outlays,army,6.16,current,Procurement,2023,25809000000
outlays,army,6.16,current,RDT.E,2023,10403000000
outlays,army,6.16,current,MILCON,2023,1327000000
outlays,army,6.16,current,family.housing,2023,467000000
outlays,army,6.16,current,revolving.and.management,2023,57000000
outlays,army,6.16,constant,MILPERS,2023,64525000000
outlays,army,6.16,constant,O.M.,2023,59573000000
outlays,army,6.16,constant,Procurement,2023,24807000000
outlays,army,6.16,constant,RDT.E,2023,10001000000
outlays,army,6.16,constant,MILCON,2023,1276000000
outlays,army,6.16,constant,family.housing,2023,449000000
outlays,army,6.16,constant,revolving.and.management,2023,55000000
outlays,army,6.16,current,MILPERS,2024,69838000000
outlays,army,6.16,current,O.M.,2024,64282000000
outlays,army,6.16,current,Procurement,2024,27341000000
outlays,army,6.16,current,RDT.E,2024,9802000000
outlays,army,6.16,current,MILCON,2024,1572000000
outlays,army,6.16,current,family.housing,2024,583000000
outlays,army,6.16,current,revolving.and.management,2024,58000000
outlays,army,6.16,constant,MILPERS,2024,64797000000
outlays,army,6.16,constant,O.M.,2024,60575000000
outlays,army,6.16,constant,Procurement,2024,25764000000
outlays,army,6.16,constant,RDT.E,2024,9236000000
outlays,army,6.16,constant,MILCON,2024,1481000000
outlays,army,6.16,constant,family.housing,2024,550000000
outlays,army,6.16,constant,revolving.and.management,2024,54000000
outlays,army,6.16,current,MILPERS,2025,71478000000
outlays,army,6.16,current,O.M.,2025,66666000000
outlays,army,6.16,current,Procurement,2025,27401000000
outlays,army,6.16,current,RDT.E,2025,10095000000
