budget.type,service,source.table,deflator.type,public.law.title,FY,amount
outlays,army,6.16,current,MILCON,2025,1516000000
outlays,army,6.16,current,family.housing,2025,569000000
outlays,army,6.16,current,revolving.and.management,2025,58000000
outlays,army,6.16,constant,MILPERS,2025,64691000000
outlays,army,6.16,constant,O.M.,2025,61578000000
outlays,army,6.16,constant,Procurement,2025,25314000000
outlays,army,6.16,constant,RDT.E,2025,9324000000
outlays,army,6.16,constant,MILCON,2025,1400000000
outlays,army,6.16,constant,family.housing,2025,526000000
outlays,army,6.16,constant,revolving.and.management,2025,54000000
outlays,navy,6.17,current,MILPERS,1948,1509000000
outlays,navy,6.17,current,O.M.,1948,1414000000
outlays,navy,6.17,current,Procurement,1948,1285000000
outlays,navy,6.17,current,RDT.E,1948,168000000
outlays,navy,6.17,current,MILCON,1948,93000000
outlays,navy,6.17,current,family.housing,1948,0
outlays,navy,6.17,current,revolving.and.management,1948,0
outlays,navy,6.17,constant,MILPERS,1948,33947000000
outlays,navy,6.17,constant,O.M.,1948,25207000000
outlays,navy,6.17,constant,Procurement,1948,15025000000
outlays,navy,6.17,constant,RDT.E,1948,2122000000
outlays,navy,6.17,constant,MILCON,1948,882000000
outlays,navy,6.17,constant,family.housing,1948,0
outlays,navy,6.17,constant,revolving.and.management,1948,0
outlays,navy,6.17,current,MILPERS,1949,1478000000
outlays,navy,6.17,current,O.M.,1949,1585000000
outlays,navy,6.17,current,Procurement,1949,1382000000
outlays,navy,6.17,current,RDT.E,1949,181000000
outlays,navy,6.17,current,MILCON,1949,100000000
outlays,navy,6.17,current,family.housing,1949,0
outlays,navy,6.17,current,revolving.and.management,1949,0
outlays,navy,6.17,constant,MILPERS,1949,33327000000
outlays,navy,6.17,constant,O.M.,1949,26262000000
outlays,navy,6.17,constant,Procurement,1949,15467000000
outlays,navy,6.17,constant,RDT.E,1949,1635000000
outlays,navy,6.17,constant,MILCON,1949,925000000
outlays,navy,6.17,constant,family.housing,1949,0
outlays,navy,6.17,constant,revolving.and.management,1949,0
outlays,navy,6.17,current,MILPERS,1950,1623000000
outlays,navy,6.17,current,O.M.,1950,1415000000
outlays,navy,6.17,current,Procurement,1950,1160000000
outlays,navy,6.17,current,RDT.E,1950,234000000
outlays,navy,6.17,current,MILCON,1950,85000000
outlays,navy,6.17,current,family.housing,1950,0
outlays,navy,6.17,current,revolving.and.management,1950,0
outlays,navy,6.17,constant,MILPERS,1950,33661000000
outlays,navy,6.17,constant,O.M.,1950,23127000000
outlays,navy,6.17,constant,Procurement,1950,12679000000
outlays,navy,6.17,constant,RDT.E,1950,2606000000
outlays,navy,6.17,constant,MILCON,1950,776000000
outlays,navy,6.17,constant,family.housing,1950,0
outlays,navy,6.17,constant,revolving.and.management,1950,0
outlays,navy,6.17,current,MILPERS,1951,2319000000
outlays,navy,6.17,current,O.M.,1951,2938000000
outlays,navy,6.17,current,Procurement,1951,6137000000
outlays,navy,6.17,current,RDT.E,1951,432000000
outlays,navy,6.17,current,MILCON,1951,387000000
outlays,navy,6.17,current,family.housing,1951,0
outlays,navy,6.17,current,revolving.and.management,1951,0
outlays,navy,6.17,constant,MILPERS,1951,44965000000
outlays,navy,6.17,constant,O.M.,1951,40531000000
outlays,navy,6.17,constant,Procurement,1951,58778000000
outlays,navy,6.17,constant,RDT.E,1951,4665000000
outlays,navy,6.17,constant,MILCON,1951,3484000000
outlays,navy,6.17,constant,family.housing,1951,0
outlays,navy,6.17,constant,revolving.and.management,1951,0
outlays,navy,6.17,current,MILPERS,1952,3152000000
outlays,navy,6.17,current,O.M.,1952,3409000000
outlays,navy,6.17,current,Procurement,1952,7578000000
outlays,navy,6.17,current,RDT.E,1952,543000000
outlays,navy,6.17,current,MILCON,1952,464000000
outlays,navy,6.17,current,family.housing,1952,0
outlays,navy,6.17,current,revolving.and.management,1952,0
outlays,navy,6.17,constant,MILPERS,1952,62070000000
outlays,navy,6.17,constant,O.M.,1952,45488000000
outlays,navy,6.17,constant,Procurement,1952,81037000000
outlays,navy,6.17,constant,RDT.E,1952,5729000000
outlays,navy,6.17,constant,MILCON,1952,4070000000
outlays,navy,6.17,constant,family.housing,1952,0
outlays,navy,6.17,constant,revolving.and.management,1952,0
outlays,navy,6.17,current,MILPERS,1953,3413000000
outlays,navy,6.17,current,O.M.,1953,2797000000
outlays,navy,6.17,current,Procurement,1953,4628000000
outlays,navy,6.17,current,RDT.E,1953,493000000
outlays,navy,6.17,current,MILCON,1953,430000000
outlays,navy,6.17,current,family.housing,1953,0
outlays,navy,6.17,current,revolving.and.management,1953,0
outlays,navy,6.17,constant,MILPERS,1953,63042000000
outlays,navy,6.17,constant,O.M.,1953,41287000000
outlays,navy,6.17,constant,Procurement,1953,46791000000
outlays,navy,6.17,constant,RDT.E,1953,5330000000
outlays,navy,6.17,constant,MILCON,1953,3675000000
outlays,navy,6.17,constant,family.housing,1953,0
outlays,navy,6.17,constant,revolving.and.management,1953,0
outlays,navy,6.17,current,MILPERS,1954,3199000000
outlays,navy,6.17,current,O.M.,1954,2356000000
outlays,navy,6.17,current,Procurement,1954,1764000000
outlays,navy,6.17,current,RDT.E,1954,548000000
outlays,navy,6.17,current,MILCON,1954,213000000
outlays,navy,6.17,current,family.housing,1954,0
outlays,navy,6.17,current,revolving.and.management,1954,0
outlays,navy,6.17,constant,MILPERS,1954,60128000000
outlays,navy,6.17,constant,O.M.,1954,35701000000
outlays,navy,6.17,constant,Procurement,1954,20886000000
outlays,navy,6.17,constant,RDT.E,1954,5685000000
outlays,navy,6.17,constant,MILCON,1954,1799000000
outlays,navy,6.17,constant,family.housing,1954,0
outlays,navy,6.17,constant,revolving.and.management,1954,0
outlays,navy,6.17,current,MILPERS,1955,3080000000
outlays,navy,6.17,current,O.M.,1955,2332000000
outlays,navy,6.17,current,Procurement,1955,3726000000
outlays,navy,6.17,current,RDT.E,1955,617000000
outlays,navy,6.17,current,MILCON,1955,237000000
outlays,navy,6.17,current,family.housing,1955,0
outlays,navy,6.17,current,revolving.and.management,1955,0
outlays,navy,6.17,constant,MILPERS,1955,56036000000
outlays,navy,6.17,constant,O.M.,1955,33984000000
outlays,navy,6.17,constant,Procurement,1955,37747000000
outlays,navy,6.17,constant,RDT.E,1955,6042000000
outlays,navy,6.17,constant,MILCON,1955,1919000000
outlays,navy,6.17,constant,family.housing,1955,0
outlays,navy,6.17,constant,revolving.and.management,1955,0
outlays,navy,6.17,current,MILPERS,1956,3164000000
outlays,navy,6.17,current,O.M.,1956,2341000000
outlays,navy,6.17,current,Procurement,1956,3960000000
outlays,navy,6.17,current,RDT.E,1956,716000000
outlays,navy,6.17,current,MILCON,1956,433000000
outlays,navy,6.17,current,family.housing,1956,0
outlays,navy,6.17,current,revolving.and.management,1956,0
outlays,navy,6.17,constant,MILPERS,1956,54908000000
outlays,navy,6.17,constant,O.M.,1956,32683000000
outlays,navy,6.17,constant,Procurement,1956,40359000000
outlays,navy,6.17,constant,RDT.E,1956,6505000000
outlays,navy,6.17,constant,MILCON,1956,3345000000
outlays,navy,6.17,constant,family.housing,1956,0
outlays,navy,6.17,constant,revolving.and.management,1956,0
outlays,navy,6.17,current,MILPERS,1957,3194000000
outlays,navy,6.17,current,O.M.,1957,2431000000
outlays,navy,6.17,current,Procurement,1957,3973000000
outlays,navy,6.17,current,RDT.E,1957,778000000
outlays,navy,6.17,current,MILCON,1957,427000000
outlays,navy,6.17,current,family.housing,1957,0
outlays,navy,6.17,current,revolving.and.management,1957,0
outlays,navy,6.17,constant,MILPERS,1957,56115000000
outlays,navy,6.17,constant,O.M.,1957,32528000000
outlays,navy,6.17,constant,Procurement,1957,39499000000
outlays,navy,6.17,constant,RDT.E,1957,6774000000
outlays,navy,6.17,constant,MILCON,1957,3271000000
outlays,navy,6.17,constant,family.housing,1957,0
outlays,navy,6.17,constant,revolving.and.management,1957,0
outlays,navy,6.17,current,MILPERS,1958,3186000000
outlays,navy,6.17,current,O.M.,1958,2592000000
outlays,navy,6.17,current,Procurement,1958,4577000000
outlays,navy,6.17,current,RDT.E,1958,878000000
outlays,navy,6.17,current,MILCON,1958,318000000
outlays,navy,6.17,current,family.housing,1958,0
outlays,navy,6.17,current,revolving.and.management,1958,0
outlays,navy,6.17,constant,MILPERS,1958,53055000000
outlays,navy,6.17,constant,O.M.,1958,32223000000
outlays,navy,6.17,constant,Procurement,1958,45963000000
outlays,navy,6.17,constant,RDT.E,1958,7419000000
outlays,navy,6.17,constant,MILCON,1958,2451000000
outlays,navy,6.17,constant,family.housing,1958,0
outlays,navy,6.17,constant,revolving.and.management,1958,0
outlays,navy,6.17,current,MILPERS,1959,3291000000
outlays,navy,6.17,current,O.M.,1959,2680000000
outlays,navy,6.17,current,Procurement,1959,4404000000
outlays,navy,6.17,current,RDT.E,1959,1419000000
outlays,navy,6.17,current,MILCON,1959,354000000
outlays,navy,6.17,current,family.housing,1959,0
outlays,navy,6.17,current,revolving.and.management,1959,0
outlays,navy,6.17,constant,MILPERS,1959,51603000000
outlays,navy,6.17,constant,O.M.,1959,31562000000
outlays,navy,6.17,constant,Procurement,1959,45045000000
outlays,navy,6.17,constant,RDT.E,1959,11297000000
outlays,navy,6.17,constant,MILCON,1959,2717000000
outlays,navy,6.17,constant,family.housing,1959,0
outlays,navy,6.17,constant,revolving.and.management,1959,0
outlays,navy,6.17,current,MILPERS,1960,3255000000
outlays,navy,6.17,current,O.M.,1960,2751000000
outlays,navy,6.17,current,Procurement,1960,3985000000
outlays,navy,6.17,current,RDT.E,1960,1495000000
outlays,navy,6.17,current,MILCON,1960,241000000
outlays,navy,6.17,current,family.housing,1960,0
outlays,navy,6.17,current,revolving.and.management,1960,0
outlays,navy,6.17,constant,MILPERS,1960,50288000000
outlays,navy,6.17,constant,O.M.,1960,30988000000
outlays,navy,6.17,constant,Procurement,1960,39410000000
outlays,navy,6.17,constant,RDT.E,1960,11766000000
outlays,navy,6.17,constant,MILCON,1960,1865000000
outlays,navy,6.17,constant,family.housing,1960,0
outlays,navy,6.17,constant,revolving.and.management,1960,0
outlays,navy,6.17,current,MILPERS,1961,3287000000
outlays,navy,6.17,current,O.M.,1961,2750000000
outlays,navy,6.17,current,Procurement,1961,5241000000
outlays,navy,6.17,current,RDT.E,1961,1371000000
outlays,navy,6.17,current,MILCON,1961,172000000
outlays,navy,6.17,current,family.housing,1961,0
outlays,navy,6.17,current,revolving.and.management,1961,0
outlays,navy,6.17,constant,MILPERS,1961,50260000000
outlays,navy,6.17,constant,O.M.,1961,29402000000
outlays,navy,6.17,constant,Procurement,1961,51748000000
outlays,navy,6.17,constant,RDT.E,1961,10782000000
outlays,navy,6.17,constant,MILCON,1961,1325000000
outlays,navy,6.17,constant,family.housing,1961,0
outlays,navy,6.17,constant,revolving.and.management,1961,0
outlays,navy,6.17,current,MILPERS,1962,3431000000
outlays,navy,6.17,current,O.M.,1962,3009000000
outlays,navy,6.17,current,Procurement,1962,6687000000
outlays,navy,6.17,current,RDT.E,1962,1306000000
outlays,navy,6.17,current,MILCON,1962,158000000
outlays,navy,6.17,current,family.housing,1962,0
outlays,navy,6.17,current,revolving.and.management,1962,0
outlays,navy,6.17,constant,MILPERS,1962,53047000000
outlays,navy,6.17,constant,O.M.,1962,31766000000
outlays,navy,6.17,constant,Procurement,1962,62132000000
outlays,navy,6.17,constant,RDT.E,1962,10319000000
outlays,navy,6.17,constant,MILCON,1962,1194000000
outlays,navy,6.17,constant,family.housing,1962,0
outlays,navy,6.17,constant,revolving.and.management,1962,0
outlays,navy,6.17,current,MILPERS,1963,3497000000
outlays,navy,6.17,current,O.M.,1963,2988000000
outlays,navy,6.17,current,Procurement,1963,6454000000
outlays,navy,6.17,current,RDT.E,1963,1484000000
outlays,navy,6.17,current,MILCON,1963,235000000
outlays,navy,6.17,current,family.housing,1963,0
outlays,navy,6.17,current,revolving.and.management,1963,0
outlays,navy,6.17,constant,MILPERS,1963,53323000000
outlays,navy,6.17,constant,O.M.,1963,30313000000
outlays,navy,6.17,constant,Procurement,1963,59001000000
outlays,navy,6.17,constant,RDT.E,1963,11487000000
outlays,navy,6.17,constant,MILCON,1963,1712000000
outlays,navy,6.17,constant,family.housing,1963,0
outlays,navy,6.17,constant,revolving.and.management,1963,0
outlays,navy,6.17,current,MILPERS,1964,3826000000
outlays,navy,6.17,current,O.M.,1964,3080000000
outlays,navy,6.17,current,Procurement,1964,5793000000
outlays,navy,6.17,current,RDT.E,1964,1548000000
outlays,navy,6.17,current,MILCON,1964,202000000
outlays,navy,6.17,current,family.housing,1964,0
outlays,navy,6.17,current,revolving.and.management,1964,0
outlays,navy,6.17,constant,MILPERS,1964,54195000000
outlays,navy,6.17,constant,O.M.,1964,30724000000
outlays,navy,6.17,constant,Procurement,1964,50336000000
outlays,navy,6.17,constant,RDT.E,1964,11843000000
outlays,navy,6.17,constant,MILCON,1964,1439000000
outlays,navy,6.17,constant,family.housing,1964,0
outlays,navy,6.17,constant,revolving.and.management,1964,0
outlays,navy,6.17,current,MILPERS,1965,4017000000
outlays,navy,6.17,current,O.M.,1965,3427000000
outlays,navy,6.17,current,Procurement,1965,5747000000
outlays,navy,6.17,current,RDT.E,1965,1389000000
outlays,navy,6.17,current,MILCON,1965,275000000
outlays,navy,6.17,current,family.housing,1965,0
outlays,navy,6.17,current,revolving.and.management,1965,0
outlays,navy,6.17,constant,MILPERS,1965,54952000000
outlays,navy,6.17,constant,O.M.,1965,32059000000
outlays,navy,6.17,constant,Procurement,1965,47844000000
outlays,navy,6.17,constant,RDT.E,1965,10458000000
outlays,navy,6.17,constant,MILCON,1965,1873000000
outlays,navy,6.17,constant,family.housing,1965,0
outlays,navy,6.17,constant,revolving.and.management,1965,0
outlays,navy,6.17,current,MILPERS,1966,4710000000
outlays,navy,6.17,current,O.M.,1966,4268000000
outlays,navy,6.17,current,Procurement,1966,7985000000
outlays,navy,6.17,current,RDT.E,1966,1565000000
outlays,navy,6.17,current,MILCON,1966,656000000
outlays,navy,6.17,current,family.housing,1966,0
outlays,navy,6.17,current,revolving.and.management,1966,0
outlays,navy,6.17,constant,MILPERS,1966,58669000000
outlays,navy,6.17,constant,O.M.,1966,37459000000
outlays,navy,6.17,constant,Procurement,1966,60413000000
outlays,navy,6.17,constant,RDT.E,1966,11327000000
outlays,navy,6.17,constant,MILCON,1966,4199000000
outlays,navy,6.17,constant,family.housing,1966,0
outlays,navy,6.17,constant,revolving.and.management,1966,0
outlays,navy,6.17,current,MILPERS,1967,5324000000
outlays,navy,6.17,current,O.M.,1967,5045000000
outlays,navy,6.17,current,Procurement,1967,8605000000
outlays,navy,6.17,current,RDT.E,1967,1921000000
outlays,navy,6.17,current,MILCON,1967,295000000
outlays,navy,6.17,current,family.housing,1967,0
outlays,navy,6.17,current,revolving.and.management,1967,0
outlays,navy,6.17,constant,MILPERS,1967,63131000000
outlays,navy,6.17,constant,O.M.,1967,42537000000
outlays,navy,6.17,constant,Procurement,1967,62703000000
outlays,navy,6.17,constant,RDT.E,1967,13274000000
outlays,navy,6.17,constant,MILCON,1967,1880000000
outlays,navy,6.17,constant,family.housing,1967,0
outlays,navy,6.17,constant,revolving.and.management,1967,0
outlays,navy,6.17,current,MILPERS,1968,5745000000
outlays,navy,6.17,current,O.M.,1968,5402000000
outlays,navy,6.17,current,Procurement,1968,7225000000
outlays,navy,6.17,current,RDT.E,1968,1878000000
outlays,navy,6.17,current,MILCON,1968,530000000
outlays,navy,6.17,current,family.housing,1968,0
outlays,navy,6.17,current,revolving.and.management,1968,0
outlays,navy,6.17,constant,MILPERS,1968,64911000000
outlays,navy,6.17,constant,O.M.,1968,44442000000
outlays,navy,6.17,constant,Procurement,1968,48859000000
outlays,navy,6.17,constant,RDT.E,1968,12696000000
outlays,navy,6.17,constant,MILCON,1968,3186000000
outlays,navy,6.17,constant,family.housing,1968,0
outlays,navy,6.17,constant,revolving.and.management,1968,0
outlays,navy,6.17,current,MILPERS,1969,6147000000
outlays,navy,6.17,current,O.M.,1969,5819000000
outlays,navy,6.17,current,Procurement,1969,7096000000
outlays,navy,6.17,current,RDT.E,1969,2178000000
outlays,navy,6.17,current,MILCON,1969,312000000
outlays,navy,6.17,current,family.housing,1969,0
outlays,navy,6.17,current,revolving.and.management,1969,0
outlays,navy,6.17,constant,MILPERS,1969,65582000000
outlays,navy,6.17,constant,O.M.,1969,45065000000
outlays,navy,6.17,constant,Procurement,1969,45838000000
outlays,navy,6.17,constant,RDT.E,1969,14062000000
outlays,navy,6.17,constant,MILCON,1969,1843000000
outlays,navy,6.17,constant,family.housing,1969,0
outlays,navy,6.17,constant,revolving.and.management,1969,0
outlays,navy,6.17,current,MILPERS,1970,6672000000
outlays,navy,6.17,current,O.M.,1970,5629000000
outlays,navy,6.17,current,Procurement,1970,7572000000
outlays,navy,6.17,current,RDT.E,1970,2267000000
outlays,navy,6.17,current,MILCON,1970,322000000
outlays,navy,6.17,current,family.housing,1970,0
outlays,navy,6.17,current,revolving.and.management,1970,0
outlays,navy,6.17,constant,MILPERS,1970,63111000000
outlays,navy,6.17,constant,O.M.,1970,41141000000
outlays,navy,6.17,constant,Procurement,1970,47503000000
outlays,navy,6.17,constant,RDT.E,1970,13743000000
outlays,navy,6.17,constant,MILCON,1970,1763000000
outlays,navy,6.17,constant,family.housing,1970,0
outlays,navy,6.17,constant,revolving.and.management,1970,0
outlays,navy,6.17,current,MILPERS,1971,6383000000
outlays,navy,6.17,current,O.M.,1971,5350000000
outlays,navy,6.17,current,Procurement,1971,7434000000
outlays,navy,6.17,current,RDT.E,1971,2199000000
outlays,navy,6.17,current,MILCON,1971,326000000
outlays,navy,6.17,current,family.housing,1971,0
outlays,navy,6.17,current,revolving.and.management,1971,0
outlays,navy,6.17,constant,MILPERS,1971,56472000000
outlays,navy,6.17,constant,O.M.,1971,36865000000
outlays,navy,6.17,constant,Procurement,1971,43104000000
outlays,navy,6.17,constant,RDT.E,1971,12683000000
outlays,navy,6.17,constant,MILCON,1971,1635000000
outlays,navy,6.17,constant,family.housing,1971,0
outlays,navy,6.17,constant,revolving.and.management,1971,0
outlays,navy,6.17,current,MILPERS,1972,6803000000
outlays,navy,6.17,current,O.M.,1972,5636000000
outlays,navy,6.17,current,Procurement,1972,8795000000
outlays,navy,6.17,current,RDT.E,1972,2411000000
outlays,navy,6.17,current,MILCON,1972,395000000
outlays,navy,6.17,current,family.housing,1972,0
outlays,navy,6.17,current,revolving.and.management,1972,0
outlays,navy,6.17,constant,MILPERS,1972,52701000000
outlays,navy,6.17,constant,O.M.,1972,37662000000
outlays,navy,6.17,constant,Procurement,1972,47453000000
outlays,navy,6.17,constant,RDT.E,1972,13099000000
outlays,navy,6.17,constant,MILCON,1972,1809000000
outlays,navy,6.17,constant,family.housing,1972,0
outlays,navy,6.17,constant,revolving.and.management,1972,0
outlays,navy,6.17,current,MILPERS,1973,7340000000
outlays,navy,6.17,current,O.M.,1973,5939000000
outlays,navy,6.17,current,Procurement,1973,8956000000
outlays,navy,6.17,current,RDT.E,1973,2542000000
outlays,navy,6.17,current,MILCON,1973,548000000
outlays,navy,6.17,current,family.housing,1973,0
outlays,navy,6.17,current,revolving.and.management,1973,0
outlays,navy,6.17,constant,MILPERS,1973,51133000000
outlays,navy,6.17,constant,O.M.,1973,36991000000
outlays,navy,6.17,constant,Procurement,1973,44460000000
outlays,navy,6.17,constant,RDT.E,1973,12790000000
outlays,navy,6.17,constant,MILCON,1973,2225000000
outlays,navy,6.17,constant,family.housing,1973,0
outlays,navy,6.17,constant,revolving.and.management,1973,0
outlays,navy,6.17,current,MILPERS,1974,7502000000
outlays,navy,6.17,current,O.M.,1974,7205000000
outlays,navy,6.17,current,Procurement,1974,8830000000
outlays,navy,6.17,current,RDT.E,1974,2704000000
outlays,navy,6.17,current,MILCON,1974,692000000
outlays,navy,6.17,current,family.housing,1974,0
outlays,navy,6.17,current,revolving.and.management,1974,0
outlays,navy,6.17,constant,MILPERS,1974,48900000000
outlays,navy,6.17,constant,O.M.,1974,39652000000
outlays,navy,6.17,constant,Procurement,1974,39657000000
outlays,navy,6.17,constant,RDT.E,1974,12318000000
outlays,navy,6.17,constant,MILCON,1974,2534000000
outlays,navy,6.17,constant,family.housing,1974,0
outlays,navy,6.17,constant,revolving.and.management,1974,0
outlays,navy,6.17,current,MILPERS,1975,7833000000
outlays,navy,6.17,current,O.M.,1975,8057000000
outlays,navy,6.17,current,Procurement,1975,8409000000
outlays,navy,6.17,current,RDT.E,1975,3052000000
outlays,navy,6.17,current,MILCON,1975,611000000
outlays,navy,6.17,current,family.housing,1975,0
outlays,navy,6.17,current,revolving.and.management,1975,0
outlays,navy,6.17,constant,MILPERS,1975,47537000000
outlays,navy,6.17,constant,O.M.,1975,41390000000
outlays,navy,6.17,constant,Procurement,1975,33704000000
outlays,navy,6.17,constant,RDT.E,1975,12556000000
outlays,navy,6.17,constant,MILCON,1975,2058000000
outlays,navy,6.17,constant,family.housing,1975,0
outlays,navy,6.17,constant,revolving.and.management,1975,0
outlays,navy,6.17,current,MILPERS,1976,8039000000
outlays,navy,6.17,current,O.M.,1976,9236000000
outlays,navy,6.17,current,Procurement,1976,10077000000
outlays,navy,6.17,current,RDT.E,1976,3314000000
outlays,navy,6.17,current,MILCON,1976,681000000
outlays,navy,6.17,current,family.housing,1976,0
outlays,navy,6.17,current,revolving.and.management,1976,12000000
outlays,navy,6.17,constant,MILPERS,1976,46165000000
outlays,navy,6.17,constant,O.M.,1976,42427000000
outlays,navy,6.17,constant,Procurement,1976,36263000000
outlays,navy,6.17,constant,RDT.E,1976,12375000000
outlays,navy,6.17,constant,MILCON,1976,2124000000
outlays,navy,6.17,constant,family.housing,1976,0
outlays,navy,6.17,constant,revolving.and.management,1976,47000000
outlays,navy,6.17,current,MILPERS,1977,8278000000
outlays,navy,6.17,current,O.M.,1977,10577000000
outlays,navy,6.17,current,Procurement,1977,13049000000
outlays,navy,6.17,current,RDT.E,1977,3797000000
outlays,navy,6.17,current,MILCON,1977,613000000
outlays,navy,6.17,current,family.housing,1977,0
outlays,navy,6.17,current,revolving.and.management,1977,38000000
outlays,navy,6.17,constant,MILPERS,1977,44994000000
outlays,navy,6.17,constant,O.M.,1977,44992000000
outlays,navy,6.17,constant,Procurement,1977,45428000000
outlays,navy,6.17,constant,RDT.E,1977,13493000000
outlays,navy,6.17,constant,MILCON,1977,1881000000
outlays,navy,6.17,constant,family.housing,1977,0
outlays,navy,6.17,constant,revolving.and.management,1977,138000000
outlays,navy,6.17,current,MILPERS,1978,8744000000
outlays,navy,6.17,current,O.M.,1978,12019000000
outlays,navy,6.17,current,Procurement,1978,14098000000
outlays,navy,6.17,current,RDT.E,1978,4054000000
outlays,navy,6.17,current,MILCON,1978,558000000
outlays,navy,6.17,current,family.housing,1978,0
outlays,navy,6.17,current,revolving.and.management,1978,32000000
outlays,navy,6.17,constant,MILPERS,1978,44417000000
outlays,navy,6.17,constant,O.M.,1978,46593000000
outlays,navy,6.17,constant,Procurement,1978,44905000000
outlays,navy,6.17,constant,RDT.E,1978,13225000000
outlays,navy,6.17,constant,MILCON,1978,1596000000
outlays,navy,6.17,constant,family.housing,1978,0
outlays,navy,6.17,constant,revolving.and.management,1978,107000000
outlays,navy,6.17,current,MILPERS,1979,9192000000
outlays,navy,6.17,current,O.M.,1979,13039000000
outlays,navy,6.17,current,Procurement,1979,14215000000
outlays,navy,6.17,current,RDT.E,1979,4456000000
outlays,navy,6.17,current,MILCON,1979,792000000
outlays,navy,6.17,current,family.housing,1979,0
outlays,navy,6.17,current,revolving.and.management,1979,0
outlays,navy,6.17,constant,MILPERS,1979,43921000000
outlays,navy,6.17,constant,O.M.,1979,48205000000
outlays,navy,6.17,constant,Procurement,1979,40913000000
outlays,navy,6.17,constant,RDT.E,1979,12668000000
outlays,navy,6.17,constant,MILCON,1979,2081000000
outlays,navy,6.17,constant,family.housing,1979,0
outlays,navy,6.17,constant,revolving.and.management,1979,0
outlays,navy,6.17,current,MILPERS,1980,9948000000
outlays,navy,6.17,current,O.M.,1980,16319000000
outlays,navy,6.17,current,Procurement,1980,15550000000
outlays,navy,6.17,current,RDT.E,1980,4563000000
outlays,navy,6.17,current,MILCON,1980,603000000
outlays,navy,6.17,current,family.housing,1980,0
outlays,navy,6.17,current,revolving.and.management,1980,0
outlays,navy,6.17,constant,MILPERS,1980,44150000000
outlays,navy,6.17,constant,O.M.,1980,51076000000
outlays,navy,6.17,constant,Procurement,1980,40638000000
outlays,navy,6.17,constant,RDT.E,1980,11857000000
outlays,navy,6.17,constant,MILCON,1980,1529000000
outlays,navy,6.17,constant,family.housing,1980,0
outlays,navy,6.17,constant,revolving.and.management,1980,0
outlays,navy,6.17,current,MILPERS,1981,12013000000
outlays,navy,6.17,current,O.M.,1981,19453000000
outlays,navy,6.17,current,Procurement,1981,19731000000
outlays,navy,6.17,current,RDT.E,1981,5022000000
outlays,navy,6.17,current,MILCON,1981,826000000
outlays,navy,6.17,current,family.housing,1981,0
outlays,navy,6.17,current,revolving.and.management,1981,4000000
outlays,navy,6.17,constant,MILPERS,1981,46113000000
outlays,navy,6.17,constant,O.M.,1981,54736000000
outlays,navy,6.17,constant,Procurement,1981,47896000000
outlays,navy,6.17,constant,RDT.E,1981,12140000000
outlays,navy,6.17,constant,MILCON,1981,1978000000
outlays,navy,6.17,constant,family.housing,1981,0
outlays,navy,6.17,constant,revolving.and.management,1981,11000000
outlays,navy,6.17,current,MILPERS,1982,13955000000
outlays,navy,6.17,current,O.M.,1982,21364000000
outlays,navy,6.17,current,Procurement,1982,25382000000
outlays,navy,6.17,current,RDT.E,1982,5827000000
outlays,navy,6.17,current,MILCON,1982,1483000000
outlays,navy,6.17,current,family.housing,1982,0
outlays,navy,6.17,current,revolving.and.management,1982,23000000
outlays,navy,6.17,constant,MILPERS,1982,47128000000
outlays,navy,6.17,constant,O.M.,1982,57257000000
outlays,navy,6.17,constant,Procurement,1982,58158000000
outlays,navy,6.17,constant,RDT.E,1982,13440000000
outlays,navy,6.17,constant,MILCON,1982,3379000000
outlays,navy,6.17,constant,family.housing,1982,0
outlays,navy,6.17,constant,revolving.and.management,1982,53000000
outlays,navy,6.17,current,MILPERS,1983,15013000000
outlays,navy,6.17,current,O.M.,1983,23028000000
outlays,navy,6.17,current,Procurement,1983,32627000000
outlays,navy,6.17,current,RDT.E,1983,6099000000
outlays,navy,6.17,current,MILCON,1983,1100000000
outlays,navy,6.17,current,family.housing,1983,717000000
outlays,navy,6.17,current,revolving.and.management,1983,366000000
outlays,navy,6.17,constant,MILPERS,1983,48673000000
outlays,navy,6.17,constant,O.M.,1983,59981000000
outlays,navy,6.17,constant,Procurement,1983,71362000000
outlays,navy,6.17,constant,RDT.E,1983,13559000000
outlays,navy,6.17,constant,MILCON,1983,2455000000
outlays,navy,6.17,constant,family.housing,1983,1593000000
outlays,navy,6.17,constant,revolving.and.management,1983,824000000
outlays,navy,6.17,current,MILPERS,1984,15869000000
outlays,navy,6.17,current,O.M.,1984,24231000000
outlays,navy,6.17,current,Procurement,1984,30323000000
outlays,navy,6.17,current,RDT.E,1984,7626000000
outlays,navy,6.17,current,MILCON,1984,1253000000
outlays,navy,6.17,current,family.housing,1984,597000000
outlays,navy,6.17,current,revolving.and.management,1984,654000000
outlays,navy,6.17,constant,MILPERS,1984,49122000000
outlays,navy,6.17,constant,O.M.,1984,62011000000
outlays,navy,6.17,constant,Procurement,1984,64133000000
outlays,navy,6.17,constant,RDT.E,1984,16382000000
outlays,navy,6.17,constant,MILCON,1984,2703000000
outlays,navy,6.17,constant,family.housing,1984,1286000000
outlays,navy,6.17,constant,revolving.and.management,1984,1418000000
outlays,navy,6.17,current,MILPERS,1985,22366000000
outlays,navy,6.17,current,O.M.,1985,27456000000
