source.table,fy,current.constant,usa.or.foreign,direct.indirect.hire,pay.type,amount
tbl_6-15,2006,constant,foreign,indirect.hire,foreign.national.indirect.hire,1470136000
tbl_6-15,2007,constant,us,direct.hire,general.schedule,58790612000
tbl_6-15,2007,constant,us,direct.hire,wage.board,11804272000
tbl_6-15,2007,constant,foreign,direct.hire,foreign.nationals.direct.hire,517982000
tbl_6-15,2007,constant,foreign,indirect.hire,foreign.national.indirect.hire,1506960000
tbl_6-15,2008,constant,us,direct.hire,general.schedule,59653762000
tbl_6-15,2008,constant,us,direct.hire,wage.board,12294152000
tbl_6-15,2008,constant,foreign,direct.hire,foreign.nationals.direct.hire,565796000
tbl_6-15,2008,constant,foreign,indirect.hire,foreign.national.indirect.hire,1449192000
tbl_6-15,2009,constant,us,direct.hire,general.schedule,63442248000
tbl_6-15,2009,constant,us,direct.hire,wage.board,11691453000
tbl_6-15,2009,constant,foreign,direct.hire,foreign.nationals.direct.hire,582865000
tbl_6-15,2009,constant,foreign,indirect.hire,foreign.national.indirect.hire,1425319000
tbl_6-15,2010,constant,us,direct.hire,general.schedule,63204972000
tbl_6-15,2010,constant,us,direct.hire,wage.board,11928085000
tbl_6-15,2010,constant,foreign,direct.hire,foreign.nationals.direct.hire,563947000
tbl_6-15,2010,constant,foreign,indirect.hire,foreign.national.indirect.hire,1445808000
tbl_6-15,2011,constant,us,direct.hire,general.schedule,70981899000
tbl_6-15,2011,constant,us,direct.hire,wage.board,12986887000
tbl_6-15,2011,constant,foreign,direct.hire,foreign.nationals.direct.hire,1171205000
tbl_6-15,2011,constant,foreign,indirect.hire,foreign.national.indirect.hire,1834657000
tbl_6-15,2012,constant,us,direct.hire,general.schedule,74158884000
tbl_6-15,2012,constant,us,direct.hire,wage.board,11825104000
tbl_6-15,2012,constant,foreign,direct.hire,foreign.nationals.direct.hire,530845000
tbl_6-15,2012,constant,foreign,indirect.hire,foreign.national.indirect.hire,1375714000
tbl_6-15,2013,constant,us,direct.hire,general.schedule,73596649000
tbl_6-15,2013,constant,us,direct.hire,wage.board,10923279000
tbl_6-15,2013,constant,foreign,direct.hire,foreign.nationals.direct.hire,544140000
tbl_6-15,2013,constant,foreign,indirect.hire,foreign.national.indirect.hire,1424211000
tbl_6-15,2014,constant,us,direct.hire,general.schedule,73076137000
tbl_6-15,2014,constant,us,direct.hire,wage.board,10957602000
tbl_6-15,2014,constant,foreign,direct.hire,foreign.nationals.direct.hire,579945000
tbl_6-15,2014,constant,foreign,indirect.hire,foreign.national.indirect.hire,1275593000
tbl_6-15,2015,constant,us,direct.hire,general.schedule,74672797000
tbl_6-15,2015,constant,us,direct.hire,wage.board,10000704000
tbl_6-15,2015,constant,foreign,direct.hire,foreign.nationals.direct.hire,874042000
tbl_6-15,2015,constant,foreign,indirect.hire,foreign.national.indirect.hire,970227000
tbl_6-15,2016,constant,us,direct.hire,general.schedule,75011187000
tbl_6-15,2016,constant,us,direct.hire,wage.board,11526012000
tbl_6-15,2016,constant,foreign,direct.hire,foreign.nationals.direct.hire,637308000
tbl_6-15,2016,constant,foreign,indirect.hire,foreign.national.indirect.hire,854715000
tbl_6-15,2017,constant,us,direct.hire,general.schedule,74604242000
tbl_6-15,2017,constant,us,direct.hire,wage.board,11713365000
tbl_6-15,2017,constant,foreign,direct.hire,foreign.nationals.direct.hire,627106000
tbl_6-15,2017,constant,foreign,indirect.hire,foreign.national.indirect.hire,765704000
tbl_6-15,2018,constant,us,direct.hire,general.schedule,75558727000
tbl_6-15,2018,constant,us,direct.hire,wage.board,11763909000
tbl_6-15,2018,constant,foreign,direct.hire,foreign.nationals.direct.hire,638284000
tbl_6-15,2018,constant,foreign,indirect.hire,foreign.national.indirect.hire,951927000
tbl_6-15,2019,constant,us,direct.hire,general.schedule,79187438000
tbl_6-15,2019,constant,us,direct.hire,wage.board,11505769000
tbl_6-15,2019,constant,foreign,direct.hire,foreign.nationals.direct.hire,669753000
tbl_6-15,2019,constant,foreign,indirect.hire,foreign.national.indirect.hire,1200130000
tbl_6-15,2020,constant,us,direct.hire,general.schedule,78594293000
tbl_6-15,2020,constant,us,direct.hire,wage.board,10876229000
tbl_6-15,2020,constant,foreign,direct.hire,foreign.nationals.direct.hire,440365000
tbl_6-15,2020,constant,foreign,indirect.hire,foreign.national.indirect.hire,1023755000
tbl_6-15,2021,constant,us,direct.hire,general.schedule,80449612000
tbl_6-15,2021,constant,us,direct.hire,wage.board,10735991000
tbl_6-15,2021,constant,foreign,direct.hire,foreign.nationals.direct.hire,585223000
tbl_6-15,2021,constant,foreign,indirect.hire,foreign.national.indirect.hire,964239000
tbl_6-15,2022,constant,us,direct.hire,general.schedule,80908875000
tbl_6-15,2022,constant,us,direct.hire,wage.board,10798635000
tbl_6-15,2022,constant,foreign,direct.hire,foreign.nationals.direct.hire,585417000
tbl_6-15,2022,constant,foreign,indirect.hire,foreign.national.indirect.hire,965346000
tbl_6-15,2023,constant,us,direct.hire,general.schedule,80901631000
tbl_6-15,2023,constant,us,direct.hire,wage.board,10797058000
tbl_6-15,2023,constant,foreign,direct.hire,foreign.nationals.direct.hire,585440000
tbl_6-15,2023,constant,foreign,indirect.hire,foreign.national.indirect.hire,965384000
tbl_6-15,2024,constant,us,direct.hire,general.schedule,80877414000
tbl_6-15,2024,constant,us,direct.hire,wage.board,10794244000
tbl_6-15,2024,constant,foreign,direct.hire,foreign.nationals.direct.hire,585435000
tbl_6-15,2024,constant,foreign,indirect.hire,foreign.national.indirect.hire,965917000
tbl_6-15,2025,constant,us,direct.hire,general.schedule,80813366000
tbl_6-15,2025,constant,us,direct.hire,wage.board,10786086000
tbl_6-15,2025,constant,foreign,direct.hire,foreign.nationals.direct.hire,585408000
tbl_6-15,2025,constant,foreign,indirect.hire,foreign.national.indirect.hire,965331000
