budget.type,deflator.type,pay.category,source.table,FY,amount
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1948,2472000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1948,3428000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1948,175000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,804000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,1608000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,3416000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1948,56250000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1948,88881000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1948,3213000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,7473000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,18382000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,35775000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1948,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1949,2712000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1949,3747000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1949,193000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,854000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,1900000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,3798000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1949,57068000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1949,97411000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1949,3524000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,7576000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,20456000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,38169000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1949,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1950,2586000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1950,4154000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1950,197000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,788000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,1828000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,4784000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1950,51993000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1950,96065000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1950,3752000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,7048000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,19544000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,47392000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1950,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1951,3222000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1951,6890000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1951,324000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,1632000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,8855000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,24250000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1951,65670000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1951,149671000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1951,3827000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,13646000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,88037000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,222501000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1951,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1952,4780000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1952,9375000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1952,331000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,1766000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,9686000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,31251000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1952,91208000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1952,205058000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1952,3986000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,15171000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,97277000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,296940000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1952,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1953,5516000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1953,10097000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1953,356000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,2084000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,6419000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,19811000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1953,101354000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1953,206894000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1953,4229000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,17721000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,63536000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,183231000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1953,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1954,5271000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1954,9461000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1954,386000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,1729000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,4289000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,9292000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1954,92143000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1954,196192000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1954,4912000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,14754000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,44248000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,83708000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1954,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1955,5255000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1955,9244000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1955,422000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,1796000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,3943000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,13130000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1955,86666000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1955,187507000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1955,5058000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,14430000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,39722000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,112937000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1955,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1956,5502000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1956,9136000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1956,479000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,1752000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,4485000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,16711000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1956,85176000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1956,176998000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1956,5371000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,13466000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,43900000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,141850000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1956,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1957,5701000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1957,9117000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1957,511000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,1828000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,4695000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,17872000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1957,84824000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1957,179690000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1957,5514000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,13215000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,44441000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,146462000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1957,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1958,6003000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1958,8993000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1958,561000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,1994000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,5032000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,18541000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1958,83765000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1958,169403000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1958,6002000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,14237000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,46478000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,153922000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1958,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1959,6327000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1959,9269000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1959,635000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,2025000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,4946000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,18992000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1959,83089000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1959,163201000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1959,6346000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,14196000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,45434000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,155484000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1959,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1960,6240000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1960,9168000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1960,693000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,2072000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,5149000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,16934000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1960,79693000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1960,159787000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1960,6987000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,14585000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,46177000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,136010000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1960,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1961,6616000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1961,9181000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1961,788000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,2176000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,5428000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,20454000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1961,78485000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1961,158700000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1961,7968000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,15095000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,48035000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,165505000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1961,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1962,7034000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1962,9917000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1962,896000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,2240000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,6271000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,22075000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1962,81514000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1962,172362000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1962,9051000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,15683000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,54715000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,176093000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1962,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1963,7295000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1963,9762000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1963,1015000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,2279000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,6132000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,22936000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1963,81500000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1963,168191000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1963,10338000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,15901000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,53127000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,179905000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1963,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1964,7502000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1964,10615000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1964,1211000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,2368000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,6156000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,21694000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1964,80406000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1964,168315000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1964,11858000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,16416000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,52820000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,165467000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1964,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1965,7833000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1965,11019000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1965,1386000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,2411000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,6728000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,20184000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1965,79234000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1965,168221000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1965,13339000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,16450000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,55932000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,149738000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1965,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1966,8500000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1966,12178000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1966,1592000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,3277000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,9015000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,29968000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1966,83022000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1966,171787000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1966,14666000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,21633000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,70582000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,209285000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1966,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1967,9654000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1967,14111000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1967,1831000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,4125000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,11923000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,29946000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1967,90767000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1967,189793000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1967,16268000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,26305000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,88725000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,202520000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1968,10578000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1968,15264000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1968,2093000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,4697000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,12859000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,29474000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1968,96190000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1968,195766000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1968,17995000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,28967000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,92992000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,189126000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1969,11301000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1969,16699000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1969,2443000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,4686000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,13793000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,28831000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1969,96637000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1969,198349000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1969,19931000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,27961000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,96890000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,177120000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1970,12204000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1970,18638000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1970,2853000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,4340000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,12239000000
