source.table,budget.type,deflator.type,military.dept,FY,amount
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2019,123930000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2019,0
tbl.6.03.TOA.by.Public.Law,TOA,current,army,2020,180090000000
tbl.6.03.TOA.by.Public.Law,TOA,current,navy,2020,210025000000
tbl.6.03.TOA.by.Public.Law,TOA,current,air.force,2020,207169000000
tbl.6.03.TOA.by.Public.Law,TOA,current,defense.wide,2020,120539000000
tbl.6.03.TOA.by.Public.Law,TOA,current,OCO.place.holder,2020,0
tbl.6.03.TOA.by.Public.Law,TOA,constant,army,2020,184029000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,navy,2020,214275000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,air.force,2020,211171000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2020,123394000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2020,0
tbl.6.03.TOA.by.Public.Law,TOA,current,army,2021,177925000000
tbl.6.03.TOA.by.Public.Law,TOA,current,navy,2021,207073000000
tbl.6.03.TOA.by.Public.Law,TOA,current,air.force,2021,207168000000
tbl.6.03.TOA.by.Public.Law,TOA,current,defense.wide,2021,113336000000
tbl.6.03.TOA.by.Public.Law,TOA,current,OCO.place.holder,2021,0
tbl.6.03.TOA.by.Public.Law,TOA,constant,army,2021,177925000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,navy,2021,207073000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,air.force,2021,207168000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2021,113336000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2021,0
tbl.6.03.TOA.by.Public.Law,TOA,current,army,2022,164245000000
tbl.6.03.TOA.by.Public.Law,TOA,current,navy,2022,208285000000
tbl.6.03.TOA.by.Public.Law,TOA,current,air.force,2022,211558000000
tbl.6.03.TOA.by.Public.Law,TOA,current,defense.wide,2022,117766000000
tbl.6.03.TOA.by.Public.Law,TOA,current,OCO.place.holder,2022,20000000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,army,2022,160721000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,navy,2022,204012000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,air.force,2022,207298000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2022,115008000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2022,19552000000
tbl.6.03.TOA.by.Public.Law,TOA,current,army,2023,167869000000
tbl.6.03.TOA.by.Public.Law,TOA,current,navy,2023,215192000000
tbl.6.03.TOA.by.Public.Law,TOA,current,air.force,2023,214571000000
tbl.6.03.TOA.by.Public.Law,TOA,current,defense.wide,2023,119383000000
tbl.6.03.TOA.by.Public.Law,TOA,current,OCO.place.holder,2023,20000000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,army,2023,160686000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,navy,2023,206300000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,air.force,2023,205822000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2023,113778000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2023,19164000000
tbl.6.03.TOA.by.Public.Law,TOA,current,army,2024,173476000000
tbl.6.03.TOA.by.Public.Law,TOA,current,navy,2024,220493000000
tbl.6.03.TOA.by.Public.Law,TOA,current,air.force,2024,220311000000
tbl.6.03.TOA.by.Public.Law,TOA,current,defense.wide,2024,128227000000
tbl.6.03.TOA.by.Public.Law,TOA,current,OCO.place.holder,2024,10000000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,army,2024,162458000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,navy,2024,206941000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,air.force,2024,206952000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2024,119366000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2024,9339000000
tbl.6.03.TOA.by.Public.Law,TOA,current,army,2025,177783000000
tbl.6.03.TOA.by.Public.Law,TOA,current,navy,2025,226781000000
tbl.6.03.TOA.by.Public.Law,TOA,current,air.force,2025,224480000000
tbl.6.03.TOA.by.Public.Law,TOA,current,defense.wide,2025,129242000000
tbl.6.03.TOA.by.Public.Law,TOA,current,OCO.place.holder,2025,10000000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,army,2025,162886000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,navy,2025,208392000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,air.force,2025,206518000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,defense.wide,2025,117446000000
tbl.6.03.TOA.by.Public.Law,TOA,constant,OCO.place.holder,2025,9156000000
tbl.6.10.BA.by.Public.Law,BA,current,army,1948,2840000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1948,4212000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1948,4573000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1948,175000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1948,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1948,63982000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1948,74937000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1948,67896000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1948,3213000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1948,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1949,4011000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1949,3719000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1949,2503000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1949,200000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1949,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1949,76866000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1949,67675000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1949,48190000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1949,3622000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1949,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1950,4279000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1950,4253000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1950,5363000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1950,191000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1950,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1950,73414000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1950,69650000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1950,75641000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1950,3609000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1950,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1951,19520000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1951,12431000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1951,15139000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1951,444000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1951,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1951,223898000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1951,154978000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1951,179612000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1951,4998000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1951,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1952,21279000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1952,16170000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1952,22315000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1952,433000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1952,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1952,261172000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1952,208565000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1952,263225000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1952,5038000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1952,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1953,15077000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1953,12684000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1953,20427000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1953,415000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1953,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1953,202064000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1953,168470000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1953,240317000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1953,4844000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1953,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1954,12847000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1954,9389000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1954,11542000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1954,541000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1954,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1954,176104000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1954,136876000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1954,152326000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1954,6340000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1954,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1955,7646000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1955,10182000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1955,12026000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1955,572000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1955,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1955,123401000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1955,138964000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1955,152153000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1955,6375000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1955,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1956,7333000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1956,9518000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1956,15374000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1956,565000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1956,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1956,111057000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1956,129762000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1956,178803000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1956,6188000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1956,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1957,7577000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1957,10106000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1957,17567000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1957,666000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1957,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1957,111944000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1957,133332000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1957,193388000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1957,6742000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1957,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1958,7808000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1958,10617000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1958,17803000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1958,743000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1958,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1958,108845000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1958,134471000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1958,190320000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1958,7415000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1958,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1959,9502000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1959,11971000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1959,18864000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1959,1065000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1959,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1959,116280000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1959,141157000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1959,194433000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1959,9487000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1959,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1960,9748000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1960,11352000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1960,18581000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1960,1226000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1960,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1960,115929000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1960,129379000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1960,190708000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1960,10911000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1960,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1961,9928000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1961,12450000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1961,17903000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1961,1105000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1961,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1961,115391000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1961,140620000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1961,181820000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1961,10270000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1961,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1962,11951000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1962,14845000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1962,19424000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1962,1794000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1962,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1962,134304000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1962,163546000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1962,195707000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1962,15789000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1962,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1963,11608000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1963,15255000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1963,20147000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1963,2550000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1963,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1963,128819000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1963,162677000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1963,198811000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1963,22233000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1963,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1964,12474000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1964,14845000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1964,19393000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1964,2914000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1964,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1964,131034000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1964,151556000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1964,188198000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1964,24969000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1964,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1965,11955000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1965,14785000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1965,19149000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1965,3170000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1965,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1965,124078000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1965,146312000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1965,181850000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1965,26831000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1965,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1966,17629000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1966,18581000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1966,22589000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1966,4756000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1966,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1966,159859000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1966,166873000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1966,198857000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1966,37314000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1966,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1967,22997000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1967,20773000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1967,24203000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1967,4204000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1967,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1967,197172000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1967,179507000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1967,206427000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1967,33575000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1967,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1968,25407000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1968,21122000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1968,25364000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1968,4394000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1968,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1968,210079000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1968,176573000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1968,208687000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1968,34387000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1968,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1969,25143000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1969,21278000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1969,25722000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1969,4763000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1969,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1969,202178000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1969,170498000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1969,202497000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1969,35857000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1969,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1970,23610000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1970,21932000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1970,23356000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1970,5185000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1970,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1970,179920000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1970,164437000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1970,176752000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1970,36734000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1970,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1971,21495000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1971,21321000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1971,22481000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1971,5863000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1971,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1971,156664000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1971,148848000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1971,160563000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1971,38198000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1971,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1972,21582000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1972,23602000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1972,23245000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1972,6577000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1972,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1972,142523000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1972,150416000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1972,152247000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1972,40314000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1972,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1973,21048000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1973,25097000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1973,23934000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1973,7475000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1973,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1973,127709000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1973,146429000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1973,143405000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1973,43264000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1973,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1974,21262000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1974,26679000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1974,24670000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1974,8380000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1974,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1974,119434000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1974,141972000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1974,135327000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1974,44626000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1974,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1975,21299000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1975,27808000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1975,25967000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1975,10586000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1975,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1975,111784000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1975,136611000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1975,130903000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1975,49339000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1975,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1976,23644000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1976,31302000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1976,28444000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1976,12119000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1976,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1976,113859000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1976,139079000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1976,130156000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1976,51257000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1976,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1977,26667000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1977,36378000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1977,31969000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1977,13324000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1977,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1977,119506000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1977,150991000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1977,136573000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1977,52929000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1977,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1978,28434000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1978,39499000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1978,32595000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1978,14794000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1978,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1978,117909000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1978,150849000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1978,129238000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1978,54792000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1978,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1979,31341000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1979,42103000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1979,34943000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1979,16618000000
