budget.type,service,source.table,deflator.type,public.law.title,FY,amount
outlays,army,6.22,constant,trust.receipts.and.other,2003,-103000000
outlays,army,6.22,current,MILPERS,2004,47340000000
outlays,army,6.22,current,O.M.,2004,56916000000
outlays,army,6.22,current,Procurement,2004,13702000000
outlays,army,6.22,current,RDT.E,2004,8302000000
outlays,army,6.22,current,MILCON,2004,2148000000
outlays,army,6.22,current,family.housing,2004,1292000000
outlays,army,6.22,current,revolving.and.management,2004,-615000000
outlays,army,6.22,current,trust.receipts.and.other,2004,-47000000
outlays,army,6.22,constant,MILPERS,2004,70324000000
outlays,army,6.22,constant,O.M.,2004,79077000000
outlays,army,6.22,constant,Procurement,2004,18845000000
outlays,army,6.22,constant,RDT.E,2004,11430000000
outlays,army,6.22,constant,MILCON,2004,2949000000
outlays,army,6.22,constant,family.housing,2004,1782000000
outlays,army,6.22,constant,revolving.and.management,2004,-846000000
outlays,army,6.22,constant,trust.receipts.and.other,2004,-64000000
outlays,army,6.22,current,MILPERS,2005,54870000000
outlays,army,6.22,current,O.M.,2005,66487000000
outlays,army,6.22,current,Procurement,2005,17860000000
outlays,army,6.22,current,RDT.E,2005,9702000000
outlays,army,6.22,current,MILCON,2005,2108000000
outlays,army,6.22,current,family.housing,2005,1224000000
outlays,army,6.22,current,revolving.and.management,2005,-201000000
outlays,army,6.22,current,trust.receipts.and.other,2005,63000000
outlays,army,6.22,constant,MILPERS,2005,78354000000
outlays,army,6.22,constant,O.M.,2005,88895000000
outlays,army,6.22,constant,Procurement,2005,23894000000
outlays,army,6.22,constant,RDT.E,2005,12945000000
outlays,army,6.22,constant,MILCON,2005,2811000000
outlays,army,6.22,constant,family.housing,2005,1637000000
outlays,army,6.22,constant,revolving.and.management,2005,-269000000
outlays,army,6.22,constant,trust.receipts.and.other,2005,85000000
outlays,army,6.22,current,MILPERS,2006,54036000000
outlays,army,6.22,current,O.M.,2006,72968000000
outlays,army,6.22,current,Procurement,2006,22356000000
outlays,army,6.22,current,RDT.E,2006,10846000000
outlays,army,6.22,current,MILCON,2006,2536000000
outlays,army,6.22,current,family.housing,2006,1173000000
outlays,army,6.22,current,revolving.and.management,2006,219000000
outlays,army,6.22,current,trust.receipts.and.other,2006,-777000000
outlays,army,6.22,constant,MILPERS,2006,75123000000
outlays,army,6.22,constant,O.M.,2006,94372000000
outlays,army,6.22,constant,Procurement,2006,29010000000
outlays,army,6.22,constant,RDT.E,2006,14031000000
outlays,army,6.22,constant,MILCON,2006,3280000000
outlays,army,6.22,constant,family.housing,2006,1521000000
outlays,army,6.22,constant,revolving.and.management,2006,285000000
outlays,army,6.22,constant,trust.receipts.and.other,2006,-1008000000
outlays,army,6.22,current,MILPERS,2007,55907000000
outlays,army,6.22,current,O.M.,2007,79716000000
outlays,army,6.22,current,Procurement,2007,28756000000
outlays,army,6.22,current,RDT.E,2007,11364000000
outlays,army,6.22,current,MILCON,2007,3524000000
outlays,army,6.22,current,family.housing,2007,1155000000
outlays,army,6.22,current,revolving.and.management,2007,-910000000
outlays,army,6.22,current,trust.receipts.and.other,2007,-98000000
outlays,army,6.22,constant,MILPERS,2007,75600000000
outlays,army,6.22,constant,O.M.,2007,100545000000
outlays,army,6.22,constant,Procurement,2007,36334000000
outlays,army,6.22,constant,RDT.E,2007,14335000000
outlays,army,6.22,constant,MILCON,2007,4446000000
outlays,army,6.22,constant,family.housing,2007,1459000000
outlays,army,6.22,constant,revolving.and.management,2007,-1149000000
outlays,army,6.22,constant,trust.receipts.and.other,2007,-124000000
outlays,army,6.22,current,MILPERS,2008,61138000000
outlays,army,6.22,current,O.M.,2008,93709000000
outlays,army,6.22,current,Procurement,2008,40169000000
outlays,army,6.22,current,RDT.E,2008,11285000000
outlays,army,6.22,current,MILCON,2008,5662000000
outlays,army,6.22,current,family.housing,2008,1149000000
outlays,army,6.22,current,revolving.and.management,2008,-418000000
outlays,army,6.22,current,trust.receipts.and.other,2008,-129000000
outlays,army,6.22,constant,MILPERS,2008,79994000000
outlays,army,6.22,constant,O.M.,2008,115108000000
outlays,army,6.22,constant,Procurement,2008,49565000000
outlays,army,6.22,constant,RDT.E,2008,13853000000
outlays,army,6.22,constant,MILCON,2008,6970000000
outlays,army,6.22,constant,family.housing,2008,1414000000
outlays,army,6.22,constant,revolving.and.management,2008,-516000000
outlays,army,6.22,constant,trust.receipts.and.other,2008,-159000000
outlays,army,6.22,current,MILPERS,2009,66024000000
outlays,army,6.22,current,O.M.,2009,98942000000
outlays,army,6.22,current,Procurement,2009,46945000000
outlays,army,6.22,current,RDT.E,2009,11764000000
outlays,army,6.22,current,MILCON,2009,7989000000
outlays,army,6.22,current,family.housing,2009,717000000
outlays,army,6.22,current,revolving.and.management,2009,256000000
outlays,army,6.22,current,trust.receipts.and.other,2009,-253000000
outlays,army,6.22,constant,MILPERS,2009,83525000000
outlays,army,6.22,constant,O.M.,2009,119755000000
outlays,army,6.22,constant,Procurement,2009,57070000000
outlays,army,6.22,constant,RDT.E,2009,14165000000
outlays,army,6.22,constant,MILCON,2009,9675000000
outlays,army,6.22,constant,family.housing,2009,869000000
outlays,army,6.22,constant,revolving.and.management,2009,312000000
outlays,army,6.22,constant,trust.receipts.and.other,2009,-308000000
outlays,army,6.22,current,MILPERS,2010,69544000000
outlays,army,6.22,current,O.M.,2010,101217000000
outlays,army,6.22,current,Procurement,2010,47358000000
outlays,army,6.22,current,RDT.E,2010,10714000000
outlays,army,6.22,current,MILCON,2010,9938000000
outlays,army,6.22,current,family.housing,2010,671000000
outlays,army,6.22,current,revolving.and.management,2010,-689000000
outlays,army,6.22,current,trust.receipts.and.other,2010,-127000000
outlays,army,6.22,constant,MILPERS,2010,85771000000
outlays,army,6.22,constant,O.M.,2010,120808000000
outlays,army,6.22,constant,Procurement,2010,57115000000
outlays,army,6.22,constant,RDT.E,2010,12847000000
outlays,army,6.22,constant,MILCON,2010,11977000000
outlays,army,6.22,constant,family.housing,2010,805000000
outlays,army,6.22,constant,revolving.and.management,2010,-831000000
outlays,army,6.22,constant,trust.receipts.and.other,2010,-154000000
outlays,army,6.22,current,MILPERS,2011,71865000000
outlays,army,6.22,current,O.M.,2011,106568000000
outlays,army,6.22,current,Procurement,2011,40798000000
outlays,army,6.22,current,RDT.E,2011,10079000000
outlays,army,6.22,current,MILCON,2011,8847000000
outlays,army,6.22,current,family.housing,2011,666000000
outlays,army,6.22,current,revolving.and.management,2011,-738000000
outlays,army,6.22,current,trust.receipts.and.other,2011,-860000000
outlays,army,6.22,constant,MILPERS,2011,87110000000
outlays,army,6.22,constant,O.M.,2011,124881000000
outlays,army,6.22,constant,Procurement,2011,48239000000
outlays,army,6.22,constant,RDT.E,2011,11804000000
outlays,army,6.22,constant,MILCON,2011,10424000000
outlays,army,6.22,constant,family.housing,2011,785000000
outlays,army,6.22,constant,revolving.and.management,2011,-872000000
outlays,army,6.22,constant,trust.receipts.and.other,2011,-1017000000
outlays,army,6.22,current,MILPERS,2012,65321000000
outlays,army,6.22,current,O.M.,2012,96124000000
outlays,army,6.22,current,Procurement,2012,36562000000
outlays,army,6.22,current,RDT.E,2012,8931000000
outlays,army,6.22,current,MILCON,2012,5635000000
outlays,army,6.22,current,family.housing,2012,617000000
outlays,army,6.22,current,revolving.and.management,2012,-419000000
outlays,army,6.22,current,trust.receipts.and.other,2012,833000000
outlays,army,6.22,constant,MILPERS,2012,77949000000
outlays,army,6.22,constant,O.M.,2012,110714000000
outlays,army,6.22,constant,Procurement,2012,42465000000
outlays,army,6.22,constant,RDT.E,2012,10317000000
outlays,army,6.22,constant,MILCON,2012,6526000000
outlays,army,6.22,constant,family.housing,2012,717000000
outlays,army,6.22,constant,revolving.and.management,2012,-488000000
outlays,army,6.22,constant,trust.receipts.and.other,2012,968000000
outlays,army,6.22,current,MILPERS,2013,64108000000
outlays,army,6.22,current,O.M.,2013,84401000000
outlays,army,6.22,current,Procurement,2013,29668000000
outlays,army,6.22,current,RDT.E,2013,8352000000
outlays,army,6.22,current,MILCON,2013,4632000000
outlays,army,6.22,current,family.housing,2013,430000000
outlays,army,6.22,current,revolving.and.management,2013,191000000
outlays,army,6.22,current,trust.receipts.and.other,2013,-851000000
outlays,army,6.22,constant,MILPERS,2013,75076000000
outlays,army,6.22,constant,O.M.,2013,95973000000
outlays,army,6.22,constant,Procurement,2013,33949000000
outlays,army,6.22,constant,RDT.E,2013,9543000000
outlays,army,6.22,constant,MILCON,2013,5296000000
outlays,army,6.22,constant,family.housing,2013,492000000
outlays,army,6.22,constant,revolving.and.management,2013,219000000
outlays,army,6.22,constant,trust.receipts.and.other,2013,-974000000
outlays,army,6.22,current,MILPERS,2014,61492000000
outlays,army,6.22,current,O.M.,2014,70249000000
outlays,army,6.22,current,Procurement,2014,23420000000
outlays,army,6.22,current,RDT.E,2014,7966000000
outlays,army,6.22,current,MILCON,2014,3457000000
outlays,army,6.22,current,family.housing,2014,440000000
outlays,army,6.22,current,revolving.and.management,2014,-356000000
outlays,army,6.22,current,trust.receipts.and.other,2014,-478000000
outlays,army,6.22,constant,MILPERS,2014,71011000000
outlays,army,6.22,constant,O.M.,2014,78795000000
outlays,army,6.22,constant,Procurement,2014,26404000000
outlays,army,6.22,constant,RDT.E,2014,8989000000
outlays,army,6.22,constant,MILCON,2014,3900000000
outlays,army,6.22,constant,family.housing,2014,496000000
outlays,army,6.22,constant,revolving.and.management,2014,-402000000
outlays,army,6.22,constant,trust.receipts.and.other,2014,-539000000
outlays,army,6.22,current,MILPERS,2015,59054000000
outlays,army,6.22,current,O.M.,2015,68319000000
outlays,army,6.22,current,Procurement,2015,19170000000
outlays,army,6.22,current,RDT.E,2015,7281000000
outlays,army,6.22,current,MILCON,2015,2435000000
outlays,army,6.22,current,family.housing,2015,400000000
outlays,army,6.22,current,revolving.and.management,2015,-291000000
outlays,army,6.22,current,trust.receipts.and.other,2015,-977000000
outlays,army,6.22,constant,MILPERS,2015,67446000000
outlays,army,6.22,constant,O.M.,2015,75904000000
outlays,army,6.22,constant,Procurement,2015,21378000000
outlays,army,6.22,constant,RDT.E,2015,8131000000
outlays,army,6.22,constant,MILCON,2015,2719000000
outlays,army,6.22,constant,family.housing,2015,446000000
outlays,army,6.22,constant,revolving.and.management,2015,-325000000
outlays,army,6.22,constant,trust.receipts.and.other,2015,-1089000000
outlays,army,6.22,current,MILPERS,2016,58872000000
outlays,army,6.22,current,O.M.,2016,64311000000
outlays,army,6.22,current,Procurement,2016,17637000000
outlays,army,6.22,current,RDT.E,2016,7516000000
outlays,army,6.22,current,MILCON,2016,1981000000
outlays,army,6.22,current,family.housing,2016,366000000
outlays,army,6.22,current,revolving.and.management,2016,-203000000
outlays,army,6.22,current,trust.receipts.and.other,2016,-387000000
outlays,army,6.22,constant,MILPERS,2016,66326000000
outlays,army,6.22,constant,O.M.,2016,71128000000
outlays,army,6.22,constant,Procurement,2016,19435000000
outlays,army,6.22,constant,RDT.E,2016,8293000000
outlays,army,6.22,constant,MILCON,2016,2184000000
outlays,army,6.22,constant,family.housing,2016,404000000
outlays,army,6.22,constant,revolving.and.management,2016,-224000000
outlays,army,6.22,constant,trust.receipts.and.other,2016,-426000000
outlays,army,6.22,current,MILPERS,2017,57211000000
outlays,army,6.22,current,O.M.,2017,63694000000
outlays,army,6.22,current,Procurement,2017,17576000000
outlays,army,6.22,current,RDT.E,2017,7630000000
outlays,army,6.22,current,MILCON,2017,1889000000
outlays,army,6.22,current,family.housing,2017,410000000
outlays,army,6.22,current,revolving.and.management,2017,-291000000
outlays,army,6.22,current,trust.receipts.and.other,2017,120000000
outlays,army,6.22,constant,MILPERS,2017,63295000000
outlays,army,6.22,constant,O.M.,2017,69191000000
outlays,army,6.22,constant,Procurement,2017,19044000000
outlays,army,6.22,constant,RDT.E,2017,8273000000
outlays,army,6.22,constant,MILCON,2017,2047000000
outlays,army,6.22,constant,family.housing,2017,444000000
outlays,army,6.22,constant,revolving.and.management,2017,-315000000
outlays,army,6.22,constant,trust.receipts.and.other,2017,130000000
outlays,army,6.22,current,MILPERS,2018,57623000000
outlays,army,6.22,current,O.M.,2018,68651000000
outlays,army,6.22,current,Procurement,2018,18901000000
outlays,army,6.22,current,RDT.E,2018,8558000000
outlays,army,6.22,current,MILCON,2018,1618000000
outlays,army,6.22,current,family.housing,2018,440000000
outlays,army,6.22,current,revolving.and.management,2018,-305000000
outlays,army,6.22,current,trust.receipts.and.other,2018,-620000000
outlays,army,6.22,constant,MILPERS,2018,62363000000
outlays,army,6.22,constant,O.M.,2018,72965000000
outlays,army,6.22,constant,Procurement,2018,20039000000
outlays,army,6.22,constant,RDT.E,2018,9083000000
outlays,army,6.22,constant,MILCON,2018,1716000000
outlays,army,6.22,constant,family.housing,2018,466000000
outlays,army,6.22,constant,revolving.and.management,2018,-323000000
outlays,army,6.22,constant,trust.receipts.and.other,2018,-658000000
outlays,army,6.22,current,MILPERS,2019,60967000000
outlays,army,6.22,current,O.M.,2019,71070000000
outlays,army,6.22,current,Procurement,2019,21815000000
outlays,army,6.22,current,RDT.E,2019,9461000000
outlays,army,6.22,current,MILCON,2019,1966000000
outlays,army,6.22,current,family.housing,2019,443000000
outlays,army,6.22,current,revolving.and.management,2019,379000000
outlays,army,6.22,current,trust.receipts.and.other,2019,250000000
outlays,army,6.22,constant,MILPERS,2019,64387000000
outlays,army,6.22,constant,O.M.,2019,73927000000
outlays,army,6.22,constant,Procurement,2019,22697000000
outlays,army,6.22,constant,RDT.E,2019,9853000000
outlays,army,6.22,constant,MILCON,2019,2046000000
outlays,army,6.22,constant,family.housing,2019,461000000
outlays,army,6.22,constant,revolving.and.management,2019,394000000
outlays,army,6.22,constant,trust.receipts.and.other,2019,260000000
outlays,army,6.22,current,MILPERS,2020,62515000000
outlays,army,6.22,current,O.M.,2020,72705000000
outlays,army,6.22,current,Procurement,2020,24938000000
outlays,army,6.22,current,RDT.E,2020,11319000000
outlays,army,6.22,current,MILCON,2020,1531000000
outlays,army,6.22,current,family.housing,2020,496000000
outlays,army,6.22,current,revolving.and.management,2020,189000000
outlays,army,6.22,current,trust.receipts.and.other,2020,-155000000
outlays,army,6.22,constant,MILPERS,2020,64237000000
outlays,army,6.22,constant,O.M.,2020,74039000000
outlays,army,6.22,constant,Procurement,2020,25436000000
outlays,army,6.22,constant,RDT.E,2020,11533000000
outlays,army,6.22,constant,MILCON,2020,1561000000
outlays,army,6.22,constant,family.housing,2020,506000000
outlays,army,6.22,constant,revolving.and.management,2020,193000000
outlays,army,6.22,constant,trust.receipts.and.other,2020,-158000000
outlays,army,6.22,current,MILPERS,2021,65602000000
outlays,army,6.22,current,O.M.,2021,79800000000
outlays,army,6.22,current,Procurement,2021,25910000000
outlays,army,6.22,current,RDT.E,2021,12796000000
outlays,army,6.22,current,MILCON,2021,2614000000
outlays,army,6.22,current,family.housing,2021,655000000
outlays,army,6.22,current,revolving.and.management,2021,252000000
outlays,army,6.22,current,trust.receipts.and.other,2021,-154000000
outlays,army,6.22,constant,MILPERS,2021,65602000000
outlays,army,6.22,constant,O.M.,2021,79800000000
outlays,army,6.22,constant,Procurement,2021,25910000000
outlays,army,6.22,constant,RDT.E,2021,12796000000
outlays,army,6.22,constant,MILCON,2021,2614000000
outlays,army,6.22,constant,family.housing,2021,655000000
outlays,army,6.22,constant,revolving.and.management,2021,252000000
outlays,army,6.22,constant,trust.receipts.and.other,2021,-154000000
outlays,army,6.22,current,MILPERS,2022,65493000000
outlays,army,6.22,current,O.M.,2022,71384000000
outlays,army,6.22,current,Procurement,2022,28166000000
outlays,army,6.22,current,RDT.E,2022,12588000000
outlays,army,6.22,current,MILCON,2022,2617000000
outlays,army,6.22,current,family.housing,2022,558000000
outlays,army,6.22,current,revolving.and.management,2022,-912000000
outlays,army,6.22,current,trust.receipts.and.other,2022,-154000000
outlays,army,6.22,constant,MILPERS,2022,63848000000
outlays,army,6.22,constant,O.M.,2022,70036000000
outlays,army,6.22,constant,Procurement,2022,27614000000
outlays,army,6.22,constant,RDT.E,2022,12347000000
outlays,army,6.22,constant,MILCON,2022,2566000000
outlays,army,6.22,constant,family.housing,2022,548000000
outlays,army,6.22,constant,revolving.and.management,2022,-894000000
outlays,army,6.22,constant,trust.receipts.and.other,2022,-151000000
outlays,army,6.22,current,MILPERS,2023,67528000000
outlays,army,6.22,current,O.M.,2023,65505000000
outlays,army,6.22,current,Procurement,2023,25489000000
outlays,army,6.22,current,RDT.E,2023,11228000000
outlays,army,6.22,current,MILCON,2023,2283000000
outlays,army,6.22,current,family.housing,2023,532000000
outlays,army,6.22,current,revolving.and.management,2023,-269000000
outlays,army,6.22,current,trust.receipts.and.other,2023,-154000000
outlays,army,6.22,constant,MILPERS,2023,64221000000
outlays,army,6.22,constant,O.M.,2023,62978000000
outlays,army,6.22,constant,Procurement,2023,24500000000
outlays,army,6.22,constant,RDT.E,2023,10795000000
outlays,army,6.22,constant,MILCON,2023,2194000000
outlays,army,6.22,constant,family.housing,2023,512000000
outlays,army,6.22,constant,revolving.and.management,2023,-258000000
outlays,army,6.22,constant,trust.receipts.and.other,2023,-148000000
outlays,army,6.22,current,MILPERS,2024,69394000000
outlays,army,6.22,current,O.M.,2024,63597000000
outlays,army,6.22,current,Procurement,2024,25864000000
outlays,army,6.22,current,RDT.E,2024,10415000000
outlays,army,6.22,current,MILCON,2024,2248000000
outlays,army,6.22,current,family.housing,2024,538000000
outlays,army,6.22,current,revolving.and.management,2024,464000000
outlays,army,6.22,current,trust.receipts.and.other,2024,-154000000
outlays,army,6.22,constant,MILPERS,2024,64379000000
outlays,army,6.22,constant,O.M.,2024,59930000000
outlays,army,6.22,constant,Procurement,2024,24372000000
outlays,army,6.22,constant,RDT.E,2024,9814000000
outlays,army,6.22,constant,MILCON,2024,2119000000
outlays,army,6.22,constant,family.housing,2024,507000000
outlays,army,6.22,constant,revolving.and.management,2024,438000000
outlays,army,6.22,constant,trust.receipts.and.other,2024,-145000000
outlays,army,6.22,current,MILPERS,2025,71044000000
outlays,army,6.22,current,O.M.,2025,65351000000
outlays,army,6.22,current,Procurement,2025,25806000000
outlays,army,6.22,current,RDT.E,2025,10130000000
outlays,army,6.22,current,MILCON,2025,2267000000
outlays,army,6.22,current,family.housing,2025,493000000
outlays,army,6.22,current,revolving.and.management,2025,-138000000
outlays,army,6.22,current,trust.receipts.and.other,2025,-154000000
outlays,army,6.22,constant,MILPERS,2025,64290000000
outlays,army,6.22,constant,O.M.,2025,60363000000
outlays,army,6.22,constant,Procurement,2025,23841000000
outlays,army,6.22,constant,RDT.E,2025,9356000000
outlays,army,6.22,constant,MILCON,2025,2094000000
outlays,army,6.22,constant,family.housing,2025,456000000
outlays,army,6.22,constant,revolving.and.management,2025,-128000000
outlays,army,6.22,constant,trust.receipts.and.other,2025,-142000000
outlays,navy,6.23,current,MILPERS,1948,1509000000
outlays,navy,6.23,current,O.M.,1948,1414000000
outlays,navy,6.23,current,Procurement,1948,1042000000
outlays,navy,6.23,current,RDT.E,1948,168000000
outlays,navy,6.23,current,MILCON,1948,76000000
outlays,navy,6.23,current,family.housing,1948,0
outlays,navy,6.23,current,revolving.and.management,1948,0
outlays,navy,6.23,current,trust.receipts.and.other,1948,-364000000
outlays,navy,6.23,constant,MILPERS,1948,33964000000
outlays,navy,6.23,constant,O.M.,1948,25280000000
outlays,navy,6.23,constant,Procurement,1948,12453000000
outlays,navy,6.23,constant,RDT.E,1948,2147000000
outlays,navy,6.23,constant,MILCON,1948,737000000
outlays,navy,6.23,constant,family.housing,1948,0
outlays,navy,6.23,constant,revolving.and.management,1948,0
outlays,navy,6.23,constant,trust.receipts.and.other,1948,-3404000000
outlays,navy,6.23,current,MILPERS,1949,1478000000
outlays,navy,6.23,current,O.M.,1949,1585000000
outlays,navy,6.23,current,Procurement,1949,1020000000
outlays,navy,6.23,current,RDT.E,1949,0
outlays,navy,6.23,current,MILCON,1949,74000000
outlays,navy,6.23,current,family.housing,1949,0
outlays,navy,6.23,current,revolving.and.management,1949,0
outlays,navy,6.23,current,trust.receipts.and.other,1949,-205000000
outlays,navy,6.23,constant,MILPERS,1949,33311000000
outlays,navy,6.23,constant,O.M.,1949,26178000000
outlays,navy,6.23,constant,Procurement,1949,11554000000
outlays,navy,6.23,constant,RDT.E,1949,0
outlays,navy,6.23,constant,MILCON,1949,677000000
outlays,navy,6.23,constant,family.housing,1949,0
outlays,navy,6.23,constant,revolving.and.management,1949,0
outlays,navy,6.23,constant,trust.receipts.and.other,1949,-1807000000
outlays,navy,6.23,current,MILPERS,1950,1583000000
outlays,navy,6.23,current,O.M.,1950,1415000000
outlays,navy,6.23,current,Procurement,1950,878000000
outlays,navy,6.23,current,RDT.E,1950,234000000
outlays,navy,6.23,current,MILCON,1950,85000000
outlays,navy,6.23,current,family.housing,1950,0
outlays,navy,6.23,current,revolving.and.management,1950,-85000000
outlays,navy,6.23,current,trust.receipts.and.other,1950,-75000000
outlays,navy,6.23,constant,MILPERS,1950,33329000000
outlays,navy,6.23,constant,O.M.,1950,23244000000
outlays,navy,6.23,constant,Procurement,1950,10427000000
outlays,navy,6.23,constant,RDT.E,1950,2672000000
outlays,navy,6.23,constant,MILCON,1950,790000000
outlays,navy,6.23,constant,family.housing,1950,0
outlays,navy,6.23,constant,revolving.and.management,1950,-770000000
outlays,navy,6.23,constant,trust.receipts.and.other,1950,-680000000
outlays,navy,6.23,current,MILPERS,1951,2112000000
outlays,navy,6.23,current,O.M.,1951,2082000000
outlays,navy,6.23,current,Procurement,1951,1246000000
outlays,navy,6.23,current,RDT.E,1951,332000000
outlays,navy,6.23,current,MILCON,1951,124000000
outlays,navy,6.23,current,family.housing,1951,0
outlays,navy,6.23,current,revolving.and.management,1951,-314000000
outlays,navy,6.23,current,trust.receipts.and.other,1951,-54000000
outlays,navy,6.23,constant,MILPERS,1951,43214000000
outlays,navy,6.23,constant,O.M.,1951,32344000000
outlays,navy,6.23,constant,Procurement,1951,14142000000
outlays,navy,6.23,constant,RDT.E,1951,3718000000
outlays,navy,6.23,constant,MILCON,1951,1135000000
outlays,navy,6.23,constant,family.housing,1951,0
outlays,navy,6.23,constant,revolving.and.management,1951,-2601000000
outlays,navy,6.23,constant,trust.receipts.and.other,1951,-447000000
outlays,navy,6.23,current,MILPERS,1952,3086000000
outlays,navy,6.23,current,O.M.,1952,3091000000
outlays,navy,6.23,current,Procurement,1952,2654000000
outlays,navy,6.23,current,RDT.E,1952,488000000
outlays,navy,6.23,current,MILCON,1952,380000000
outlays,navy,6.23,current,family.housing,1952,0
outlays,navy,6.23,current,revolving.and.management,1952,462000000
outlays,navy,6.23,current,trust.receipts.and.other,1952,-49000000
outlays,navy,6.23,constant,MILPERS,1952,61489000000
outlays,navy,6.23,constant,O.M.,1952,42374000000
outlays,navy,6.23,constant,Procurement,1952,29459000000
outlays,navy,6.23,constant,RDT.E,1952,5228000000
outlays,navy,6.23,constant,MILCON,1952,3372000000
outlays,navy,6.23,constant,family.housing,1952,0
outlays,navy,6.23,constant,revolving.and.management,1952,3956000000
outlays,navy,6.23,constant,trust.receipts.and.other,1952,-417000000
outlays,navy,6.23,current,MILPERS,1953,3385000000
outlays,navy,6.23,current,O.M.,1953,2915000000
outlays,navy,6.23,current,Procurement,1953,4253000000
outlays,navy,6.23,current,RDT.E,1953,517000000
outlays,navy,6.23,current,MILCON,1953,489000000
outlays,navy,6.23,current,family.housing,1953,0
outlays,navy,6.23,current,revolving.and.management,1953,112000000
outlays,navy,6.23,current,trust.receipts.and.other,1953,-56000000
outlays,navy,6.23,constant,MILPERS,1953,62777000000
outlays,navy,6.23,constant,O.M.,1953,42279000000
outlays,navy,6.23,constant,Procurement,1953,45882000000
outlays,navy,6.23,constant,RDT.E,1953,5485000000
outlays,navy,6.23,constant,MILCON,1953,4279000000
outlays,navy,6.23,constant,family.housing,1953,0
outlays,navy,6.23,constant,revolving.and.management,1953,947000000
outlays,navy,6.23,constant,trust.receipts.and.other,1953,-473000000
outlays,navy,6.23,current,MILPERS,1954,3210000000
outlays,navy,6.23,current,O.M.,1954,2577000000
outlays,navy,6.23,current,Procurement,1954,4699000000
outlays,navy,6.23,current,RDT.E,1954,521000000
outlays,navy,6.23,current,MILCON,1954,363000000
outlays,navy,6.23,current,family.housing,1954,0
outlays,navy,6.23,current,revolving.and.management,1954,-69000000
outlays,navy,6.23,current,trust.receipts.and.other,1954,-93000000
outlays,navy,6.23,constant,MILPERS,1954,60264000000
outlays,navy,6.23,constant,O.M.,1954,37946000000
outlays,navy,6.23,constant,Procurement,1954,50766000000
outlays,navy,6.23,constant,RDT.E,1954,5597000000
outlays,navy,6.23,constant,MILCON,1954,3240000000
outlays,navy,6.23,constant,family.housing,1954,0
outlays,navy,6.23,constant,revolving.and.management,1954,-596000000
outlays,navy,6.23,constant,trust.receipts.and.other,1954,-802000000
outlays,navy,6.23,current,MILPERS,1955,3066000000
outlays,navy,6.23,current,O.M.,1955,2520000000
outlays,navy,6.23,current,Procurement,1955,3489000000
outlays,navy,6.23,current,RDT.E,1955,583000000
outlays,navy,6.23,current,MILCON,1955,235000000
outlays,navy,6.23,current,family.housing,1955,0
outlays,navy,6.23,current,revolving.and.management,1955,-76000000
outlays,navy,6.23,current,trust.receipts.and.other,1955,-123000000
outlays,navy,6.23,constant,MILPERS,1955,55947000000
outlays,navy,6.23,constant,O.M.,1955,35731000000
outlays,navy,6.23,constant,Procurement,1955,36820000000
outlays,navy,6.23,constant,RDT.E,1955,5862000000
outlays,navy,6.23,constant,MILCON,1955,2000000000
outlays,navy,6.23,constant,family.housing,1955,0
outlays,navy,6.23,constant,revolving.and.management,1955,-612000000
outlays,navy,6.23,constant,trust.receipts.and.other,1955,-995000000
outlays,navy,6.23,current,MILPERS,1956,3156000000
outlays,navy,6.23,current,O.M.,1956,2316000000
outlays,navy,6.23,current,Procurement,1956,3559000000
outlays,navy,6.23,current,RDT.E,1956,667000000
outlays,navy,6.23,current,MILCON,1956,279000000
outlays,navy,6.23,current,family.housing,1956,0
outlays,navy,6.23,current,revolving.and.management,1956,-206000000
outlays,navy,6.23,current,trust.receipts.and.other,1956,-131000000
outlays,navy,6.23,constant,MILPERS,1956,54892000000
outlays,navy,6.23,constant,O.M.,1956,32569000000
outlays,navy,6.23,constant,Procurement,1956,35561000000
outlays,navy,6.23,constant,RDT.E,1956,6282000000
outlays,navy,6.23,constant,MILCON,1956,2254000000
outlays,navy,6.23,constant,family.housing,1956,0
outlays,navy,6.23,constant,revolving.and.management,1956,-1598000000
outlays,navy,6.23,constant,trust.receipts.and.other,1956,-1018000000
outlays,navy,6.23,current,MILPERS,1957,3184000000
outlays,navy,6.23,current,O.M.,1957,2628000000
outlays,navy,6.23,current,Procurement,1957,3590000000
outlays,navy,6.23,current,RDT.E,1957,747000000
outlays,navy,6.23,current,MILCON,1957,374000000
outlays,navy,6.23,current,family.housing,1957,0
outlays,navy,6.23,current,revolving.and.management,1957,-90000000
outlays,navy,6.23,current,trust.receipts.and.other,1957,-114000000
outlays,navy,6.23,constant,MILPERS,1957,56034000000
outlays,navy,6.23,constant,O.M.,1957,34070000000
outlays,navy,6.23,constant,Procurement,1957,33177000000
outlays,navy,6.23,constant,RDT.E,1957,6508000000
outlays,navy,6.23,constant,MILCON,1957,2788000000
outlays,navy,6.23,constant,family.housing,1957,0
outlays,navy,6.23,constant,revolving.and.management,1957,-650000000
outlays,navy,6.23,constant,trust.receipts.and.other,1957,-823000000
outlays,navy,6.23,current,MILPERS,1958,3189000000
outlays,navy,6.23,current,O.M.,1958,2602000000
outlays,navy,6.23,current,Procurement,1958,4048000000
outlays,navy,6.23,current,RDT.E,1958,827000000
outlays,navy,6.23,current,MILCON,1958,391000000
outlays,navy,6.23,current,family.housing,1958,0
