Military.Department,FY,Account,Public.Law.Title,Amount,spending.type,Source_Data
Army,2016,Base,Military.Construction,1105000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,Family..Housing,684000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,Family..Housing,609000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,Family..Housing,670000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,Family..Housing,495000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,Family..Housing,540000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,Family..Housing,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,Family..Housing,430000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2016,Base,Family..Housing,443000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,Revolving.Funds...Other,38000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Revolving.Funds...Other,12000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,Revolving.Funds...Other,0,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,Revolving.Funds...Other,101000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Revolving.Funds...Other,54000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,Revolving.Funds...Other,103000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,Revolving.Funds...Other,220000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,Revolving.Funds...Other,239000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2016,Base,Revolving.Funds...Other,195000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2017,Base,Military.Personnel,55311000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Military.Personnel,2349000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,Military.Personnel,56951000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Military.Personnel,2874000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Military.Personnel,0,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,Military.Personnel,58165000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Military.Personnel,3161000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,Military.Personnel,59658000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Military.Personnel,2981000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,Military.Personnel,62538000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Military.Personnel,2977000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,Military.Personnel,26721000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Military.Personnel,153000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2017,Base,O.M,42163000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,O.M,26171000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,O.M,50249000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,O.M,23884000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,O.M,88000000,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,O.M,53558000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,O.M,24158000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,O.M,114000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,O.M,50239000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,O.M,24762000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,O.M,46000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,O.M,50875000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,O.M,22112000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,O.M,27702000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,O.M,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,O.M,1320000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2017,Base,Procurement,16508000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Procurement,5248000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,Procurement,25205000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Procurement,2942000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Procurement,884000000,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,Procurement,22424000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Procurement,4867000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,Procurement,21975000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Procurement,3426000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,Procurement,22555000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Procurement,2393000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,Procurement,26285000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Procurement,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Procurement,15000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2017,Base,RDT.E,8359000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,RDT.E,358000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,RDT.E,11299000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,RDT.E,235000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,RDT.E,21000000,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,RDT.E,10860000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,RDT.E,301000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,RDT.E,12393000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,RDT.E,147000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,RDT.E,12587000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,RDT.E,183000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,RDT.E,9451000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,RDT.E,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,RDT.E,128000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2017,Base,Military.Construction,953000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Military.Construction,80000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,Military.Construction,1590000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Military.Construction,146000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Military.Construction,519000000,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,Military.Construction,1499000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Military.Construction,192000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Military.Construction,42000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,Military.Construction,1783000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Military.Construction,112000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,Military.Construction,69000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,Military.Construction,1126000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Military.Construction,16000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,Military.Construction,1415000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Military.Construction,3000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2017,Base,Family..Housing,483000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,Family..Housing,514000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Family..Housing,0,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,Family..Housing,707000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,Family..Housing,549000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,Family..Housing,487000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,Family..Housing,1292000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Family..Housing,20000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2017,Base,Revolving.Funds...Other,245000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2017,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Base,Revolving.Funds...Other,233000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2018,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2018,Missile Defeat,Revolving.Funds...Other,0,uncategorized,"FY21 Green Book, tbl 2.1"
Army,2019,Base,Revolving.Funds...Other,264000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2019,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2019,Disaster Relief/Border Security,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2020,Base,Revolving.Funds...Other,228000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2020,Overseas Contingency Ops,Revolving.Funds...Other,20000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2020,Hurricanes Michael/Florence,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2021,Base,Revolving.Funds...Other,57000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2021,Overseas Contingency Ops,Revolving.Funds...Other,20000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Base,Revolving.Funds...Other,485000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2001,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,Military.Personnel,29956000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,Military.Personnel,33083000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Military.Personnel,3082000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,Military.Personnel,35003000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Military.Personnel,1839000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,Military.Personnel,36741000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Military.Personnel,1907000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,Military.Personnel,37158000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Military.Personnel,2893000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Military.Personnel,138000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2007,Base,Military.Personnel,37844000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Military.Personnel,2992000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,O.M,32584000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,O.M,37000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,O.M,35228000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,O.M,7415000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,O.M,33366000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,O.M,5103000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,O.M,94000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,O.M,34784000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,O.M,4113000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,O.M,580000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,O.M,35043000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,O.M,8081000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,O.M,1006000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,O.M,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2007,Base,O.M,36334000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,O.M,10310000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,O.M,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,Procurement,24127000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Procurement,242000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,Procurement,27191000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Procurement,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,Procurement,29371000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Procurement,617000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Procurement,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,Procurement,28430000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Procurement,3759000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Procurement,7000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,Procurement,28635000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Procurement,5581000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Procurement,2621000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2007,Base,Procurement,29677000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Procurement,10358000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Procurement,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,RDT.E,11402000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,RDT.E,-15000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,RDT.E,13668000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,RDT.E,-1000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,RDT.E,14888000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,RDT.E,34000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,RDT.E,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,RDT.E,16696000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,RDT.E,204000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,RDT.E,18834000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,RDT.E,125000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,RDT.E,14000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2007,Base,RDT.E,19034000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,RDT.E,530000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,RDT.E,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,Military.Construction,1374000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Military.Construction,2000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,Military.Construction,1644000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Military.Construction,48000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,Military.Construction,1345000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Military.Construction,46000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Military.Construction,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,Military.Construction,1090000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Military.Construction,140000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Military.Construction,139000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,Military.Construction,1389000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Military.Construction,419000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Military.Construction,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2007,Base,Military.Construction,1894000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Military.Construction,371000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Military.Construction,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,Family..Housing,1228000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,Family..Housing,1194000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,Family..Housing,979000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Family..Housing,6000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Family..Housing,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,Family..Housing,703000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Family..Housing,9000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,Family..Housing,688000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Family..Housing,135000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Avian Flu Relief,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2007,Base,Family..Housing,637000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2007,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2007,Other Supplemental,Family..Housing,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2002,Base,Revolving.Funds...Other,722000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2003,Base,Revolving.Funds...Other,893000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Base,Revolving.Funds...Other,1067000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2004,Global War on Terror,Revolving.Funds...Other,24000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2004,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Navy,2005,Base,Revolving.Funds...Other,1498000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2005,Global War on Terror,Revolving.Funds...Other,32000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Navy,2006,Base,Revolving.Funds...Other,1198000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Navy,2006,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Navy,2006,Hurricane Relief,Revolving.Funds...Other,10000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
