Military.Department,FY,Account,Public.Law.Title,Amount,spending.type,Source_Data
Army,2001,Other Supplemental,RDT.E,5000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2002,Base,RDT.E,7037000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2002,Global War on Terror,RDT.E,-7000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2003,Base,RDT.E,7559000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2003,Global War on Terror,RDT.E,12000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2001,Base,Military.Construction,1591000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2001,Other Supplemental,Military.Construction,41000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2002,Base,Military.Construction,2458000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2002,Global War on Terror,Military.Construction,56000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2003,Base,Military.Construction,2136000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2003,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2001,Base,Family..Housing,1179000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2001,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2001,Other Supplemental,Family..Housing,26000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2002,Base,Family..Housing,1378000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2002,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2003,Base,Family..Housing,1362000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2003,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2001,Base,Revolving.Funds...Other,12000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2001,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2002,Base,Revolving.Funds...Other,167000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2003,Base,Revolving.Funds...Other,249000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,Military.Personnel,35814000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Military.Personnel,13775000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,Military.Personnel,36808000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Military.Personnel,13940000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,Military.Personnel,42397000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Military.Personnel,11926000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Military.Personnel,230000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,Military.Personnel,42403000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Military.Personnel,14276000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Military.Personnel,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,Military.Personnel,46740000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Military.Personnel,14673000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,Military.Personnel,52280000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,Military.Personnel,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Military.Personnel,989000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Military.Personnel,13945000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,O.M,32849000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,O.M,38630000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,O.M,47000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,O.M,34652000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,O.M,24319000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,O.M,15000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,O.M,30665000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,O.M,44518000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,O.M,273000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,O.M,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,O.M,28985000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,O.M,64400000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,O.M,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,O.M,37028000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,O.M,59381000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,O.M,40092000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,O.M,1839000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,O.M,39689000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,O.M,18655000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,Procurement,13770000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Procurement,2160000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Procurement,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,Procurement,15337000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Procurement,10101000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,Procurement,14526000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Procurement,13560000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Procurement,49000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,Procurement,20185000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Procurement,28422000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Procurement,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,Procurement,36557000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Procurement,30628000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,Procurement,27385000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,Procurement,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Procurement,3933000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Procurement,11967000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,RDT.E,10217000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,RDT.E,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,RDT.E,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,RDT.E,10417000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,RDT.E,39000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,RDT.E,11625000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,RDT.E,68000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,RDT.E,11203000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,RDT.E,100000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,RDT.E,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,RDT.E,12297000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,RDT.E,150000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,RDT.E,12162000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,RDT.E,75000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,RDT.E,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,RDT.E,-135000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,Military.Construction,1731000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Military.Construction,162000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Military.Construction,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,Military.Construction,2698000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Military.Construction,847000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Military.Construction,9000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,Military.Construction,3404000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Military.Construction,187000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Military.Construction,584000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Military.Construction,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,Military.Construction,6465000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Military.Construction,1256000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Military.Construction,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,Military.Construction,8344000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Military.Construction,1868000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,Military.Construction,10407000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,Military.Construction,230000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Military.Construction,-143000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Military.Construction,1326000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,Family..Housing,1330000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Family..Housing,11000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Family..Housing,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,Family..Housing,1528000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Family..Housing,1000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,Family..Housing,1240000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Family..Housing,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,Family..Housing,1250000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Family..Housing,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,Family..Housing,1058000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,Family..Housing,1296000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,Family..Housing,38000000,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Base,Revolving.Funds...Other,219000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2004,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2004,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2005,Base,Revolving.Funds...Other,0,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2005,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Base,Revolving.Funds...Other,460000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2006,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2006,Hurricane Relief,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2006,Avian Flu Relief,Revolving.Funds...Other,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2007,Base,Revolving.Funds...Other,628000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2007,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2007,Other Supplemental,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2008,Base,Revolving.Funds...Other,5000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2008,Global War on Terror,Revolving.Funds...Other,1319000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Base,Revolving.Funds...Other,102000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2009,Recovery Act,Revolving.Funds...Other,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2009,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2009,Overseas Contingency Ops,Revolving.Funds...Other,443000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,Military.Personnel,57917000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Military.Personnel,12546000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,Military.Personnel,58366000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Military.Personnel,11672000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,Military.Personnel,60811000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Military.Personnel,7827000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,Military.Personnel,56029000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Military.Personnel,8925000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,Military.Personnel,56336000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Military.Personnel,5632000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,Military.Personnel,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,Military.Personnel,56169000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Military.Personnel,3302000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Military.Personnel,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2016,Base,Military.Personnel,55971000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Military.Personnel,1964000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,O.M,40562000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,O.M,70799000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,O.M,218000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,O.M,42121000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,O.M,72085000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,O.M,42171000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,O.M,54436000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,O.M,44700000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,O.M,34464000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,O.M,9000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,O.M,41012000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,O.M,35895000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,O.M,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,O.M,41198000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,O.M,23328000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,O.M,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2016,Base,O.M,41789000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,O.M,19454000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,Procurement,19818000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Procurement,20245000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,Procurement,19638000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Procurement,16760000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,Procurement,19609000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Procurement,5265000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,Procurement,15692000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Procurement,3154000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Procurement,1000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,Procurement,15134000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Procurement,3027000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,Procurement,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,Procurement,14331000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Procurement,1579000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Procurement,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2016,Base,Procurement,16938000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,Procurement,2520000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,RDT.E,11424000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,RDT.E,139000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,RDT.E,9653000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,RDT.E,300000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,RDT.E,8329000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,RDT.E,19000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,RDT.E,7879000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,RDT.E,29000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,RDT.E,7052000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,RDT.E,31000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,RDT.E,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,RDT.E,6703000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,RDT.E,36000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,RDT.E,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2016,Base,RDT.E,7653000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2016,Overseas Contingency Ops,RDT.E,2000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Base,Military.Construction,8360000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2010,Overseas Contingency Ops,Military.Construction,1167000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2010,Haiti Earthquake,Military.Construction,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2011,Base,Military.Construction,5738000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2011,Overseas Contingency Ops,Military.Construction,981000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2012,Base,Military.Construction,4107000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2012,Overseas Contingency Ops,Military.Construction,-155000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Base,Military.Construction,2757000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2013,Overseas Contingency Ops,Military.Construction,-121000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2013,Hurricane Sandy,Military.Construction,24000000,Emergency Relief,"FY21 Green Book, tbl 2.1"
Army,2014,Base,Military.Construction,1679000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2014,Overseas Contingency Ops,Military.Construction,0,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2014,Iron Dome,Military.Construction,0,Other Discretionary,"FY21 Green Book, tbl 2.1"
Army,2015,Base,Military.Construction,971000000,"Base, Discretionary","FY21 Green Book, tbl 2.1"
Army,2015,Overseas Contingency Ops,Military.Construction,37000000,OCO.GWOT,"FY21 Green Book, tbl 2.1"
Army,2015,Ebola Relief,Military.Construction,0,Emergency Relief,"FY21 Green Book, tbl 2.1"
