budget.type,deflator.type,spending.category,source.table,public.law.title,FY,amount
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2000,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2000,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2001,77251000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2001,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2001,124025000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2001,62930000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2001,41748000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2001,5280000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2001,3727000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2001,1579000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2001,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2001,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2001,128549000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2001,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2001,199418000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2001,90986000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2001,60564000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2001,7690000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2001,5416000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2001,2264000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2001,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2001,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2002,87146000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2002,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2002,142974000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2002,63342000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2002,48623000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2002,6745000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2002,3894000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2002,2570000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2002,83000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2002,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2002,137022000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2002,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2002,225532000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2002,90052000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2002,69488000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2002,9603000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2002,5580000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2002,3647000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2002,118000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2002,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2003,109061000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2003,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2003,172680000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2003,79571000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2003,58307000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2003,6592000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2003,4323000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2003,2488000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2003,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2003,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2003,166306000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2003,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2003,261681000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2003,110765000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2003,81732000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2003,9157000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2003,6087000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2003,3482000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2003,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2003,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2004,115549000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2004,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2004,177494000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2004,83161000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2004,64367000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2004,6505000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2004,4260000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2004,4716000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2004,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2004,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2004,171238000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2004,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2004,259927000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2004,112894000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2004,87909000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2004,8800000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2004,5843000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2004,6461000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2004,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2004,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2005,121311000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2005,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2005,197848000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2005,98549000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2005,69296000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2005,7305000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2005,4495000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2005,3671000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2005,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2005,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2005,174020000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2005,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2005,273090000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2005,130363000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2005,91933000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2005,9647000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2005,5957000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2005,4890000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2005,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2005,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2006,126665000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2006,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2006,211636000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2006,105315000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2006,72691000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2006,9826000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2006,4653000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2006,5485000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2006,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2006,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2006,175760000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2006,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2006,281902000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2006,136074000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2006,93845000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2006,12702000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2006,6021000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2006,7105000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2006,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2006,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2007,130287000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2007,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2007,239894000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2007,134384000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2007,77589000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2007,14373000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2007,4420000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2007,2850000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2007,75000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2007,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2007,176065000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2007,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2007,310998000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2007,170233000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2007,97916000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2007,18255000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2007,5614000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2007,3600000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2007,95000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2007,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2008,137000000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2008,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2008,256878000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2008,164684000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2008,79448000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2008,22423000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2008,3461000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2008,5386000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2008,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2008,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2008,179232000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2008,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2008,321352000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2008,205392000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2008,98313000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2008,28037000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2008,4299000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2008,6665000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2008,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2008,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2009,145183000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2009,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2009,270550000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2009,134837000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2009,80651000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2009,26743000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2009,3544000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2009,4354000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2009,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2009,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2009,183835000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2009,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2009,335547000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2009,165787000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2009,98380000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2009,32885000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2009,4349000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2009,5323000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2009,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2009,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2010,152997000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2010,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2010,291763000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2010,135889000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2010,80655000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2010,23379000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2010,2425000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2010,4683000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2010,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2010,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2010,188360000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2010,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2010,352417000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2010,164511000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2010,96946000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2010,28400000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2010,2924000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2010,5637000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2010,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2010,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2011,153628000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2011,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2011,304248000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2011,131472000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2011,76135000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2011,17036000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2011,3415000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2011,3157000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2011,2000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2011,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2011,186358000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2011,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2011,359318000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2011,156562000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2011,89874000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2011,20348000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2011,4042000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2011,3744000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2011,2000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2011,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2012,152623000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2012,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2012,288611000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2012,119840000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2012,72970000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2012,12694000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2012,2017000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2012,3482000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2012,51000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2012,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2012,181923000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2012,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2012,335331000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2012,140564000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2012,84878000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2012,14947000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2012,2348000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2012,4059000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2012,59000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2012,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2013,146239000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2013,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2013,256499000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2013,103584000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2013,64328000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2013,10345000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2013,1933000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2013,2465000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2013,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2013,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2013,171213000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2013,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2013,293082000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2013,119804000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2013,73909000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2013,11996000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2013,2213000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2013,2830000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2013,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2013,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2014,143606000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2014,0
