source.table,budget.type,deflator.type,public.law.title,FY,amount
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1964,114248000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1964,125533000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1964,51211000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1964,6809000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1964,4744000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1964,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1964,-1267000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1964,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1965,13257000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1965,1399000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1965,12603000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1965,13836000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1965,6483000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1965,1049000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1965,631000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1965,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1965,-200000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1965,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1965,183489000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1965,13468000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1965,116856000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1965,108282000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1965,46538000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1965,7215000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1965,4592000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1965,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1965,-1369000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1965,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1966,15473000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1966,1600000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1966,15339000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1966,20013000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1966,6746000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1966,2566000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1966,666000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1966,1383000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1966,-231000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1966,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1966,193538000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1966,14736000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1966,134105000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1966,144864000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1966,46881000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1966,16453000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1966,4693000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1966,9164000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1966,-1531000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1966,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1967,18377000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1967,1839000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1967,19441000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1967,22871000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1967,7172000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1967,1098000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1967,507000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1967,1014000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1967,-143000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1967,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1967,216998000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1967,16338000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1967,160263000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1967,158848000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1967,48188000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1967,6961000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1967,3514000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1967,6484000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1967,-913000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1967,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1968,20023000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1968,2095000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1968,20961000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1968,23408000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1968,7285000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1968,1543000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1968,612000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1968,516000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1968,-157000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1968,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1968,225115000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1968,18008000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1968,168124000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1968,155498000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1968,47437000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1968,9250000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1968,4071000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1968,3194000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1968,-971000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1968,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1969,21427000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1969,2450000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1969,22349000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1969,20543000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1969,7629000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1969,1168000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1969,512000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1969,961000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1969,-133000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1969,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1969,226564000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1969,19989000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1969,170970000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1969,130615000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1969,47851000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1969,6719000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1969,3359000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1969,5763000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1969,-800000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1969,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1970,22995000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1970,2858000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1970,21529000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1970,17867000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1970,7406000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1970,960000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1970,604000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1970,5000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1970,-140000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1970,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1970,217651000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1970,21691000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1970,155695000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1970,110366000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1970,44178000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1970,5318000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1970,3728000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1970,26000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1970,-810000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1970,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1971,22643000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1971,3391000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1971,20437000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1971,15702000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1971,7066000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1971,1322000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1971,717000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1971,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1971,-119000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1971,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1971,200323000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1971,23265000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1971,139211000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1971,91358000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1971,40055000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1971,6579000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1971,4140000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1971,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1971,-658000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1971,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1972,22964000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1972,3901000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1972,20804000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1972,17777000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1972,7519000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1972,1287000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1972,860000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1972,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1972,-106000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1972,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1972,179153000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1972,25096000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1972,134863000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1972,95884000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1972,40400000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1972,5933000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1972,4735000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1972,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1972,-564000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1972,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1973,23727000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1973,4442000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1973,21735000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1973,17473000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1973,7960000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1973,1356000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1973,967000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1973,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1973,-105000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1973,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1973,166077000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1973,26933000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1973,131049000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1973,86594000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1973,39966000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1973,5616000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1973,5109000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1973,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1973,-536000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1973,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1974,24167000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1974,5151000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1974,23958000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1974,17028000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1974,8176000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1974,1563000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1974,1099000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1974,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1974,-152000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1974,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1974,158675000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1974,28481000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1974,129725000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1974,76769000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1974,37226000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1974,5776000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1974,5439000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1974,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1974,-733000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1974,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1975,24963000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1975,6251000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1975,26109000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1975,16698000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1975,8572000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1975,1927000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1975,1157000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1975,158000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1975,-174000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1975,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1975,152674000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1975,30293000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1975,131240000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1975,67416000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1975,35519000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1975,6504000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1975,5060000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1975,663000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1975,-730000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1975,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1976,25430000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1976,7326000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1976,28733000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1976,20991000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1976,9451000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1976,2360000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1976,1229000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1976,135000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1976,-147000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1976,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1976,147121000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1976,31972000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1976,130960000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1976,76546000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1976,35359000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1976,7434000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1976,5004000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1976,526000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1976,-571000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1976,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1977,26118000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1977,8238000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1977,32111000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1977,27922000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1977,10439000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1977,2204000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1977,1258000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1977,220000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1977,-172000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1977,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1977,143218000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1977,33945000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1977,135649000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1977,98297000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1977,37150000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1977,6850000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1977,4719000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1977,792000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1977,-619000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1977,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1978,27246000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1978,9180000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1978,34734000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1978,29529000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1978,11371000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1978,1641000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1978,1346000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1978,423000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1978,-148000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1978,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1978,140116000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1978,35181000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1978,135033000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1978,94821000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1978,37206000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1978,4786000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1978,4717000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1978,1424000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1978,-497000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1978,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1979,28703000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1979,10283000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1979,38038000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1979,31428000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1979,12437000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1979,2319000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1979,1563000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1979,726000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1979,-492000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1979,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1979,139070000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1979,36402000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1979,139353000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1979,91050000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1979,36479000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1979,6211000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1979,4843000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1979,2237000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1979,-1516000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1979,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1980,31014000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1980,11965000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1980,46372000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1980,35283000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1980,13561000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1980,2293000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1980,1526000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1980,1336000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1980,-727000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1980,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1980,139416000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1980,37789000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1980,145051000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1980,92970000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1980,36444000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1980,5823000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1980,4087000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1980,3722000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1980,-2026000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1980,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1981,36909000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1981,13840000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1981,55551000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1981,48025000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1981,16609000000
