source.table,budget.type,deflator.type,public.law.title,FY,amount
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1981,3398000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1981,2004000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1981,2677000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1981,-649000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1981,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1981,144457000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1981,39307000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1981,156154000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1981,116887000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1981,41243000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1981,8155000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1981,4920000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1981,6746000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1981,-1636000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1981,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1982,42875000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1982,14986000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1982,62469000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1982,64462000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1982,20060000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1982,4916000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1982,2203000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1982,2494000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1982,-714000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1982,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1982,146705000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1982,39938000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1982,166788000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1982,147859000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1982,47338000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1982,11325000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1982,5037000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1982,5840000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1982,-1673000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1982,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1983,45688000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1983,16155000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1983,66544000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1983,80355000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1983,22798000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1983,4512000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1983,2712000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1983,1075000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1983,-365000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1983,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1983,149306000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1983,40696000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1983,172753000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1983,176109000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1983,51787000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1983,10144000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1983,6052000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1983,2420000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1983,-822000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1983,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1984,48363000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1984,16503000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1984,70953000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1984,86161000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1984,26867000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1984,4510000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1984,2669000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1984,2774000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1984,-650000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1984,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1984,150901000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1984,40207000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1984,180680000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1984,182675000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1984,58866000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1984,9819000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1984,5812000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1984,6017000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1984,-1410000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1984,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1985,67773000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1985,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1985,77812000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1985,96842000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1985,31327000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1985,5517000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1985,2890000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1985,5088000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1985,-447000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1985,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1985,191844000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1985,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1985,192634000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1985,199201000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1985,66536000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1985,11567000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1985,6102000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1985,10674000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1985,-938000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1985,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1986,67794000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1986,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1986,74890000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1986,92506000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1986,33609000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1986,5281000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1986,2803000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1986,5235000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1986,-729000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1986,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1986,187367000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1986,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1986,184738000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1986,184391000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1986,69556000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1986,10752000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1986,5767000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1986,10683000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1986,-1487000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1986,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1987,74010000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1987,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1987,79610000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1987,80234000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1987,35644000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1987,5093000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1987,3075000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1987,2612000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1987,-809000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1987,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1987,196689000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1987,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1987,189034000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1987,154707000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1987,71436000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1987,10021000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1987,6120000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1987,5189000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1987,-1608000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1987,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1988,76584000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1988,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1988,81629000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1988,80053000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1988,36521000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1988,5349000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1988,3199000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1988,1246000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1988,-827000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1988,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1988,195436000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1988,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1988,187380000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1988,148586000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1988,70324000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1988,10097000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1988,6139000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1988,2404000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1988,-1596000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1988,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1989,78477000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1989,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1989,86221000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1989,79390000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1989,37530000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1989,5738000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1989,3276000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1989,897000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1989,-693000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1989,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1989,193923000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1989,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1989,189008000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1989,142236000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1989,69386000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1989,10455000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1989,6059000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1989,1661000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1989,-1283000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1989,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1990,78876000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1990,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1990,88409000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1990,81376000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1990,36459000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1990,5130000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1990,3143000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1990,466000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1990,-859000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1990,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1990,191792000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1990,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1990,187388000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1990,141164000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1990,64949000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1990,9099000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1990,5616000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1990,829000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1990,-1528000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1990,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1991,84213000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1991,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1991,117234000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1991,71740000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1991,36193000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1991,5188000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1991,3296000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1991,2701000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1991,-44358000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1991,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1991,193913000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1991,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1991,224294000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1991,121147000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1991,62384000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1991,8958000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1991,5664000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1991,4606000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1991,-75634000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1991,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1992,81221000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1992,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1992,93791000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1992,62952000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1992,36623000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1992,5254000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1992,3738000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1992,4587000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1992,-6283000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1992,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1992,182792000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1992,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1992,180634000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1992,104003000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1992,61546000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1992,8852000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1992,6279000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1992,7806000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1992,-10402000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1992,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1993,75974000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1993,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1993,89172000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1993,52789000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1993,37974000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1993,4554000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1993,3941000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1993,4503000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1993,-1504000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1993,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1993,163724000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1993,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1993,180460000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1993,85530000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1993,62888000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1993,7531000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1993,6483000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1993,7509000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1993,-2432000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1993,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1994,71365000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1994,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1994,88640000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1994,44141000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1994,34567000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1994,6009000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1994,3501000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1994,4054000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1994,-914000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1994,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1994,150066000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1994,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1994,174284000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1994,70264000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1994,56132000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1994,9727000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1994,5642000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1994,6726000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1994,-1448000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1994,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1995,71557000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1995,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1995,93751000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1995,43647000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1995,34522000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1995,5426000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1995,3393000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1995,5260000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1995,-1828000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1995,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1995,146798000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1995,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1995,179326000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1995,68388000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1995,54922000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1995,8645000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1995,5398000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1995,8450000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1995,-2843000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1995,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1996,69775000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1996,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1996,93658000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1996,42572000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1996,34972000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1996,6893000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1996,4260000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1996,3061000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1996,-622000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1996,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1996,140082000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1996,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1996,174673000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1996,65799000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1996,54615000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1996,10789000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1996,6637000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1996,4945000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,trust.receipts.and.other,1996,-949000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OCO.placeholder,1996,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,military.personnel,1997,70338000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,retired.pay.Defense,1997,0
tbl.6.08_BA.by.Public.Law.Title,BA,current,OM,1997,92353000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,procurement,1997,42963000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,RDTE,1997,36404000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,MILCON,1997,5718000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,family.housing,1997,4131000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,revolving.and.management.funds,1997,7534000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,trust.receipts.and.other,1997,-1436000000
tbl.6.08_BA.by.Public.Law.Title,BA,current,OCO.placeholder,1997,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,military.personnel,1997,136953000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,retired.pay.Defense,1997,0
tbl.6.08_BA.by.Public.Law.Title,BA,constant,OM,1997,168404000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,procurement,1997,65622000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,RDTE,1997,56059000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,MILCON,1997,8864000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,family.housing,1997,6350000000
tbl.6.08_BA.by.Public.Law.Title,BA,constant,revolving.and.management.funds,1997,11564000000
