Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes
Army,NA,1949,Current,110000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1949,Current,21000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1949,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1949,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1949,Current,-181000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,41367000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,26478000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,2901000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,1363000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,1042000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,915000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Constant,-652000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,1973000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,1736000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,308000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,117000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,116000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,101000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1950,Current,-72000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,80293000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,64307000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,69155000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,3844000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,4693000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,2211000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Constant,-605000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,4323000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,5847000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,8288000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,336000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,531000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,267000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1951,Current,-73000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,97911000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,72465000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,76401000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,4811000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,8890000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,1325000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Constant,-631000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,4939000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,6064000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,8733000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,436000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,1025000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,155000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1952,Current,-74000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,97283000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,56174000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,36344000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,6113000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,5795000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,1014000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Constant,-659000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,5290000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,4460000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,4041000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,577000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,666000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,120000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1953,Current,-78000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,90197000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,53472000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,27095000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,5836000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,298000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Constant,-793000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,4892000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,4452000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,3009000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,573000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,12000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1954,Current,-92000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,81766000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,36713000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,4335000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,368000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,1213000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Constant,-995000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,4490000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,2711000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,398000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,20000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,150000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1955,Current,-123000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,70083000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,36094000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,5457000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,440000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Constant,-1018000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,4015000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,2834000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,583000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,32000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1956,Current,-131000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,70221000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,37294000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,4833000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,418000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Constant,-823000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,3970000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,3132000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,533000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,55000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1957,Current,-114000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,62953000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,37214000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,5212000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,2917000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Constant,550000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,3498000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,3291000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,577000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,365000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1958,Current,77000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,60271000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,35732000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,9076000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,8989000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,1926000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Constant,286000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,3611000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,3244000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,1259000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,1111000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,236000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1959,Current,41000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,60093000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,34414000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,9972000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,8639000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,2397000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Constant,415000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,3667000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,3235000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,1379000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,1102000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,307000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1960,Current,59000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,60031000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,34182000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,10698000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,8945000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,1439000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Constant,96000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Current,0,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Current,3705000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Current,3384000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
Army,NA,1961,Current,1495000000,tbl.6-19,All enacted war and supplemental funding is includedl; Includes both discretionary and mandatory 
